14位,,以心伝心,☆ゆかしゃん☆,200,2
15位,,ひよこ戦隊赤レンジャー,紫咲シオン,200,2
16位,,紫龍会,ラピスアゲラズリ,200,2
17位,,鋼鉄のＳＮＯＯＰＹ,Secret_Online,200,2
18位,,ラオス共和国,根津甚八β,200,2
19位,,†天空の時計塔†,きらやか☆,200,2
20位,,ﾄﾞﾗﾂｲ戦隊ﾊﾟﾗﾚﾝｼﾞｬｰ,青龍ブルースカイ,200,2
21位,,新興宗教ガミガミ教,ていきしゃとる,200,2
22位,,CloseFriends,☆夏子☆,200,2
23位,,ピアノの森,真花,200,2
24位,,☆ラスプーチン☆,ElleyRe,200,2
25位,,いちご,風を食む,200,2
26位,,HeiligerRitter,☆豚☆,200,2
27位,,【BlueBox】,☆TON80☆,200,2
28位,,☆さまなーず☆,くるる♪,200,2
29位,,NBAライブ,～ハワイアン～,200,2
30位,,♪PartyPeople♪,nishi,200,2
31位,,夜桜会,アムドゥスキアス,200,2
32位,,旅の途中,エルロン5,200,2
33位,,２８組,ちゃらめる,200,2
34位,,GandS,香薫,200,2
35位,,noche,＊鬼鮫＊,200,2
36位,,LittleBusters,ルミナ。,200,2
37位,,AIが止まらない♪,ヤーサス,200,2
38位,,Pirka_Dolce,moachi,200,2
39位,,☆StarCircle☆,Candy_Mist,200,2
40位,,☆StarLight☆,あんにょんψ,200,2
