1位,,わくわく★てっかてっか,マーキψ,9662650
2位,,月の光,Jack・Steal,9662200
3位,,プリンセスメーカー,姫乃凪咲,9660190
4位,,天聖界,毒おじや,9659100
5位,,Campanula,クレリューフ,9658900
6位,,†翼†,AGIRU,0
7位,,∋天心爛漫∈,ぷりたん,0
8位,,おもひでぽろぽろ,NirvanaP,0
9位,,ココフォリア珠式会社,鳥頭めう,0
10位,,Nominum,そなた。,0
11位,,∬_Rosenkreuzer_∬,Mr_ポポ,0
12位,,－ANTHEM－,ALTIMA．．．,0
13位,,Charis,てん助,0
14位,,ファーストKiss☆物語,toujyou,0
15位,,匿名戦隊☆ﾔｻｸﾞﾚﾝｼﾞｬｰ,はみみん,0
16位,,さくら茶屋～sakura～,ShineLight,0
17位,,♪MA・TTA・RI♪,ポレポレ,0
18位,,～奇跡の価値は～,小袖_K,0
19位,,初　雪,颯燐,0
20位,,Invisible,ｲｽﾗﾌｪﾙ,0
21位,,光と影に彷徨う戦友者,ホワイトナイト！,0
22位,,スターワールド,ペったー,0
23位,,NEO無課金同盟,ヤシャマルJr,0
24位,,最弱軍団,叢雲のジュウザ,0
25位,,☆天下無双☆,Ψmo☆moΨ,0
26位,,Ⅹ_ⅹ_飛旋_ⅹ_Ⅹ,光撃者まもちゃん,0
27位,,†竜獄香†,モルディブ。,0
1位,,機動戦士HANDSOME,超絶ｸﾛﾐchan,9653650
2位,,赤石倉庫,三妃姫,9514320
3位,,しょうゆ保管庫,醤油はおかず,9276150
4位,,プラチナのギルト,†なまちゃ†,9187260
5位,,ToxixoT,bestar,9154250
6位,,ClassicPaladin,月見ハンバーグ,6289440
7位,,理ウ人勝,りつ姉,6060520
8位,,天宙の星々,スーさん,707776
9位,,ＤＯＬＰＨＩＮ,☆夢露くん☆,436000
10位,,teamはのん,☆かぴ☆,433920
11位,,とりあえず頑張る,kamezarr,432960
12位,,鬼ヶ島,めろくん！,431520
13位,,島ぐらし,ふぉーとなむ,401520
14位,,†Dark_Heaven†,ｿﾘｭｼｬﾝ･ε,0
15位,,特攻野郎Ａチーム,デッカー大佐,0
16位,,ж黒の騎士団ж,佐久夜,0
17位,,†亀の団†,メキラ,0
18位,,☆ef☆,‡彼岸花‡,0
19位,,‘Ｃｌｏｖｅｒ’,＊アルチッパー＊,0
20位,,いざわ倶楽部,ナポリ,0
21位,,紅孔雀,すなっぷおん☆,0
22位,,Ｐｉａｃｅｒｅ,エピメテウス,0
23位,,ラウンドナイツ,浅研03,0
24位,,ＢＬＡＣＫ　ＷＩＤＯＷ,脳障害アスペ姫,0
25位,,炎団〈R〉,ｽﾞｷｭｳｳｩﾝ,0
26位,,さくらんぼ,しょこ,0
27位,,†蒼穹に滲む雨†,ﾒﾙｻﾞｳﾞｨｱ,0
28位,,さわやか銀行,陸遜,0
29位,,Third　Force,boar,0
30位,,TKSファクトリー,攻神,0
