14位,,ぶるむぅぅぅぅぅぅん,金ぜの,200,2
15位,,熱いぞ！ﾜｯﾁｮｲ,楓燐・初号機,200,2
16位,,２８組_S鯖,進撃のメル,200,2
17位,,∋天金爛漫∈,ぷりたん,200,2
18位,,†無限城†,竈門炭治郎,200,2
19位,,寝れない姫の熱帯夜,心斎橋ｳｨｯﾁｰｽﾞ,200,2
20位,,2025☆金鯖はいりが！,のキャく煮,200,2
21位,,Gravity＠B鯖,Astronomer,200,2
22位,,0_宇宙船地球号,シェーラシエラ,200,2
23位,,SLAVIN,MylesGrint,200,2
24位,,三匹が駆ける！,ヒールアンドトゥ,200,2
25位,,真・【MRG】,或斗てぃな,200,2
26位,,AUGUST,ミリア,200,2
27位,,Kurenai,Lumie,200,2
28位,,俺とお前と大五郎,三十路岬,200,2
29位,,モバイルバッテリー,ろたりび,200,2
30位,,000ヤキヤキマン000,ヤキヤキマン２,200,2
31位,,ヤキヤキマン２,祈らせて,200,2
32位,,いってらっしゃい,ビンタまたす,150,2
