,-,職業,キャラクター,レベル,転生回数
1,-,,ﾏｰｺﾞｯﾄ,2040,5
2,-,,ミルリ,2039,5
3,-,,お試しください♪,2033,5
4,-,,武神゜,2031,5
5,-,,つよみん,2030,5
6,-,,ブレイブスカイ,2026,5
7,-,,れっどしーふ,2019,5
8,-,,魔女の使いジジ,2015,5
9,-,,戦慄のおっさん,2014,5
10,-,,amagon,2010,5
11,-,,neon43,2010,5
12,-,,じゃむおじき,2010,5
13,-,,おもぐり,2006,5
14,-,,２２３２,2005,5
15,-,,gingingin,2005,5
16,-,,アリアリＱ,2005,5
17,-,,啓士郎,2004,5
18,-,,dokuringo,2004,5
19,-,,AiryKuroe,2003,5
20,-,,お嫁においでよ〆,2002,5
21,-,,ちむどんどん助,2002,5
22,-,,syouitirou,2001,5
23,-,,コールドプレイ,2001,5
24,-,,平岡智世,2001,5
25,-,,きゃぴ☆,2001,5
26,-,,嶋野の狂犬,2001,5
27,-,,pikashu,2001,5
28,-,,星のつよみん,2001,5
29,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,5
30,-,,迷える妖精,2001,5
31,-,,∬purposefire∬,2000,5
32,-,,ｼﾞｬｽﾊﾟｰ,2000,5
33,-,,ビッグマ万太郎,2000,5
34,-,,AllRangeClear☆,2000,5
35,-,,Stardust_reverie,2000,5
36,-,,WildCandy♪,2000,5
37,-,,プラチナデータ,2000,5
38,-,,＄デビル＄,2000,5
39,-,,＄reef＄,2000,5
40,-,,Mｙｓｔic,2000,5
41,-,,ミフラ,2000,5
42,-,,☆セントレア☆,2000,5
43,-,,Lionel・MessiⅡ,2000,5
44,-,,PersephoneP,2000,5
45,-,,みぅ＊,2000,5
46,-,,Mｉnelva,2000,5
47,-,,ゆめごん,2000,5
48,-,,ぽこっさん,2000,5
49,-,,北国ウルフ,2000,5
50,-,,五十嵐由貴,2000,5
