,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1825,5
2,-,,ﾏｰｺﾞｯﾄ,1818,5
3,-,,つよみん,1814,5
4,-,,∬purposefire∬,1813,5
5,-,,五十嵐由貴,1813,5
6,-,,武神゜,1811,5
7,-,,八番手,1807,5
8,-,,neon43,1807,5
9,-,,らぶのーと♪,1805,5
10,-,,Mysh,1802,5
11,-,,砂の果実,1798,5
12,-,,HIMAMA,1794,5
13,-,,ブレイブスカイ,1793,5
14,-,,腰痛の爺,1793,5
15,-,,だるま親方♪,1792,5
16,-,,amagon,1789,5
17,-,,pikashu,1787,5
18,-,,Lionel・MessiⅡ,1786,5
19,-,,ゆめごん,1785,5
20,-,,高天原ゆとり,1782,5
21,-,,syouitirou,1781,5
22,-,,δsnowδ,1780,5
23,-,,戦慄のおっさん,1775,5
24,-,,きゃぴ☆,1772,5
25,-,,筋肉もり男,1765,5
26,-,,トリクシー,1763,5
27,-,,♪レナ♪,1761,5
28,-,,平岡智世,1758,5
29,-,,AllRangeClear☆,1754,5
30,-,,∬Veloce∬,1754,5
31,-,,bitaminn,1753,5
32,-,,gingingin,1753,5
33,-,,☆セントレア☆,1753,5
34,-,,醤油取って,1753,5
35,-,,クレモル,1753,5
36,-,,れっどしーふ,1751,5
37,-,,DarkGradation,1751,5
38,-,,nero＋α,1749,5
39,-,,Mｉnelva,1746,5
40,-,,bsk団,1746,5
41,-,,錨輝く鮎,1743,5
42,-,,Lightperformer,1742,5
43,-,,魔女の使いジジ,1741,5
44,-,,コールドプレイ,1740,5
45,-,,小作人,1739,5
46,-,,ＬＡ：ＮＡ,1737,5
47,-,,WildCandy♪,1735,5
48,-,,お試しください♪,1735,5
49,-,,バロシャン,1734,5
50,-,,リンチェンコ,1734,5
