,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2032,5
2,-,,ﾏｰｺﾞｯﾄ,2030,5
3,-,,つよみん,2026,5
4,-,,武神゜,2018,5
5,-,,ブレイブスカイ,2014,5
6,-,,お試しください♪,2013,5
7,-,,amagon,2010,5
8,-,,neon43,2010,5
9,-,,れっどしーふ,2007,5
10,-,,魔女の使いジジ,2005,5
11,-,,平岡智世,2001,5
12,-,,きゃぴ☆,2001,5
13,-,,dokuringo,2001,5
14,-,,嶋野の狂犬,2001,5
15,-,,pikashu,2001,5
16,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,5
17,-,,おもぐり,2001,5
18,-,,syouitirou,2000,5
19,-,,啓士郎,2000,5
20,-,,コールドプレイ,2000,5
21,-,,∬purposefire∬,2000,5
22,-,,ビッグマ万太郎,2000,5
23,-,,AllRangeClear☆,2000,5
24,-,,Stardust_reverie,2000,5
25,-,,Mｙｓｔic,2000,5
26,-,,Mｉnelva,2000,5
27,-,,gingingin,2000,5
28,-,,WildCandy♪,2000,5
29,-,,☆セントレア☆,2000,5
30,-,,五十嵐由貴,2000,5
31,-,,ぽこっさん,2000,5
32,-,,ゆめごん,2000,5
33,-,,お嫁においでよ〆,2000,5
34,-,,ShineLight,2000,5
35,-,,†金獅子姫†,2000,5
36,-,,ティダ射手,2000,5
37,-,,らぶのーと♪,2000,5
38,-,,醤油取って,2000,5
39,-,,戦慄のおっさん,2000,5
40,-,,レミニセンス,2000,5
41,-,,ゆきゅ,2000,5
42,-,,らんさー・ｗ・,2000,5
43,-,,どんの助,2000,5
44,-,,八番手,2000,5
45,-,,だるま親方♪,2000,5
46,-,,高天原ゆとり,2000,5
47,-,,δsnowδ,2000,5
48,-,,お前もう船降りろ,2000,5
49,-,,リンチェンコ,2000,5
50,-,,グランエース,2000,5
