,サマナー,ぷーちゃん♪,1490,5
88位,,武道家,legel,1291,5
89位,,アルケミスト,EquilibrioAlba,1290,5
90位,,プリンセス,Harmonie,1290,5
91位,,追放天使,真ﾉ天使（ｵﾄｺ）,1290,5
92位,,悪魔,濁湯馬鈴薯,1288,5
93位,,剣士,DTゆうや,1288,5
94位,,ランサー,ｼﾞｪﾌﾃｨ,1287,5
95位,,リトルウィッチ,RelMayer,1284,5
96位,,追放天使,ﾀｲｶﾞｰﾒﾛﾝ,1284,5
97位,,黒魔術師,鬼一家の黒魔,1283,5
98位,,アーチャー,gurai,1283,5
99位,,武道家,ラカリフサの村長,1280,5
100位,,戦士,ポロさん,1280,5
101位,,黒魔術師,いぼのじろう,1279,5
102位,,武道家,カピカピのおもち,1278,5
103位,,武道家,あとぅむ,1277,5
104位,,ウィザード,Manstyle,1275,5
105位,,黒魔術師,狼妖,1274,5
106位,,獣人,おーいえ,1273,5
107位,,武道家,towaco．,1273,5
108位,,武道家,sunafu,1270,5
109位,,武道家,瑞雲改二,1269,5
110位,,光奏師,一色菫,1268,5
111位,,霊術師,watta_gra,1268,5
112位,,アーチャー,ムロモン,1268,5
113位,,霊術師,ぶろんずごりら,1267,5
114位,,ウィザード,創造神皇ダニエル,1267,5
115位,,霊術師,芋がいい,1266,5
116位,,霊術師,狼闘,1265,5
117位,,ランサー,Spallow_Tail,1264,5
118位,,戦士,§Alexandrite§,1264,5
119位,,ランサー,ネオン♪゛,1263,5
120位,,アーチャー,ねこみみ弐号,1262,5
121位,,アーチャー,微笑のテレサ,1261,5
122位,,戦士,くびら,1261,5
123位,,アーチャー,Lanval,1260,5
124位,,戦士,シュガ♪,1260,5
125位,,シーフ,攻めがわ,1259,5
126位,,獣人,PiPiPuRi,1258,5
127位,,武道家,ココナッツン,1258,5
128位,,獣人,ゆゆちゃ,1257,5
129位,,ランサー,望みし永遠の混沌,1257,5
130位,,ランサー,ふぁみりった,1257,5
131位,,闘士,アンヘル＿,1256,5
132位,,リトルウィッチ,かなぷる親父号,1256,5
133位,,アーチャー,シルスフィ,1256,5
134位,,追放天使,ServerDown,1256,5
135位,,闘士,ふーにゃ,1255,5
136位,,剣士,カナト,1255,5
137位,,戦士,こるじょん,1254,5
138位,,剣士,ロビンフッド☆,1254,5
139位,,霊術師,ロッソ・ネロ,1253,5
140位,,霊術師,℃hantsumi,1253,5
141位,,武道家,まるゴキ,1253,5
142位,,シーフ,だいこくてん,1253,5
143位,,追放天使,Xenn,1253,5
144位,,プリンセス,みけぼん,1252,5
145位,,プリンセス,鬼一家の姫,1252,5
146位,,ビーストテイマー,waspinator,1252,5
147位,,ビショップ,☆ショップ☆,1252,5
148位,,ウィザード,しゃいん･れい,1252,5
149位,,ランサー,†Y4Z4K1†ATSU†,1251,5
150位,,アルケミスト,Crewd,1250,5
151位,,獣人,狼煌,1250,5
152位,,武道家,隠れ里,1250,5
153位,,シーフ,September☆7th,1250,5
154位,,剣士,monaka先生,1250,5
155位,,ウィザード,残兵首領,1249,5
156位,,光奏師,kicky,1247,5
157位,,ランサー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1246,5
158位,,闘士,〝ανα〟,1245,5
159位,,シーフ,ジェシ‐おいたん,1244,5
160位,,黒魔術師,ふに゜,1243,5
161位,,ランサー,peace。,1243,5
162位,,武道家,宅見,1243,5
163位,,武道家,うりゅうううう,1240,5
164位,,ランサー,ちょめ助,1238,5
165位,,戦士,MurderMan,1237,5
166位,,リトルウィッチ,岡部誠∵,1236,5
167位,,リトルウィッチ,お寿司4,1235,5
168位,,剣士,Asley_Cade,1235,5
169位,,ウィザード,大動脈瘤,1234,5
170位,,戦士,魔じぇ,1232,5
171位,,追放天使,ごるでん,1232,3
172位,,剣士,カトリ。,1231,5
173位,,アルケミスト,きれじの妹,1230,5
174位,,ウルフマン,TAKUGON,1230,5
175位,,剣士,Graaazie,1230,5
176位,,リトルウィッチ,～ジェス～,1227,5
177位,,武道家,マンナンライフ３,1226,5
178位,,リトルウィッチ,くりゅう,1225,5
179位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1225,5
180位,,武道家,ノアだけはガチ,1224,5
181位,,ウィザード,♪復活レオン555,1224,5
182位,,サマナー,NEOぷーちゃん,1223,5
183位,,霊術師,ちんき２,1222,5
184位,,プリンセス,花咲乙女達の影に,1221,5
185位,,アーチャー,ぴちゃ,1221,5
186位,,ランサー,くまもん♪,1221,5
187位,,ビショップ,（＝ω＝安,1221,5
188位,,黒魔術師,meden,1220,5
189位,,ウィザード,akimasaだよ。,1220,5
190位,,剣士,swordko,1220,5
191位,,霊術師,bakkyiii,1218,5
192位,,ウルフマン,忠義の狗爪ココ,1218,5
193位,,光奏師,四ツ矢丸,1217,5
194位,,霊術師,ナツメグ。,1216,5
195位,,リトルウィッチ,pomm,1216,5
196位,,アーチャー,ゆるふわ系,1216,5
197位,,シーフ,瞬影,1216,5
198位,,黒魔術師,日影アゲハ,1214,5
199位,,ウルフマン,フラウボー,1214,5
200位,,霊術師,ψ七ちψ,1213,5
201位,,ビーストテイマー,karu_g,1213,5
202位,,リトルウィッチ,Artesano,1212,5
203位,,戦士,アダマンティン,1212,5
204位,,ウルフマン,琥炭,1211,5
205位,,黒魔術師,ヴァシリッサ,1210,5
206位,,プリンセス,蛍猫姫♪,1210,5
207位,,ランサー,記録の地平線,1210,5
208位,,シーフ,旗振りたぬき,1210,5
209位,,戦士,ローザパークス,1210,5
210位,,霊術師,bycm,1209,5
211位,,獣人,べーやまぁ,1208,5
212位,,リトルウィッチ,狼妃,1208,5
213位,,ビーストテイマー,∬ルシフェリア∬,1208,5
214位,,アーチャー,Amstel,1208,5
215位,,ランサー,つば○,1208,5
216位,,霊術師,ﾈｸﾛ。,1207,5
217位,,リトルウィッチ,Liaison,1207,5
218位,,アーチャー,凛ver弓,1207,5
219位,,獣人,山佐の獣撃,1206,5
220位,,霊術師,Gazelle_yui,1205,5
221位,,ランサー,ちはるちゃんん,1205,5
222位,,武道家,隻眼盗賊,1205,5
223位,,光奏師,Nigelle,1203,5
224位,,ビショップ,神聖桜,1203,5
225位,,獣人,towaco．β,1202,5
226位,,サマナー,シルドレ,1202,5
227位,,武道家,モリタン♪,1202,5
228位,,武道家,比企谷はちまん,1202,5
229位,,ビショップ,ダーグル,1202,5
230位,,プリンセス,魔凜,1201,5
231位,,アーチャー,イリナ。,1201,5
232位,,ランサー,covid,1201,5
233位,,シーフ,Melttykiss☆,1201,5
234位,,武道家,ねこぱんつ,1201,3
235位,,黒魔術師,みるきちん,1200,5
236位,,アーチャー,魚有,1200,5
237位,,アーチャー,￡impulse￡,1200,5
238位,,シーフ,WELLBE,1200,5
239位,,ビショップ,って、おい！,1200,5
240位,,ビショップ,†御殴裏隙打郎†,1200,5
241位,,ランサー,眠神☆ヒュノプス,1199,5
242位,,ネクロマンサー,幻魔狼士,1197,5
243位,,サマナー,nerumo,1197,5
244位,,シーフ,めぎぃ,1197,5
245位,,マスケッティア,akubo,1196,5
246位,,リトルウィッチ,アクアマナ,1195,5
247位,,ランサー,あいこすまるち,1191,5
248位,,追放天使,☆志音☆,1191,5
249位,,霊術師,いんだら,1190,5
250位,,アーチャー,花鳥くん,1190,5
251位,,アーチャー,アバハラキ,1190,5
252位,,追放天使,じぇにどん,1190,5
253位,,プリンセス,ファーナ。,1189,5
254位,,シーフ,温泉ソムリエ,1189,5
255位,,武道家,ぺしゅん,1189,4
256位,,ランサー,Ａ・シャリアール,1188,5
257位,,シーフ,バイフリッツ,1188,5
258位,,獣人,ナオタ！！！！！,1187,5
259位,,ウィザード,Lenard,1187,5
260位,,戦士,捨ノ型・生生流転,1187,5
261位,,闘士,＊stitch＊,1186,5
262位,,ランサー,雷蓮,1185,5
263位,,獣人,∮シルク∮,1184,5
264位,,リトルウィッチ,上下左右回転使い,1183,5
265位,,ランサー,ko_san,1183,5
266位,,アーチャー,となてぃう,1182,5
267位,,武道家,backnumber大好き,1182,5
268位,,シーフ,nanakusa,1182,5
269位,,戦士,Destron,1182,5
270位,,ウルフマン,ふろーる犬,1181,5
271位,,戦士,５㍉,1181,5
272位,,黒魔術師,FrouFrou,1180,5
273位,,悪魔,か～ら,1180,5
274位,,リトルウィッチ,いろどりぴんく,1180,5
275位,,剣士,rotarisl,1180,5
276位,,獣人,役満チャンス,1179,5
277位,,アーチャー,シャイえんまねこ,1179,5
278位,,ランサー,とっぽぎの踊り子,1179,5
279位,,アーチャー,star＠弓,1178,5
280位,,ランサー,。ゆーにゃ。,1178,5
281位,,アーチャー,ranko_star,1177,5
282位,,戦士,はるたそ,1175,5
283位,,黒魔術師,アマランテ,1174,5
284位,,霊術師,キッコーマソ,1174,5
285位,,ウィザード,隻眼の魔術師,1174,5
286位,,剣士,風小僧,1174,5
287位,,獣人,卍gotcha卍,1173,5
288位,,シーフ,すた３,1173,5
289位,,追放天使,Cens,1173,5
290位,,戦士,ここぷ,1172,5
291位,,霊術師,まえがちゃん,1171,5
292位,,ウィザード,Bィザード,1170,5
293位,,アーチャー,nebosuke,1169,5
294位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1169,5
295位,,追放天使,グッロチ,1166,5
296位,,追放天使,イキり大学生,1166,5
297位,,黒魔術師,雪野凜檎,1165,5
298位,,ランサー,グレープジュース,1165,5
299位,,黒魔術師,exiatence4,1164,5
300位,,ランサー,nonameさん,1164,5
301位,,悪魔,魔法の壁,1163,5
302位,,アーチャー,§美影意志§,1163,5
303位,,光奏師,ひひまま,1162,5
304位,,武道家,kabeちゃん,1162,5
305位,,プリンセス,不安㍑,1161,5
306位,,黒魔術師,ψ芽亜ψ,1160,5
307位,,武道家,カエルくん。,1160,5
308位,,ランサー,Vendome,1159,5
309位,,シーフ,てけぞー,1159,5
310位,,悪魔,Almagest,1158,5
311位,,武道家,ホブス☆次男,1158,5
312位,,シーフ,鬼一家,1158,5
313位,,武道家,かみまみ,1156,5
314位,,追放天使,にゃんたきー,1156,5
315位,,霊術師,メラメライド,1155,5
316位,,プリンセス,伊吹姫奈,1155,5
317位,,リトルウィッチ,ぷりめろろ,1154,5
318位,,ウルフマン,tantan_39,1153,5
319位,,闘士,Ⅷ秋桜Ⅷ,1151,5
320位,,シーフ,漣鎖,1151,5
321位,,ウィザード,nayaata,1151,5
322位,,プリンセス,びびぷりん,1150,5
323位,,ランサー,あるもんて,1149,5
324位,,武道家,怪盗るぱんⅢ,1149,5
325位,,アーチャー,卵槍,1147,5
326位,,戦士,RED_ORCA,1147,5
327位,,霊術師,‐MIYU‐,1144,5
328位,,リトルウィッチ,らいみん,1142,5
329位,,サマナー,ちくわまる,1142,5
330位,,ランサー,青なな,1142,5
331位,,剣士,くろしば,1142,5
332位,,武道家,いもむし♪,1141,5
333位,,剣士,マイシャローナ,1140,5
334位,,黒魔術師,紫りのん,1138,5
335位,,獣人,JimmyHoffa,1137,5
336位,,戦士,WEDGWOOD,1137,5
337位,,獣人,uwiclo,1136,5
338位,,光奏師,monaちゃん,1134,5
339位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1134,5
340位,,ランサー,えいしぐ,1134,5
341位,,シーフ,じゅえちゃん,1134,5
342位,,黒魔術師,Lime。,1133,5
343位,,サマナー,帝愛会長,1133,5
344位,,光奏師,わべ助,1132,5
345位,,悪魔,よなくま,1132,5
346位,,ランサー,Tummy,1132,5
347位,,サマナー,ほっかほか,1131,5
348位,,アーチャー,A・シャリアール,1130,5
349位,,ランサー,パーニャ,1130,5
350位,,武道家,軍隊長,1130,5
351位,,ウィザード,hinaru,1129,5
352位,,サマナー,笛吹奏,1128,5
353位,,シーフ,シッフー,1128,5
354位,,ビショップ,アタックチャンス,1127,5
355位,,霊術師,吉田沙保里のASMR,1126,5
356位,,アーチャー,イリス・エリス,1126,5
357位,,ランサー,†微笑のテレサ†,1126,5
358位,,ランサー,カヤちゃん,1125,5
359位,,光奏師,My☆Dear,1124,5
360位,,獣人,Gazelle_tim,1123,5
361位,,追放天使,鬼一家の天使,1122,5
362位,,マスケッティア,ズックにロック,1121,5
363位,,黒魔術師,黒魔さん,1121,5
364位,,リトルウィッチ,プッチン・プリン,1121,5
365位,,ビショップ,Largus,1121,5
366位,,ランサー,ジンランサー,1120,5
367位,,獣人,Leffe,1118,5
368位,,武道家,BLAAKSHOUT,1116,5
369位,,黒魔術師,あざといたぬき,1115,5
370位,,プリンセス,早見,1114,5
371位,,ウィザード,t_e_i,1113,5
372位,,武道家,yamada3000,1112,5
373位,,剣士,covid4,1112,5
374位,,黒魔術師,黒蒼穹,1111,5
375位,,ランサー,ことちゃん,1111,5
376位,,武道家,あいこすぅ,1111,5
377位,,シーフ,shinki3,1110,5
378位,,サマナー,～可憐～,1108,5
379位,,戦士,オコノ,1108,5
380位,,光奏師,賀喜,1107,5
381位,,闘士,ぷちゅあ,1107,5
382位,,シーフ,ⅹ金龍ⅹ,1107,5
383位,,獣人,ブルーなしゅり,1106,5
384位,,ランサー,流星の猫,1105,5
385位,,ランサー,３１７７３,1104,5
386位,,サマナー,キャロりん,1102,5
387位,,獣人,DearMyWaker,1101,5
388位,,剣士,いぬかみぴぇん,1100,5
389位,,武道家,ice1,1099,5
390位,,ランサー,BLAKooL,1096,5
391位,,ウルフマン,ざぶとん☆,1096,5
392位,,ランサー,chanpe,1094,5
393位,,プリンセス,七槻四季,1093,3
394位,,ランサー,洋食焼き,1092,5
395位,,ランサー,ニャ－さん,1090,5
396位,,追放天使,無我夢中♪,1090,5
397位,,戦士,カミソン,1090,5
398位,,リトルウィッチ,ネオロック,1087,5
399位,,リトルウィッチ,ちゃぷりこん,1086,5
400位,,武道家,ふゆさんまん,1086,5
401位,,剣士,RORONOA＋ZORO,1086,5
,402位
武道家,ぢょんさん,1085,5
,403位
戦士,オソマ,1084,5
404位,,獣人,肋木,1083,5
405位,,霊術師,双七,1082,5
406位,,ランサー,とこよ,1082,5
407位,,シーフ,Pokerhero,1082,5
408位,,追放天使,ひまつぶC,1082,5
409位,,光奏師,新しい世界への扉,1081,5
410位,,霊術師,アミリア´,1080,5
411位,,ウィザード,ひろぽんwiz,1080,5
412位,,光奏師,小年,1077,5
413位,,霊術師,Leccee,1077,5
414位,,追放天使,茶蕎麦,1076,5
415位,,メイド,マッドストーム,1075,5
416位,,獣人,EinherjarAlbedo,1075,5
417位,,ランサー,タウリエル,1075,5
418位,,ランサー,††紫電一閃††,1074,5
419位,,リトルウィッチ,イチゴ大福姫,1072,5
420位,,剣士,ZODIAC6168,1072,5
421位,,ランサー,梅酒ソーダ,1071,5
422位,,ビショップ,chinki,1070,5
423位,,リトルウィッチ,変身ロボ,1069,5
424位,,獣人,間衣華,1069,3
425位,,光奏師,緑茶一筋,1068,5
426位,,霊術師,どうもありがとう,1068,5
427位,,アーチャー,アゼルマ,1068,5
428位,,ウルフマン,シャルダ,1068,5
429位,,リトルウィッチ,クロカ,1068,3
430位,,獣人,キリン丸,1065,5
431位,,サマナー,はなおとめ,1065,5
432位,,アーチャー,てんち♪,1064,5
433位,,ランサー,お、,1064,5
434位,,戦士,じょなす,1064,5
435位,,剣士,DSKO156,1064,5
436位,,ビショップ,ヘヴンリイージス,1063,5
437位,,ウィザード,のんた～ん,1063,5
438位,,悪魔,ﾋﾟｰｽ☆,1062,5
439位,,プリンセス,未來♪,1062,5
440位,,霊術師,ほむぅ,1061,5
441位,,獣人,岡_部_誠,1060,5
442位,,プリンセス,evian1_5,1060,5
443位,,獣人,白銀の威虎リオン,1059,5
444位,,ビショップ,殴って候,1059,5
445位,,ウィザード,ｖウィザード,1059,5
446位,,獣人,不良少年,1058,5
447位,,光奏師,xiviler,1058,5
448位,,ウィザード,Gazelle_sup,1057,5
449位,,剣士,戦士ちゃま,1057,5
450位,,ランサー,sherry,1055,5
451位,,武道家,地下室,1054,5
452位,,武道家,ろっきんぽ,1054,5
453位,,光奏師,へくまr,1053,5
454位,,リトルウィッチ,いなっぴー,1053,5
455位,,戦士,ｷｰｽ･ｶｲ,1053,5
456位,,獣人,けもぉ,1052,5
457位,,アーチャー,くろまS,1052,5
458位,,マスケッティア,のりてぃ,1051,5
459位,,ランサー,ψﾍﾞﾙﾆｶψ,1051,5
460位,,ウルフマン,毛玉ワンコ,1051,5
461位,,光奏師,anipo,1050,5
462位,,シーフ,飛ばねぇブタ,1049,5
463位,,ウルフマン,J･Lal,1049,5
464位,,ランサー,ARGO,1047,5
465位,,ランサー,BlueGecko,1046,5
466位,,ランサー,お～い恋茶,1046,5
467位,,シーフ,山佐花月,1046,5
468位,,シーフ,うりゅりん♂,1046,5
469位,,アーチャー,梨莉子,1045,5
470位,,ウィザード,伊勢守,1045,5
471位,,ウィザード,鼓月,1043,5
472位,,ランサー,ⅹシルヴィⅹ,1042,5
473位,,ウィザード,Ⅹ愛Ⅹ,1042,5
474位,,ウィザード,夏の残り火,1041,5
475位,,ランサー,ツドイ,1041,4
476位,,サマナー,納豆かけ御飯,1040,5
477位,,ランサー,ice3,1040,5
478位,,ランサー,こまめちゃん☆,1039,5
479位,,戦士,龍漸,1039,5
480位,,ネクロマンサー,BlackBoss,1038,5
481位,,剣士,ダテマキマン,1038,5
482位,,霊術師,ポリアフ,1037,5
483位,,アーチャー,ジニー。ナイツ,1037,5
484位,,ウィザード,Shifuku,1037,5
485位,,ウィザード,きめれんとん,1037,5
486位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
487位,,リトルウィッチ,Lacris,1036,5
488位,,霊術師,●●●●●●,1035,5
489位,,ランサー,サライ´,1035,5
490位,,ランサー,Hearts・Cry,1035,5
491位,,アルケミスト,君のﾊｰﾄにｽﾞｷｭﾝ,1034,5
492位,,光奏師,HotLip,1034,5
493位,,リトルウィッチ,追跡なう,1034,5
494位,,リトルウィッチ,ビッグ・マム,1034,5
495位,,ウィザード,氷紳士,1034,5
496位,,剣士,Kabunushiⅲ,1034,5
497位,,リトルウィッチ,ももか姫,1033,5
498位,,アーチャー,ピィーポ,1033,5
499位,,アーチャー,砕龍´,1033,5
500位,,プリンセス,ともぴ～☆☆,1032,5
501位,,追放天使,正面衝突,1032,5
502位,,ウィザード,近ちゃん,1032,5
503位,,アルケミスト,月城よた,1031,5
504位,,霊術師,レアミート,1031,5
505位,,ランサー,ダンス山本,1031,5
506位,,追放天使,фButterーFlyф,1031,5
507位,,リトルウィッチ,アプリコッテ,1030,5
508位,,武道家,dorororo,1030,5
509位,,追放天使,圭一さん,1030,5
510位,,ウィザード,水縹,1030,5
511位,,獣人,化獣語,1029,5
512位,,ランサー,さなっしーJr,1029,5
513位,,武道家,Ⅹアイルトンセナ,1029,5
514位,,霊術師,すとれるか,1028,5
515位,,ランサー,日焼け止め,1028,5
516位,,武道家,ﾌﾗﾝｼｳﾑ,1028,5
517位,,黒魔術師,そっきん,1027,5
518位,,闘士,鶯桜國愛,1027,5
519位,,ランサー,リアリスフレーゼ,1027,5
520位,,武道家,Sinfulove,1027,5
521位,,追放天使,oTAMAKIo,1027,5
522位,,剣士,のぶ汁,1027,5
523位,,黒魔術師,asnon,1026,5
524位,,ランサー,ﾆｬｧﾆｬ,1026,5
525位,,武道家,霧亥－,1026,5
526位,,武道家,影偲,1026,5
527位,,ランサー,黄昏ｒｓ,1025,5
528位,,シーフ,スケベん,1025,5
529位,,戦士,Ghix,1025,5
530位,,剣士,§棗,1025,5
531位,,霊術師,ブラック・モア,1024,5
532位,,黒魔術師,♪BEVEL♪,1023,5
533位,,黒魔術師,トケンカ_柘榴,1023,5
534位,,ランサー,セレスティーナ,1023,5
535位,,ウィザード,えぼせぶん,1023,5
536位,,ウィザード,ちゃこたりあん,1023,5
537位,,アルケミスト,dellapeste,1022,5
538位,,霊術師,さくらよう,1022,5
539位,,サマナー,☆マルアカ☆,1022,5
540位,,武道家,黒ﾚﾝ,1022,5
541位,,戦士,赤むつ,1022,5
542位,,剣士,アイラル,1022,5
543位,,剣士,コッコロたん,1022,5
544位,,メイド,麻李亜,1021,5
545位,,獣人,Menstyle,1021,5
546位,,光奏師,とんぼ。,1021,5
547位,,リトルウィッチ,はなみよう,1021,5
548位,,ランサー,Latuni,1021,5
549位,,シーフ,ｺﾊﾞｹｿ,1021,5
550位,,ビショップ,クルｰクルｰ,1021,5
551位,,戦士,ヘビー,1021,5
552位,,マスケッティア,右手には約束を。,1020,5
553位,,ランサー,杏猫♪,1020,5
554位,,武道家,わべ丸,1020,5
555位,,武道家,ふろーる,1020,5
556位,,ウィザード,Lepperhoff,1020,5
557位,,ビーストテイマー,LaLaLaLALALA,1019,5
558位,,追放天使,gerber,1019,5
559位,,ビショップ,ぐおんさん,1019,5
560位,,ウィザード,さーやん♪,1019,5
561位,,戦士,Kireek12,1019,5
562位,,獣人,りなっくま,1018,5
563位,,ランサー,モツ影,1018,5
564位,,ウィザード,靈猫,1018,5
565位,,ウィザード,かなWIZ,1018,5
566位,,剣士,いとーる,1018,5
567位,,獣人,ちきんかれー,1017,5
568位,,プリンセス,九条院伊織,1017,5
569位,,アーチャー,ぼのの,1017,5
570位,,ウルフマン,ふぃるもあ,1017,5
571位,,光奏師,発達した筋肉,1017,4
572位,,光奏師,れありー,1016,5
573位,,霊術師,☆December☆,1016,5
574位,,ランサー,ななえる,1016,5
575位,,武道家,ハープくん,1016,5
576位,,黒魔術師,準備運動で骨折,1015,5
577位,,ランサー,EG０IST,1015,5
578位,,霊術師,ｷﾞｬｰしたい人,1014,5
579位,,霊術師,ばるるん,1014,5
580位,,ランサー,知識にしたい,1014,5
581位,,武道家,だるまさん,1014,5
582位,,武道家,武田徹夜,1014,5
583位,,ビショップ,冥王☆ハ－デス,1014,5
584位,,ウルフマン,Crewds,1014,5
585位,,ウィザード,LAKERS,1014,5
586位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,1014,5
587位,,霊術師,FineWeather,1013,5
588位,,リトルウィッチ,VortexRing,1013,5
589位,,アーチャー,Manaco,1013,5
590位,,武道家,Bーふ,1013,5
591位,,武道家,シンメ,1013,5
592位,,シーフ,きしえる,1013,5
593位,,霊術師,水禺刀,1012,5
594位,,アーチャー,※Ading※,1012,5
595位,,アーチャー,黒梅酒,1012,5
596位,,ランサー,☆渡月橋☆,1012,5
597位,,追放天使,Rasputin,1012,5
598位,,ビショップ,天の使者,1012,5
599位,,剣士,kekeⅱ,1012,5
600位,,光奏師,RosaiDorfman,1010,5
601位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1010,5
602位,,武道家,ねこくろ,1010,5
603位,,ビショップ,DEEP☆BLUE_粋,1010,5
604位,,リトルウィッチ,京子たん,1009,5
605位,,ランサー,0nak4Su1ta,1009,5
606位,,アルケミスト,じーす,1008,5
607位,,アルケミスト,Vitamin3000,1008,5
608位,,黒魔術師,ねこじゅつし,1008,5
609位,,闘士,れじぇっちょ,1008,5
610位,,霊術師,雪奈。,1008,5
611位,,霊術師,○カマです。。,1008,5
612位,,ランサー,watta_alt,1008,5
613位,,シーフ,tantan_07,1008,5
614位,,シーフ,ガンバードⅡ,1008,5
615位,,戦士,☆桜咲♪♪,1008,5
616位,,武道家,1901,1007,5
617位,,戦士,GrantKeeneth,1007,5
618位,,獣人,化石の記憶,1006,5
619位,,プリンセス,よもぎ姫,1006,5
620位,,アーチャー,みころっく,1006,5
621位,,ウィザード,Матрёшка,1006,5
622位,,ウィザード,け～む,1006,5
623位,,光奏師,つばまる。,1005,5
624位,,ランサー,凛さん,1005,5
625位,,武道家,FASIAL,1005,5
626位,,シーフ,∮したっぱ∮,1005,5
627位,,ウィザード,ルースター,1005,5
628位,,ウィザード,トリプルぷるぷる,1005,5
629位,,ウィザード,yuzkiha,1005,5
630位,,ウィザード,呉竹鞘御杖刀,1005,5
631位,,光奏師,ささくれ痛い乃介,1005,3
632位,,光奏師,DTじゅーじん,1004,5
633位,,ランサー,レネシス,1004,5
