,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1844,
2,-,,ﾏｰｺﾞｯﾄ,1836,
3,-,,八番手,1835,
4,-,,五十嵐由貴,1834,
5,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1833,
6,-,,つよみん,1828,
7,-,,∬purposefire∬,1826,
8,-,,武神゜,1826,
9,-,,neon43,1826,
10,-,,だるま親方♪,1825,
11,-,,らぶのーと♪,1824,
12,-,,amagon,1817,
13,-,,高天原ゆとり,1815,
14,-,,きゃぴ☆,1811,
15,-,,pikashu,1810,
16,-,,δsnowδ,1809,
17,-,,syouitirou,1808,
18,-,,腰痛の爺,1808,
19,-,,クレモル,1808,
20,-,,岡島タエ子,1806,
21,-,,Lionel・MessiⅡ,1804,
22,-,,Mｉnelva,1803,
23,-,,ブレイブスカイ,1802,
24,-,,砂の果実,1802,
25,-,,ゆめごん,1802,
26,-,,Mysh,1802,
27,-,,AllRangeClear☆,1801,
28,-,,bsk団,1801,
29,-,,Woｌｌim,1801,
30,-,,♪レナ♪,1800,
31,-,,∬vergeofdeath∬,1800,
32,-,,平岡智世,1800,
33,-,,WildCandy♪,1800,
34,-,,∬Veloce∬,1800,
35,-,,トリクシー,1800,
36,-,,おばさんULT,1796,
37,-,,HIMAMA,1794,
38,-,,星にねがいを,1792,
39,-,,millay,1791,
40,-,,ビッグマシーン,1786,
41,-,,れっどしーふ,1786,
42,-,,戦慄のおっさん,1786,
43,-,,bitaminn,1780,
44,-,,dokuringo,1780,
45,-,,コールドプレイ,1779,
46,-,,醤油取って,1778,
47,-,,魔女の使いジジ,1776,
48,-,,gingingin,1770,
49,-,,ｿﾙ・ｽﾄﾗｲﾀﾞｰ,1769,
50,-,,筋肉もり男,1768,
