,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2028,5
2,-,,つよみん,2026,5
3,-,,ﾏｰｺﾞｯﾄ,2024,5
4,-,,武神゜,2013,5
5,-,,ブレイブスカイ,2010,5
6,-,,amagon,2010,5
7,-,,neon43,2010,5
8,-,,お試しください♪,2007,5
9,-,,れっどしーふ,2004,5
10,-,,魔女の使いジジ,2002,5
11,-,,平岡智世,2001,5
12,-,,きゃぴ☆,2001,5
13,-,,嶋野の狂犬,2001,5
14,-,,pikashu,2001,5
15,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,5
16,-,,syouitirou,2000,5
17,-,,コールドプレイ,2000,5
18,-,,∬purposefire∬,2000,5
19,-,,ビッグマ万太郎,2000,5
20,-,,AllRangeClear☆,2000,5
21,-,,dokuringo,2000,5
22,-,,WildCandy♪,2000,5
23,-,,Mｙｓｔic,2000,5
24,-,,Mｉnelva,2000,5
25,-,,☆セントレア☆,2000,5
26,-,,五十嵐由貴,2000,5
27,-,,ぽこっさん,2000,5
28,-,,ゆめごん,2000,5
29,-,,ShineLight,2000,5
30,-,,らぶのーと♪,2000,5
31,-,,醤油取って,2000,5
32,-,,レミニセンス,2000,5
33,-,,ゆきゅ,2000,5
34,-,,らんさー・ｗ・,2000,5
35,-,,どんの助,2000,5
36,-,,八番手,2000,5
37,-,,だるま親方♪,2000,5
38,-,,高天原ゆとり,2000,5
39,-,,δsnowδ,2000,5
40,-,,リンチェンコ,2000,5
41,-,,グランエース,2000,5
42,-,,AiryKuroe,2000,5
43,-,,おもぐり,2000,5
44,-,,啓士郎,1998,5
45,-,,のえるたいむず,1994,5
46,-,,ティダ射手,1992,5
47,-,,戦慄のおっさん,1988,5
48,-,,ちむどんどん助,1986,5
49,-,,gingingin,1985,5
50,-,,お前もう船降りろ,1985,5
