,-,職業,キャラクター,レベル,転生回数
1,-,,syouitirou,2000,5
2,-,,∬purposefire∬,2000,5
3,-,,嶋野の狂犬,2000,5
4,-,,武神゜,2000,5
5,-,,ミルリ,2000,5
6,-,,五十嵐由貴,2000,5
7,-,,らぶのーと♪,2000,5
8,-,,らんさー・ｗ・,2000,5
9,-,,八番手,2000,5
10,-,,だるま親方♪,2000,5
11,-,,pikashu,2000,5
12,-,,ﾏｰｺﾞｯﾄ,2000,5
13,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,5
14,-,,つよみん,1990,5
15,-,,WildCandy♪,1971,5
16,-,,amagon,1948,5
17,-,,AllRangeClear☆,1936,5
18,-,,ShineLight,1934,5
19,-,,ゆめごん,1933,5
20,-,,平岡智世,1932,5
21,-,,ににお,1925,5
22,-,,∬Veloce∬,1923,5
23,-,,Mｉnelva,1917,5
24,-,,millay,1913,5
25,-,,高天原ゆとり,1912,5
26,-,,neon43,1911,5
27,-,,きゃぴ☆,1907,5
28,-,,ぽこっさん,1903,5
29,-,,gingingin,1900,5
30,-,,ビッグマ万太郎,1899,5
31,-,,☆セントレア☆,1899,5
32,-,,れっどしーふ,1889,5
33,-,,醤油取って,1887,5
34,-,,クレモル,1881,5
35,-,,AiryKuroe,1881,5
36,-,,bitaminn,1874,5
37,-,,ティダ射手,1873,5
38,-,,魔女の使いジジ,1871,5
39,-,,Daifuku,1866,5
40,-,,真衣ちゃん,1863,5
41,-,,bsk団,1861,5
42,-,,啓士郎,1857,5
43,-,,２２３２,1856,5
44,-,,Faluna,1850,5
45,-,,運命を呪う死神,1848,5
46,-,,点灯,1846,5
47,-,,ダーシュ！,1842,5
48,-,,＄デビル＄,1841,5
49,-,,赤エンピツ,1839,5
50,-,,HIMAMA,1839,5
