,-,職業,キャラクター,レベル,転生回数
1,-,,syouitirou,2000,5
2,-,,∬purposefire∬,2000,5
3,-,,ミルリ,2000,5
4,-,,嶋野の狂犬,2000,5
5,-,,武神゜,2000,5
6,-,,五十嵐由貴,2000,5
7,-,,らぶのーと♪,2000,5
8,-,,らんさー・ｗ・,2000,5
9,-,,八番手,2000,5
10,-,,pikashu,2000,5
11,-,,だるま親方♪,2000,5
12,-,,ﾏｰｺﾞｯﾄ,2000,5
13,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,5
14,-,,つよみん,1992,5
15,-,,WildCandy♪,1971,5
16,-,,amagon,1951,5
17,-,,ゆめごん,1938,5
18,-,,AllRangeClear☆,1937,5
19,-,,ShineLight,1936,5
20,-,,平岡智世,1932,5
21,-,,ににお,1928,5
22,-,,∬Veloce∬,1923,5
23,-,,Mｉnelva,1918,5
24,-,,高天原ゆとり,1916,5
25,-,,neon43,1913,5
26,-,,きゃぴ☆,1911,5
27,-,,ぽこっさん,1904,5
28,-,,ビッグマ万太郎,1902,5
29,-,,gingingin,1902,5
30,-,,☆セントレア☆,1901,5
31,-,,れっどしーふ,1895,5
32,-,,醤油取って,1893,5
33,-,,クレモル,1886,5
34,-,,AiryKuroe,1886,5
35,-,,ティダ射手,1877,5
36,-,,魔女の使いジジ,1875,5
37,-,,bitaminn,1874,5
38,-,,Daifuku,1871,5
39,-,,真衣ちゃん,1869,5
40,-,,bsk団,1862,5
41,-,,啓士郎,1861,5
42,-,,２２３２,1860,5
43,-,,Faluna,1852,5
44,-,,運命を呪う死神,1851,5
45,-,,点灯,1846,5
46,-,,赤エンピツ,1845,5
47,-,,ブレイブスカイ,1844,5
48,-,,＄デビル＄,1844,5
49,-,,ダーシュ！,1842,5
50,-,,HIMAMA,1839,5
