,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2000,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1988,5
3,-,,八番手,1979,5
4,-,,∬purposefire∬,1975,5
5,-,,syouitirou,1968,5
6,-,,武神゜,1967,5
7,-,,らぶのーと♪,1958,5
8,-,,五十嵐由貴,1949,5
9,-,,らんさー・ｗ・,1946,5
10,-,,ﾏｰｺﾞｯﾄ,1943,5
11,-,,つよみん,1940,5
12,-,,嶋野の狂犬,1935,5
13,-,,だるま親方♪,1928,5
14,-,,WildCandy♪,1912,5
15,-,,ゆめごん,1911,5
16,-,,pikashu,1908,5
17,-,,AllRangeClear☆,1905,5
18,-,,amagon,1904,5
19,-,,平岡智世,1900,5
20,-,,∬Veloce∬,1894,5
21,-,,きゃぴ☆,1888,5
22,-,,ににお,1887,5
23,-,,Mｉnelva,1880,5
24,-,,millay,1872,5
25,-,,ShineLight,1870,5
26,-,,bitaminn,1865,5
27,-,,gingingin,1860,5
28,-,,れっどしーふ,1854,5
29,-,,ぽこっさん,1850,5
30,-,,AiryKuroe,1847,5
31,-,,Daifuku,1842,5
32,-,,魔女の使いジジ,1842,5
33,-,,Lionel・MessiⅡ,1838,5
34,-,,クレモル,1837,5
35,-,,HIMAMA,1834,5
36,-,,neon43,1833,5
37,-,,☆セントレア☆,1831,5
38,-,,ビッグマ万太郎,1830,5
39,-,,星にねがいを,1830,5
40,-,,レミニセンス,1830,5
41,-,,岡島タエ子,1828,5
42,-,,bsk団,1828,5
43,-,,高天原ゆとり,1826,5
44,-,,啓士郎,1825,5
45,-,,Faluna,1825,5
46,-,,赤エンピツ,1820,5
47,-,,δsnowδ,1820,5
48,-,,醤油取って,1818,5
49,-,,２２３２,1817,5
50,-,,†金獅子姫†,1814,5
