,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2053,5
2,-,,ﾏｰｺﾞｯﾄ,2051,5
3,-,,つよみん,2038,5
4,-,,ブレイブスカイ,2035,5
5,-,,お試しください♪,2033,5
6,-,,じゃむおじき,2032,5
7,-,,武神゜,2031,5
8,-,,れっどしーふ,2031,5
9,-,,魔女の使いジジ,2031,5
10,-,,戦慄のおっさん,2030,5
11,-,,ひろ１００１,2021,5
12,-,,２２３２,2018,5
13,-,,アリアリＱ,2013,5
14,-,,AiryKuroe,2011,5
15,-,,おもぐり,2011,5
16,-,,amagon,2010,5
17,-,,neon43,2010,5
18,-,,啓士郎,2008,5
19,-,,gingingin,2008,5
20,-,,どんの助,2008,5
21,-,,浅研,2007,5
22,-,,お嫁においでよ〆,2006,5
23,-,,まーち。,2004,5
24,-,,∬保湿ペーパー∬,2004,5
25,-,,dokuringo,2004,5
26,-,,コールドプレイ,2003,5
27,-,,syouitirou,2002,5
28,-,,ミトゥナ,2002,5
29,-,,◇妖精◇,2002,5
30,-,,ちむどんどん助,2002,5
31,-,,マニカ６センス,2002,5
32,-,,平岡智世,2001,5
33,-,,きゃぴ☆,2001,5
34,-,,みぅ＊,2001,5
35,-,,嶋野の狂犬,2001,5
36,-,,†金獅子姫†,2001,5
37,-,,T’ORIS,2001,5
38,-,,pikashu,2001,5
39,-,,星のつよみん,2001,5
40,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,5
41,-,,空と君との間に,2001,5
42,-,,迷える妖精,2001,5
43,-,,みがわり移動砲台,2001,5
44,-,,LOVEマシーン♪,2000,5
45,-,,ハスラー３,2000,5
46,-,,∬purposefire∬,2000,5
47,-,,Norleras,2000,5
48,-,,おかまこ,2000,5
49,-,,毒おじや,2000,5
50,-,,ｼﾞｬｽﾊﾟｰ,2000,5
