,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2060,5
2,-,,ﾏｰｺﾞｯﾄ,2053,5
3,-,,つよみん,2047,5
4,-,,ブレイブスカイ,2046,5
5,-,,ひろ１００１,2044,5
6,-,,魔女の使いジジ,2036,5
7,-,,２２３２,2035,5
8,-,,れっどしーふ,2034,5
9,-,,お試しください♪,2033,5
10,-,,じゃむおじき,2032,5
11,-,,武神゜,2031,5
12,-,,戦慄のおっさん,2030,5
13,-,,どんの助,2026,5
14,-,,啓士郎,2022,5
15,-,,遊眞,2019,5
16,-,,浅研,2018,5
17,-,,AiryKuroe,2015,5
18,-,,アリアリＱ,2014,5
19,-,,みがわりCT砲台,2013,5
20,-,,おもぐり,2011,5
21,-,,お嫁においでよ〆,2010,5
22,-,,amagon,2010,5
23,-,,neon43,2010,5
24,-,,毒おじや,2008,5
25,-,,gingingin,2008,5
26,-,,◇妖精◇,2008,5
27,-,,まーち。,2005,5
28,-,,∬保湿ペーパー∬,2005,5
29,-,,ちかのこのこのこ,2005,5
30,-,,コールドプレイ,2004,5
31,-,,dokuringo,2004,5
32,-,,ミトゥナ,2004,5
33,-,,Goldilocks,2003,5
34,-,,空と君との間に,2003,5
35,-,,BreveSlash,2003,5
36,-,,冷凍ブルーベリー,2003,5
37,-,,syouitirou,2002,5
38,-,,MirrorCubeSquare,2002,5
39,-,,ｸﾛﾉｽﾀｼｽ,2002,5
40,-,,ですてふぁｎ,2002,5
41,-,,ちむどんどん助,2002,5
42,-,,マニカ６センス,2002,5
43,-,,攻城専用獣人,2002,5
44,-,,零砲,2002,5
45,-,,Etheldreda,2001,5
46,-,,平岡智世,2001,5
47,-,,きゃぴ☆,2001,5
48,-,,背中の壺【0】,2001,5
49,-,,みぅ＊,2001,5
50,-,,嶋野の狂犬,2001,5
