,-,職業,キャラクター,レベル,転生回数
1,-,,syouitirou,2000,5
2,-,,∬purposefire∬,2000,5
3,-,,ミルリ,2000,5
4,-,,嶋野の狂犬,2000,5
5,-,,武神゜,2000,5
6,-,,五十嵐由貴,2000,5
7,-,,らぶのーと♪,2000,5
8,-,,らんさー・ｗ・,2000,5
9,-,,八番手,2000,5
10,-,,pikashu,2000,5
11,-,,だるま親方♪,2000,5
12,-,,ﾏｰｺﾞｯﾄ,2000,5
13,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,5
14,-,,つよみん,1994,5
15,-,,WildCandy♪,1985,5
16,-,,amagon,1976,5
17,-,,ShineLight,1969,5
18,-,,ゆめごん,1951,5
19,-,,neon43,1950,5
20,-,,平岡智世,1947,5
21,-,,AllRangeClear☆,1947,5
22,-,,高天原ゆとり,1947,5
23,-,,ににお,1943,5
24,-,,☆セントレア☆,1934,5
25,-,,ビッグマ万太郎,1929,5
26,-,,ぽこっさん,1929,5
27,-,,Mｉnelva,1924,5
28,-,,きゃぴ☆,1923,5
29,-,,∬Veloce∬,1923,5
30,-,,gingingin,1917,5
31,-,,醤油取って,1917,5
32,-,,れっどしーふ,1907,5
33,-,,AiryKuroe,1906,5
34,-,,クレモル,1901,5
35,-,,ティダ射手,1893,5
36,-,,真衣ちゃん,1891,5
37,-,,啓士郎,1887,5
38,-,,ブレイブスカイ,1884,5
39,-,,魔女の使いジジ,1880,5
40,-,,Daifuku,1877,5
41,-,,２２３２,1876,5
42,-,,bitaminn,1874,5
43,-,,どんの助,1873,5
44,-,,bsk団,1872,5
45,-,,Faluna,1863,5
46,-,,コールドプレイ,1859,5
47,-,,＄デビル＄,1859,5
48,-,,ゆきゅ,1857,5
49,-,,運命を呪う死神,1852,5
50,-,,δsnowδ,1852,5
