,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2046,5
2,-,,ﾏｰｺﾞｯﾄ,2046,5
3,-,,お試しください♪,2033,5
4,-,,ブレイブスカイ,2032,5
5,-,,つよみん,2032,5
6,-,,じゃむおじき,2032,5
7,-,,れっどしーふ,2031,5
8,-,,武神゜,2031,5
9,-,,魔女の使いジジ,2030,5
10,-,,戦慄のおっさん,2029,5
11,-,,２２３２,2012,5
12,-,,ひろ１００１,2012,5
13,-,,アリアリＱ,2011,5
14,-,,amagon,2010,5
15,-,,neon43,2010,5
16,-,,AiryKuroe,2009,5
17,-,,gingingin,2007,5
18,-,,啓士郎,2006,5
19,-,,おもぐり,2006,5
20,-,,お嫁においでよ〆,2005,5
21,-,,dokuringo,2004,5
22,-,,コールドプレイ,2003,5
23,-,,∬保湿ペーパー∬,2003,5
24,-,,どんの助,2002,5
25,-,,ちむどんどん助,2002,5
26,-,,syouitirou,2001,5
27,-,,浅研,2001,5
28,-,,平岡智世,2001,5
29,-,,きゃぴ☆,2001,5
30,-,,嶋野の狂犬,2001,5
31,-,,みぅ＊,2001,5
32,-,,pikashu,2001,5
33,-,,星のつよみん,2001,5
34,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,5
35,-,,迷える妖精,2001,5
36,-,,みがわり移動砲台,2001,5
37,-,,∬purposefire∬,2000,5
38,-,,おかまこ,2000,5
39,-,,ｼﾞｬｽﾊﾟｰ,2000,5
40,-,,ビッグマ万太郎,2000,5
41,-,,AllRangeClear☆,2000,5
42,-,,Stardust_reverie,2000,5
43,-,,＄デビル＄,2000,5
44,-,,北国ウルフ,2000,5
45,-,,Ｍａid,2000,5
46,-,,ぽこっさん,2000,5
47,-,,Lionel・MessiⅡ,2000,5
48,-,,プラチナデータ,2000,5
49,-,,＄reef＄,2000,5
50,-,,Mｙｓｔic,2000,5
