,サマナー,ぷーちゃん♪,1452,5
59位,,剣士,ﾄﾞﾔ顔の達人。,1293,5
60位,,武道家,legel,1291,5
61位,,ウィザード,MBMM１２,1291,5
62位,,剣士,わんくろ,1291,5
63位,,ランサー,くりゅ,1290,5
64位,,悪魔,濁湯馬鈴薯,1288,5
65位,,アーチャー,gurai,1283,5
66位,,シーフ,ぷいきゅあ～,1283,5
67位,,黒魔術師,鬼一家の黒魔,1281,5
68位,,ウィザード,star＠wiz,1281,5
69位,,武道家,ラカリフサの村長,1280,5
70位,,リトルウィッチ,Harmonie,1279,5
71位,,黒魔術師,いぼのじろう,1278,5
72位,,武道家,瓏蓮,1278,5
73位,,霊術師,ハープちゃん,1275,5
74位,,追放天使,真ﾉ天使（ｵﾄｺ）,1275,5
75位,,黒魔術師,狼妖,1274,5
76位,,武道家,sunafu,1270,5
77位,,アーチャー,システィール,1267,5
78位,,霊術師,ぶろんずごりら,1266,5
79位,,霊術師,芋がいい,1266,5
80位,,ランサー,chachami,1265,5
81位,,ランサー,ネオン♪゛,1263,5
82位,,アーチャー,Lanval,1260,5
83位,,ウィザード,創造神皇ダニエル,1260,5
84位,,シーフ,攻めがわ,1259,5
85位,,霊術師,狼闘,1257,5
86位,,戦士,§Alexandrite§,1257,5
87位,,光奏師,ゆゆちゃ,1256,5
88位,,獣人,PiPiPuRi,1255,5
89位,,アーチャー,微笑のテレサ,1255,5
90位,,追放天使,ServerDown,1255,5
91位,,リトルウィッチ,StoPBlTch,1254,5
92位,,シーフ,towaco．,1254,5
93位,,ランサー,ｱｼﾝﾒﾄﾘｰ,1253,5
94位,,リトルウィッチ,鬼一家の姫,1252,5
95位,,ビーストテイマー,waspinator,1252,5
96位,,ウィザード,しゃいん･れい,1252,5
97位,,戦士,こるじょん,1252,5
98位,,リトルウィッチ,みけぼん,1251,5
99位,,武道家,あとぅむ,1251,5
100位,,ランサー,ムロモン,1250,5
101位,,獣人,UltimateRAD,1247,5
102位,,光奏師,kicky,1247,5
103位,,シーフ,ジェシ‐おいたん,1244,5
104位,,剣士,☆シグマワイ,1244,5
105位,,剣士,隴燐,1244,5
106位,,黒魔術師,ふに゜,1243,5
107位,,ランサー,peace。,1243,5
108位,,武道家,うりゅうううう,1240,5
109位,,シーフ,＋カイト＋,1240,5
110位,,ランサー,藤井聡太,1239,5
111位,,アーチャー,ちょめ助,1238,5
112位,,武道家,神風の隼,1238,5
113位,,リトルウィッチ,お寿司4,1235,5
114位,,ランサー,愛犬サクラ,1235,5
115位,,ランサー,ねこみみ弐号,1234,5
116位,,光奏師,一色菫,1233,5
117位,,剣士,Asley_Cade,1228,5
118位,,武道家,まるゴキ,1226,5
119位,,ウィザード,イフリィート,1225,5
120位,,ウィザード,大動脈瘤,1219,5
121位,,霊術師,bakkyiii,1218,5
122位,,霊術師,ちんき２,1216,5
123位,,アーチャー,〝AIO〟,1216,5
124位,,ランサー,ﾛﾐｵ＆ｼﾞｭﾘｴｯﾄ,1216,5
125位,,シーフ,瞬影,1216,5
126位,,戦士,じみ～,1216,5
127位,,黒魔術師,日影アゲハ,1214,5
128位,,ランサー,～破幻～,1214,5
129位,,ウィザード,Manstyle,1213,5
130位,,霊術師,ψ七ちψ,1212,5
131位,,武道家,カピカピのおもち,1212,5
132位,,獣人,四ツ矢丸,1211,5
133位,,黒魔術師,ヴァシリッサ,1210,5
134位,,ランサー,記録の地平線,1210,5
135位,,獣人,狼煌,1209,5
136位,,獣人,べーやまぁ,1208,5
137位,,ビーストテイマー,ういオレンジ,1207,5
138位,,ランサー,弓兵頭,1207,5
139位,,獣人,山佐の獣撃,1205,5
140位,,プリンセス,蛍猫姫♪,1205,5
141位,,ランサー,ちはるちゃんん,1205,5
142位,,武道家,隻眼盗賊,1205,5
143位,,黒魔術師,meden,1203,5
144位,,ランサー,ふぁみりった,1203,5
145位,,ビショップ,神聖桜,1203,5
146位,,霊術師,Gazelle_yui,1202,5
147位,,アーチャー,シルスフィ,1202,5
148位,,ランサー,ｼﾞｪﾌﾃｨ,1201,5
149位,,武道家,Melttykiss☆,1201,5
150位,,戦士,くびら,1201,5
151位,,剣士,DTゆうや,1201,5
152位,,武道家,ねこぱんつ,1201,3
153位,,アーチャー,￡impulse￡,1200,5
154位,,シーフ,WELLBE,1200,5
155位,,追放天使,ダーグル,1200,5
156位,,ビショップ,†御殴裏隙打郎†,1200,5
157位,,闘士,☆よなぐに☆,1199,5
158位,,ビーストテイマー,karu_g,1199,5
159位,,霊術師,ふーにゃ,1196,5
160位,,サマナー,∬ルシフェリア∬,1196,5
161位,,戦士,カトリ。,1196,5
162位,,剣士,Graaazie,1193,5
163位,,ランサー,ちゃわ～ん＾＾,1192,5
164位,,プリンセス,狼妃,1190,5
165位,,シーフ,温泉ソムリエ,1189,5
166位,,ウィザード,Lenard,1187,5
167位,,霊術師,watta_gra,1186,5
168位,,シーフ,バイフリッツ,1186,5
169位,,ランサー,つば○,1185,5
170位,,リトルウィッチ,～ジェス～,1184,5
171位,,アーチャー,魚有,1184,5
172位,,光奏師,Nigelle,1183,5
173位,,ランサー,Ａ・シャリアール,1183,5
174位,,ランサー,ko_san,1183,5
175位,,シーフ,nanakusa,1182,5
176位,,シーフ,backnumber大好き,1180,5
177位,,ランサー,望みし永遠の混沌,1179,5
178位,,ランサー,covid,1178,5
179位,,ウルフマン,忠義の狗爪ココ,1177,5
180位,,ウィザード,残兵首領,1175,5
181位,,戦士,ポロさん,1175,5
182位,,黒魔術師,ひらぺん,1173,5
183位,,追放天使,Cens,1173,5
184位,,黒魔術師,FrouFrou,1171,5
185位,,霊術師,まえがちゃん,1171,5
186位,,霊術師,キッコーマソ,1170,5
187位,,ランサー,20％Over,1170,5
188位,,ウィザード,akimasaだよ。,1170,5
189位,,霊術師,bycm,1169,5
190位,,ランサー,小豆桔梗,1169,5
191位,,ウィザード,TAKUGON,1168,5
192位,,武道家,比企谷はちまん,1165,5
193位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1165,5
194位,,悪魔,魔法の壁,1163,5
195位,,武道家,瑞雲改二,1162,5
196位,,獣人,ひひまま,1160,5
197位,,戦士,カナト,1159,5
198位,,リトルウィッチ,Artesano,1158,5
199位,,武道家,鬼一家,1158,5
200位,,武道家,かみまみ,1156,5
201位,,戦士,Destron,1154,5
202位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1152,5
203位,,シーフ,漣鎖,1151,5
204位,,ウィザード,nayaata,1151,5
205位,,獣人,おーいえ,1146,5
206位,,ランサー,とっぽぎの踊り子,1143,5
207位,,剣士,くろしば,1142,5
208位,,黒魔術師,みるきちん,1141,5
209位,,リトルウィッチ,RelMayer,1139,5
210位,,黒魔術師,紫りのん,1138,5
211位,,アルケミスト,Crewd,1137,5
212位,,リトルウィッチ,花咲乙女達の影に,1136,5
213位,,武道家,宅見,1136,5
214位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1134,5
215位,,シーフ,じゅえちゃん,1134,5
216位,,黒魔術師,Lime。,1133,5
217位,,サマナー,帝愛会長,1133,5
218位,,武道家,いもむし♪,1133,5
219位,,獣人,わべ助,1132,5
220位,,ランサー,Tummy,1132,5
221位,,武道家,マンナンライフ３,1130,5
222位,,ウィザード,hinaru,1129,5
223位,,シーフ,シッフー,1128,5
224位,,闘士,アンヘル＿,1127,5
225位,,剣士,MurderMan,1127,5
226位,,霊術師,吉田沙保里のASMR,1126,5
227位,,リトルウィッチ,魔凜,1126,5
228位,,アーチャー,イリス・エリス,1126,5
229位,,ウルフマン,ｂｏｗ‐ｗｏｗ,1126,5
230位,,戦士,ここぷ,1126,5
231位,,光奏師,My☆Dear,1124,5
232位,,ランサー,ぴちゃ,1124,5
233位,,マスケッティア,ズックにロック,1121,5
234位,,ウィザード,フラウボー,1121,5
235位,,黒魔術師,ψ芽亜ψ,1120,5
236位,,闘士,○○○○●,1120,5
237位,,アーチャー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1120,5
238位,,ランサー,ジンランサー,1120,5
239位,,戦士,５㍉,1120,5
240位,,剣士,ロビンフッド☆,1120,5
241位,,リトルウィッチ,かなぷる親父号,1119,5
242位,,武道家,BLAAKSHOUT,1116,5
243位,,プリンセス,麻梨亜,1115,5
244位,,追放天使,Xenn,1115,5
245位,,獣人,towaco．β,1114,5
246位,,プリンセス,早見,1114,5
247位,,ランサー,。ゆーにゃ。,1114,5
248位,,ウィザード,t_e_i,1113,5
249位,,黒魔術師,黒蒼穹,1111,5
250位,,ランサー,ことちゃん,1111,5
251位,,武道家,shinki3,1110,5
252位,,ウルフマン,琥炭,1110,5
253位,,戦士,オコノ,1108,5
254位,,光奏師,賀喜,1107,5
255位,,霊術師,‐MIYU‐,1107,5
256位,,獣人,ブルーなしゅり,1105,5
257位,,アーチャー,流星の猫,1105,5
258位,,ランサー,えいしぐ,1103,5
259位,,ランサー,Spallow_Tail,1102,5
260位,,ランサー,nonameさん,1100,5
261位,,戦士,WEDGWOOD,1100,5
262位,,戦士,はるたそ,1100,5
263位,,剣士,swordko,1100,5
264位,,プリンセス,ファーナ。,1099,5
265位,,武道家,隠れ里,1099,5
266位,,シーフ,September☆7th,1099,5
267位,,リトルウィッチ,pomm,1096,5
268位,,ビショップ,（＝ω＝安,1095,5
269位,,ウルフマン,ざぶとん☆,1093,5
270位,,プリンセス,七槻四季,1093,3
271位,,悪魔,よなくま,1091,5
272位,,追放天使,無我夢中♪,1090,5
273位,,戦士,カミソン,1090,5
274位,,リトルウィッチ,ネオロック,1087,5
275位,,ランサー,ニャ－さん,1087,5
276位,,シーフ,ふゆさんまん,1086,5
277位,,剣士,RORONOA＋ZORO,1085,5
278位,,剣士,風小僧,1084,5
279位,,アーチャー,ゆるふわ系,1083,5
280位,,剣士,魔じぇ,1083,5
281位,,霊術師,双七,1082,5
282位,,ランサー,青なな,1082,5
283位,,シーフ,Pokerhero,1082,5
284位,,剣士,rotarisl,1082,5
285位,,ランサー,パーニャ,1079,5
286位,,ランサー,アバハラキ,1078,5
287位,,霊術師,Leccee,1077,5
288位,,追放天使,茶蕎麦,1076,5
289位,,ランサー,タウリエル,1075,5
290位,,獣人,EinherjarAlbedo,1074,5
291位,,武道家,ココナッツン,1074,5
292位,,追放天使,にゃんたきー,1074,5
293位,,リトルウィッチ,らいみん,1073,5
294位,,ランサー,となてぃう,1072,5
295位,,ランサー,梅酒ソーダ,1071,5
296位,,武道家,モリタン♪,1071,5
297位,,剣士,monaka43,1071,5
298位,,ビショップ,chinki,1070,5
299位,,獣人,ashely_keith,1068,5
300位,,武道家,ノアだけはガチ,1066,5
301位,,リトルウィッチ,不安㍑,1065,5
302位,,ランサー,アゼルマ,1065,5
303位,,獣人,∮シルク∮,1064,5
304位,,アーチャー,てんち♪,1064,5
305位,,獣人,間衣華,1064,3
306位,,追放天使,じぇにどん,1063,5
307位,,獣人,卍gotcha卍,1061,5
308位,,シーフ,てけぞー,1061,5
309位,,獣人,Gazelle_tim,1060,5
310位,,獣人,新しい世界への扉,1059,5
311位,,悪魔,Almagest,1059,5
312位,,プリンセス,伊吹姫奈,1058,5
313位,,武道家,怪盗るぱんⅢ,1058,5
314位,,ウィザード,Gazelle_sup,1057,5
315位,,獣人,白銀の威虎リオン,1054,5
316位,,ランサー,くまもん♪,1054,5
317位,,武道家,地下室,1054,5
318位,,武道家,ろっきんぽ,1054,5
319位,,獣人,ナオタ！！！！！,1053,5
320位,,光奏師,へくまr,1053,5
321位,,サマナー,キャロりん,1053,5
322位,,リトルウィッチ,くりゅう,1052,5
323位,,アーチャー,くろまS,1052,5
324位,,ランサー,眠神☆ヒュノプス,1052,5
325位,,闘士,＊stitch＊,1051,5
326位,,闘士,ぷちゅあ,1051,5
327位,,ランサー,雷蓮,1049,5
328位,,シーフ,めぎぃ,1049,5
329位,,剣士,マイシャローナ,1049,5
330位,,ランサー,あいこすまるち,1046,5
331位,,シーフ,うりゅりん♂,1046,5
332位,,ウルフマン,ふろーる犬,1046,5
333位,,アーチャー,梨莉子,1045,5
334位,,ランサー,花鳥くん,1043,5
335位,,追放天使,ごるでん,1042,3
336位,,ウィザード,夏の残り火,1041,5
337位,,サマナー,ちくわまる,1040,5
338位,,サマナー,納豆かけ御飯,1040,5
339位,,ランサー,カヤちゃん,1040,5
340位,,武道家,kabeちゃん,1040,5
341位,,戦士,シュガ♪,1040,5
342位,,霊術師,メラメライド,1039,5
343位,,霊術師,ナツメグ。,1038,5
344位,,ランサー,Vendome,1038,5
345位,,霊術師,アミリア´,1037,5
346位,,リトルウィッチ,未來♪,1037,5
347位,,ランサー,ranko_star,1037,5
348位,,ランサー,こまめちゃん☆,1037,5
349位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
350位,,ランサー,sherry,1036,5
351位,,霊術師,●●●●●●,1035,5
352位,,ランサー,†微笑のテレサ†,1035,5
353位,,ウルフマン,J･Lal,1035,5
354位,,光奏師,HotLip,1034,5
355位,,悪魔,か～ら,1033,5
356位,,剣士,Kabunushiⅲ,1032,5
357位,,霊術師,レアミート,1031,5
358位,,サマナー,笛吹奏,1031,5
359位,,ランサー,ダンス山本,1031,5
360位,,サマナー,nerumo,1030,5
361位,,武道家,dorororo,1030,5
362位,,ウィザード,水縹,1030,5
363位,,獣人,化獣語,1029,5
364位,,霊術師,すとれるか,1028,5
365位,,武道家,ﾌﾗﾝｼｳﾑ,1027,5
366位,,ランサー,ツドイ,1027,4
367位,,追放天使,AirMan320,1026,5
368位,,悪魔,ﾋﾟｰｽ☆,1025,5
369位,,シーフ,スケベん,1025,5
370位,,戦士,Ghix,1025,5
371位,,霊術師,ブラック・モア,1024,5
372位,,ランサー,セレスティーナ,1023,5
373位,,追放天使,グッロチ,1023,5
374位,,ウィザード,♪復活レオン555,1023,5
375位,,アルケミスト,dellapeste,1022,5
376位,,獣人,肋木,1022,5
377位,,武道家,黒ﾚﾝ,1022,5
378位,,シーフ,Sinfulove,1022,5
379位,,シーフ,山佐花月,1022,5
380位,,ウィザード,のんた～ん,1022,5
381位,,戦士,赤むつ,1022,5
382位,,剣士,ZODIAC6168,1022,5
383位,,剣士,アイラル,1022,5
384位,,剣士,コッコロたん,1022,5
385位,,黒魔術師,麻李亜,1021,5
386位,,ランサー,Latuni,1021,5
387位,,シーフ,ｺﾊﾞｹｿ,1021,5
388位,,マスケッティア,右手には約束を。,1020,5
389位,,闘士,鶯桜國愛,1020,5
390位,,武道家,わべ丸,1020,5
391位,,武道家,yamada3000,1020,5
392位,,武道家,ふろーる,1020,5
393位,,黒魔術師,トケンカ_柘榴,1019,5
394位,,ビーストテイマー,LaLaLaLALALA,1019,5
395位,,ウィザード,さーやん♪,1019,5
396位,,獣人,こはく。,1018,5
397位,,アーチャー,A・シャリアール,1018,5
398位,,追放天使,фButterーFlyф,1018,5
399位,,ウィザード,隻眼の魔術師,1018,5
400位,,ウィザード,Lepperhoff,1018,5
401位,,ウィザード,かなWIZ,1018,5
402位,,リトルウィッチ,Liaison,1018,4
403位,,武道家,ぺしゅん,1018,4
404位,,闘士,Ⅷ秋桜Ⅷ,1017,5
405位,,悪魔,幻魔狼士,1017,5
406位,,ランサー,モツ影,1017,5
407位,,リトルウィッチ,上下左右回転使い,1016,5
408位,,アーチャー,ジニー。ナイツ,1016,5
409位,,獣人,双子マン,1015,5
410位,,ウィザード,靈猫,1015,5
411位,,獣人,役満チャンス,1014,5
412位,,霊術師,ばるるん,1014,5
413位,,ネクロマンサー,BlackBoss,1014,5
414位,,ランサー,§美影意志§,1014,5
415位,,武道家,武田徹夜,1014,5
416位,,追放天使,☆志音☆,1014,5
417位,,ウィザード,ちゃこたりあん,1014,5
418位,,メイド,あざといたぬき,1013,5
419位,,霊術師,FineWeather,1013,5
420位,,アーチャー,Manaco,1013,5
421位,,ランサー,砕龍´,1013,5
422位,,武道家,Bーふ,1013,5
423位,,武道家,きしえる,1013,5
424位,,武道家,シンメ,1013,5
425位,,ウィザード,ひろぽんwiz,1013,5
426位,,サマナー,ほっかほか,1012,5
427位,,戦士,LilaNia,1012,5
428位,,剣士,kekeⅱ,1012,5
429位,,黒魔術師,asnon,1010,5
430位,,光奏師,RosaiDorfman,1010,5
431位,,武道家,あいこすぅ,1010,5
432位,,獣人,発達した筋肉,1010,4
433位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1009,5
434位,,リトルウィッチ,京子たん,1009,5
435位,,プリンセス,上弦の陸【堕姫】,1009,5
436位,,ランサー,イリナ。,1009,5
437位,,ランサー,0nak4Su1ta,1009,5
438位,,アルケミスト,Vitamin3000,1008,5
439位,,黒魔術師,ねこじゅつし,1008,5
440位,,霊術師,ﾈｸﾛ。,1008,5
441位,,霊術師,○カマです。。,1008,5
442位,,ウィザード,きめれんとん,1008,5
443位,,武道家,1901,1007,5
444位,,剣士,GrantKeeneth,1007,5
445位,,霊術師,雪奈。,1006,5
446位,,ビショップ,圭一さん,1006,5
447位,,ウィザード,Матрёшка,1006,5
448位,,ウィザード,け～む,1006,5
449位,,ランサー,凛さん,1005,5
450位,,武道家,FASIAL,1005,5
451位,,追放天使,Rasputin,1005,5
452位,,ビショップ,アタックチャンス,1005,5
453位,,ウルフマン,毛玉ワンコ,1005,5
454位,,リトルウィッチ,VortexRing,1004,5
455位,,武道家,∮したっぱ∮,1004,5
456位,,サマナー,游々,1003,5
457位,,武道家,影偲,1003,5
458位,,武道家,ice1,1003,5
459位,,シーフ,旗振りたぬき,1003,5
460位,,ウィザード,☆白魔導師☆,1003,5
461位,,アルケミスト,じーす,1002,5
462位,,霊術師,ロッソ・ネロ,1002,5
463位,,霊術師,なついち,1002,5
464位,,リトルウィッチ,電気社長,1002,5
465位,,サマナー,うーろんちゃ,1002,5
466位,,追放天使,DEEP☆BLUE_粋,1002,5
467位,,剣士,天城颯馬,1002,5
468位,,獣人,ちきんかれー,1001,5
469位,,霊術師,悪い子猫ちゃん,1001,5
470位,,霊術師,ワ・ッ・チ,1001,5
471位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
472位,,追放天使,コルして下さい！,1001,5
473位,,ウィザード,伊勢守,1001,5
474位,,戦士,らいおんキング,1001,5
475位,,戦士,リカルの遺志,1001,5
476位,,黒魔術師,しらたま団子ＬＬ,1000,5
477位,,霊術師,Maximoff,1000,5
478位,,ネクロマンサー,ゆーあい蜜柑,1000,5
479位,,ビーストテイマー,ShootingStar☆彡,1000,5
480位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
481位,,武道家,風呂屋の闘争,1000,5
482位,,ウィザード,あじゃみ,1000,5
483位,,ウィザード,ミ～ティア,1000,5
484位,,戦士,ヘビー,1000,5
485位,,剣士,花ピアス☆,1000,5
486位,,武道家,Ⅹアイルトンセナ,999,5
487位,,ウィザード,Ⅹ愛Ⅹ,999,5
488位,,悪魔,白南天,998,5
489位,,ランサー,杏猫♪,998,5
490位,,武道家,軍隊長,997,5
491位,,シーフ,ζKleinζ,997,5
492位,,ウィザード,まこっつ,997,5
493位,,リトルウィッチ,はなみよう,996,5
494位,,シーフ,ガンバードⅡ,996,5
495位,,戦士,§yosshie§,995,5
496位,,ランサー,minas,994,5
497位,,ビショップ,ぐおんさん,994,5
498位,,戦士,捨ノ型・生生流転,994,5
499位,,獣人,ドブネズミ,993,5
500位,,ランサー,さなっしーJr,993,5
501位,,メイド,べホイミ,992,5
502位,,霊術師,どうもありがとう,992,5
503位,,アーチャー,熱風☆,991,5
504位,,戦士,じょなす,991,5
505位,,アルケミスト,EquilibrioAlba,990,5
506位,,剣士,Starman,990,5
507位,,シーフ,ShakeShack,989,5
508位,,剣士,ﾛｰﾗﾝ,988,5
509位,,黒魔術師,おこの姫,987,5
510位,,黒魔術師,まろしば,987,5
511位,,武道家,ねこくろ,987,5
512位,,戦士,καЯμγα,987,5
513位,,剣士,ｷｰｽ･ｶｲ,987,5
514位,,リトルウィッチ,いなっぴー,986,5
515位,,プリンセス,ともぴ～☆☆,986,5
516位,,戦士,鼻毛特攻隊,986,5
517位,,メイド,マッドストーム,985,5
518位,,獣人,Leffe,985,5
519位,,ビーストテイマー,真華,985,5
520位,,戦士,ローザパークス,985,5
521位,,黒魔術師,アマランテ,983,5
522位,,獣人,uwiclo,983,5
523位,,光奏師,そとわくJ,983,5
524位,,アーチャー,ピィーポ,983,5
525位,,獣人,Raphtalia,981,5
526位,,シーフ,パパケット,981,5
527位,,獣人,xiviler,980,5
528位,,リトルウィッチ,ゆかるり,980,5
529位,,プリンセス,ぅっっ,980,5
530位,,光奏師,小年,979,5
531位,,悪魔,レキオウL,979,5
532位,,ビショップ,正面衝突,979,5
533位,,ネクロマンサー,くろちゃん♪,978,5
534位,,武道家,魯粛子敬。,978,5
535位,,ウィザード,フィガレット,978,5
536位,,戦士,アダマンティン,978,5
537位,,プリンセス,アプリコッテ,977,5
538位,,シーフ,すべるバー,977,5
539位,,ウィザード,丱ARF丱,977,5
540位,,戦士,MmuzKnight,977,5
541位,,霊術師,むぅ～たん♪,976,5
542位,,ランサー,ググれカス,976,5
543位,,追放天使,Code：001,976,5
544位,,ビショップ,なるほどさん。,976,5
545位,,サマナー,melonpanda,975,5
546位,,ランサー,竜槍ｽﾏｳｸﾞ,975,5
547位,,武道家,Ｓｔａｒｍａｎ,975,5
548位,,シーフ,☆ヒョク☆,975,5
549位,,獣人,アンジョルラス,974,5
550位,,ランサー,レネシス,974,5
551位,,武道家,ぢょんさん,974,5
552位,,武道家,安田理容店,974,5
553位,,ウィザード,ルースター,974,5
554位,,霊術師,みあ！,973,5
555位,,プリンセス,ももか姫,973,5
556位,,ウィザード,氷紳士,973,5
557位,,戦士,RED_ORCA,973,5
558位,,霊術師,MurderQueenЯR,972,5
559位,,アーチャー,飛鳥の鬼姫,972,5
560位,,ランサー,こるるちゃん,972,5
561位,,武道家,葡萄家ぷーちゃん,972,5
562位,,ウィザード,近ちゃん,972,5
563位,,霊術師,堕胎された胎児,971,5
564位,,悪魔,地獄花,971,5
565位,,プリンセス,かな姫,971,5
566位,,ビーストテイマー,スフレ♪,971,5
567位,,シーフ,飛ばねぇブタ,971,5
568位,,シーフ,しゃんでぃ,971,5
569位,,追放天使,gerber,971,5
570位,,ウィザード,メルクリウスﾆｰﾄ,971,5
571位,,戦士,ツムりん,971,5
572位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,971,5
573位,,黒魔術師,雪野凜檎,970,5
574位,,シーフ,アウトサイド,970,5
575位,,戦士,日軍,970,5
576位,,剣士,オソマ,970,5
577位,,霊術師,水禺刀,969,5
578位,,アーチャー,Judymaria,969,5
579位,,ランサー,ｼｪｷﾅｰ･聖鎖･ﾗﾌｧｴﾙ,969,5
580位,,戦士,ジョン・ウィック,969,5
581位,,黒魔術師,ふらりん,968,5
582位,,霊術師,うぇぶぉ,968,5
583位,,悪魔,ターメリック。,968,5
584位,,ランサー,ξ塁ξ,968,5
585位,,追放天使,ぺんぎんそるじゃ,968,5
586位,,追放天使,羽ボウキ,968,5
587位,,ウィザード,☆チェ・ジウ☆,968,5
588位,,ウィザード,♪ゆうちゃん,968,5
589位,,ウィザード,ユリアちゃん,968,5
590位,,戦士,レッド（白鯖）,968,5
591位,,マスケッティア,akubo,967,5
592位,,獣人,バーフェン,967,5
593位,,悪魔,でびぃ夫人,967,5
594位,,ランサー,MBMMの使者,967,5
595位,,武道家,冥界王レイリー,967,5
596位,,ビショップ,ノーテンキ,967,5
597位,,ビショップ,ヘヴンリイージス,967,5
598位,,ウィザード,えぼせぶん,967,5
599位,,ウィザード,Ｓｈａｆｔ☆,967,5
600位,,戦士,ミルク_tea,967,5
601位,,黒魔術師,exiatence4,966,5
602位,,プリンセス,てん子,966,5
603位,,リトルウィッチ,ICouldDieForYou,966,3
604位,,リトルウィッチ,追跡なう,965,5
605位,,ランサー,とこよ,965,5
606位,,ランサー,ice3,965,5
607位,,ランサー,マリジェンヌ,965,5
608位,,戦士,DSKO156,965,5
609位,,黒魔術師,♪BEVEL♪,964,5
610位,,プリンセス,餃子姫,964,5
611位,,サマナー,はなおとめ,964,5
612位,,アーチャー,TomoCruise4,964,5
613位,,ランサー,＄槍兵＄,964,5
614位,,シーフ,葦嵩,964,5
615位,,剣士,白丸狼,964,5
616位,,黒魔術師,そっきん,963,5
617位,,霊術師,♪ズックにロック,963,5
618位,,ランサー,ﾆｬｧﾆｬ,963,5
619位,,武道家,だるまさん,963,5
620位,,剣士,§棗,963,5
621位,,ウィザード,ジェルア,963,4
622位,,黒魔術師,れい嬢,962,5
623位,,ランサー,☆渡月橋☆,962,5
624位,,ビショップ,ホボ・ブラジル,962,5
625位,,ビショップ,馬之助,962,5
626位,,ウィザード,ｖウィザード,962,5
627位,,戦士,龍漸,962,5
628位,,戦士,槭凛海,962,5
629位,,アルケミスト,月城よた,961,5
630位,,メイド,☆ﾏﾐﾑﾒｲﾄﾞ☆,961,5
631位,,光奏師,Sanremo,961,5
632位,,霊術師,しんくれあ,961,5
633位,,霊術師,てぃんき,961,5
634位,,リトルウィッチ,Sheena☆ｼﾙｷｰ,961,5
635位,,リトルウィッチ,∮Cocoa∮,961,5
636位,,ランサー,※Ading※,961,5
