,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2060,5
2,-,,ﾏｰｺﾞｯﾄ,2051,5
3,-,,つよみん,2045,5
4,-,,ブレイブスカイ,2043,5
5,-,,ひろ１００１,2040,5
6,-,,魔女の使いジジ,2035,5
7,-,,お試しください♪,2033,5
8,-,,２２３２,2032,5
9,-,,じゃむおじき,2032,5
10,-,,れっどしーふ,2031,5
11,-,,武神゜,2031,5
12,-,,戦慄のおっさん,2030,5
13,-,,どんの助,2023,5
14,-,,啓士郎,2019,5
15,-,,浅研,2016,5
16,-,,アリアリＱ,2013,5
17,-,,AiryKuroe,2012,5
18,-,,遊眞,2011,5
19,-,,おもぐり,2011,5
20,-,,amagon,2010,5
21,-,,neon43,2010,5
22,-,,みがわりCT砲台,2010,5
23,-,,gingingin,2008,5
24,-,,お嫁においでよ〆,2008,5
25,-,,毒おじや,2007,5
26,-,,◇妖精◇,2006,5
27,-,,まーち。,2005,5
28,-,,∬保湿ペーパー∬,2004,5
29,-,,dokuringo,2004,5
30,-,,ミトゥナ,2004,5
31,-,,ちかのこのこのこ,2004,5
32,-,,コールドプレイ,2003,5
33,-,,Goldilocks,2003,5
34,-,,BreveSlash,2003,5
35,-,,syouitirou,2002,5
36,-,,ｸﾛﾉｽﾀｼｽ,2002,5
37,-,,ちむどんどん助,2002,5
38,-,,マニカ６センス,2002,5
39,-,,冷凍ブルーベリー,2002,5
40,-,,Etheldreda,2001,5
41,-,,MirrorCubeSquare,2001,5
42,-,,平岡智世,2001,5
43,-,,きゃぴ☆,2001,5
44,-,,背中の壺【0】,2001,5
45,-,,嶋野の狂犬,2001,5
46,-,,みぅ＊,2001,5
47,-,,みぅ♪,2001,5
48,-,,タマネギ丼。,2001,5
49,-,,ですてふぁｎ,2001,5
50,-,,†金獅子姫†,2001,5
