,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1918,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1880,5
3,-,,ﾏｰｺﾞｯﾄ,1869,5
4,-,,武神゜,1866,5
5,-,,五十嵐由貴,1863,5
6,-,,らぶのーと♪,1861,5
7,-,,syouitirou,1860,5
8,-,,八番手,1858,5
9,-,,∬purposefire∬,1856,5
10,-,,きゃぴ☆,1849,5
11,-,,ゆめごん,1844,5
12,-,,嶋野の狂犬,1842,5
13,-,,AllRangeClear☆,1841,5
14,-,,だるま親方♪,1841,5
15,-,,つよみん,1839,5
16,-,,∬Veloce∬,1833,5
17,-,,pikashu,1833,5
18,-,,amagon,1833,5
19,-,,neon43,1833,5
20,-,,WildCandy♪,1832,5
21,-,,レミニセンス,1830,5
22,-,,平岡智世,1829,5
23,-,,岡島タエ子,1828,5
24,-,,ShineLight,1828,5
25,-,,ににお,1826,5
26,-,,Mｉnelva,1823,5
27,-,,れっどしーふ,1821,5
28,-,,Lionel・MessiⅡ,1819,5
29,-,,高天原ゆとり,1819,5
30,-,,gingingin,1817,5
31,-,,bitaminn,1816,5
32,-,,魔女の使いジジ,1814,5
33,-,,millay,1813,5
34,-,,ぽこっさん,1812,5
35,-,,bsk団,1812,5
36,-,,δsnowδ,1812,5
37,-,,クレモル,1811,5
38,-,,ビッグマシーン,1810,5
39,-,,腰痛の爺,1809,5
40,-,,☆セントレア☆,1807,5
41,-,,Woｌｌim,1806,5
42,-,,Mysh,1806,5
43,-,,AiryKuroe,1806,5
44,-,,ブレイブスカイ,1805,5
45,-,,HIMAMA,1805,5
46,-,,お試しください♪,1804,5
47,-,,砂の果実,1803,5
48,-,,Daifuku,1803,5
49,-,,おばさんULT,1803,5
50,-,,啓士郎,1801,5
