,-,職業,キャラクター,レベル,転生回数
1,-,,syouitirou,2000,5
2,-,,∬purposefire∬,2000,5
3,-,,ミルリ,2000,5
4,-,,嶋野の狂犬,2000,5
5,-,,武神゜,2000,5
6,-,,五十嵐由貴,2000,5
7,-,,らぶのーと♪,2000,5
8,-,,らんさー・ｗ・,2000,5
9,-,,八番手,2000,5
10,-,,だるま親方♪,2000,5
11,-,,pikashu,2000,5
12,-,,ﾏｰｺﾞｯﾄ,2000,5
13,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,5
14,-,,つよみん,1994,5
15,-,,WildCandy♪,1989,5
16,-,,amagon,1983,5
17,-,,ShineLight,1978,5
18,-,,neon43,1962,5
19,-,,ゆめごん,1953,5
20,-,,高天原ゆとり,1952,5
21,-,,AllRangeClear☆,1951,5
22,-,,☆セントレア☆,1951,5
23,-,,平岡智世,1947,5
24,-,,ににお,1944,5
25,-,,ぽこっさん,1936,5
26,-,,ビッグマ万太郎,1932,5
27,-,,Mｉnelva,1928,5
28,-,,∬Veloce∬,1924,5
29,-,,きゃぴ☆,1923,5
30,-,,醤油取って,1923,5
31,-,,gingingin,1921,5
32,-,,れっどしーふ,1912,5
33,-,,AiryKuroe,1908,5
34,-,,クレモル,1901,5
35,-,,ブレイブスカイ,1900,5
36,-,,ティダ射手,1896,5
37,-,,真衣ちゃん,1891,5
38,-,,啓士郎,1887,5
39,-,,どんの助,1880,5
40,-,,魔女の使いジジ,1880,5
41,-,,Daifuku,1877,5
42,-,,２２３２,1876,5
43,-,,bitaminn,1874,5
44,-,,bsk団,1873,5
45,-,,レミニセンス,1870,5
46,-,,コールドプレイ,1866,5
47,-,,ゆきゅ,1864,5
48,-,,Faluna,1863,5
49,-,,＄デビル＄,1862,5
50,-,,お前もう船降りろ,1859,5
