,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2000,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1994,5
3,-,,八番手,1984,5
4,-,,∬purposefire∬,1980,5
5,-,,武神゜,1977,5
6,-,,syouitirou,1976,5
7,-,,らぶのーと♪,1970,5
8,-,,らんさー・ｗ・,1955,5
9,-,,五十嵐由貴,1953,5
10,-,,ﾏｰｺﾞｯﾄ,1951,5
11,-,,つよみん,1950,5
12,-,,嶋野の狂犬,1943,5
13,-,,だるま親方♪,1935,5
14,-,,pikashu,1922,5
15,-,,ゆめごん,1919,5
16,-,,WildCandy♪,1912,5
17,-,,AllRangeClear☆,1911,5
18,-,,平岡智世,1908,5
19,-,,amagon,1905,5
20,-,,∬Veloce∬,1903,5
21,-,,ににお,1893,5
22,-,,きゃぴ☆,1890,5
23,-,,Mｉnelva,1885,5
24,-,,millay,1879,5
25,-,,ShineLight,1873,5
26,-,,bitaminn,1871,5
27,-,,gingingin,1863,5
28,-,,れっどしーふ,1857,5
29,-,,ぽこっさん,1850,5
30,-,,AiryKuroe,1850,5
31,-,,Daifuku,1848,5
32,-,,魔女の使いジジ,1844,5
33,-,,Lionel・MessiⅡ,1838,5
34,-,,☆セントレア☆,1838,5
35,-,,クレモル,1837,5
36,-,,ビッグマ万太郎,1834,5
37,-,,HIMAMA,1834,5
38,-,,neon43,1833,5
39,-,,星にねがいを,1832,5
40,-,,bsk団,1831,5
41,-,,レミニセンス,1830,5
42,-,,啓士郎,1829,5
43,-,,岡島タエ子,1828,5
44,-,,赤エンピツ,1827,5
45,-,,高天原ゆとり,1826,5
46,-,,２２３２,1825,5
47,-,,Faluna,1825,5
48,-,,δsnowδ,1821,5
49,-,,†金獅子姫†,1818,5
50,-,,醤油取って,1818,5
