,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1981,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1946,5
3,-,,八番手,1940,5
4,-,,∬purposefire∬,1930,5
5,-,,ﾏｰｺﾞｯﾄ,1929,5
6,-,,五十嵐由貴,1926,5
7,-,,syouitirou,1924,5
8,-,,武神゜,1923,5
9,-,,嶋野の狂犬,1919,5
10,-,,だるま親方♪,1914,5
11,-,,らぶのーと♪,1911,5
12,-,,WildCandy♪,1902,5
13,-,,つよみん,1900,5
14,-,,らんさー・ｗ・,1898,5
15,-,,きゃぴ☆,1888,5
16,-,,ゆめごん,1888,5
17,-,,AllRangeClear☆,1887,5
18,-,,amagon,1884,5
19,-,,∬Veloce∬,1883,5
20,-,,平岡智世,1876,5
21,-,,ににお,1872,5
22,-,,pikashu,1865,5
23,-,,Mｉnelva,1856,5
24,-,,millay,1852,5
25,-,,bitaminn,1848,5
26,-,,ShineLight,1846,5
27,-,,gingingin,1840,5
28,-,,Lionel・MessiⅡ,1838,5
29,-,,魔女の使いジジ,1838,5
30,-,,れっどしーふ,1837,5
31,-,,HIMAMA,1834,5
32,-,,AiryKuroe,1834,5
33,-,,neon43,1833,5
34,-,,Daifuku,1832,5
35,-,,レミニセンス,1830,5
36,-,,クレモル,1830,5
37,-,,岡島タエ子,1828,5
38,-,,ぽこっさん,1827,5
39,-,,啓士郎,1825,5
40,-,,bsk団,1825,5
41,-,,星にねがいを,1821,5
42,-,,☆セントレア☆,1820,5
43,-,,高天原ゆとり,1819,5
44,-,,δsnowδ,1819,5
45,-,,醤油取って,1818,5
46,-,,２２３２,1816,5
47,-,,ビッグマシーン,1812,5
48,-,,腰痛の爺,1809,5
49,-,,Woｌｌim,1806,5
50,-,,Mysh,1806,5
