,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1940,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1904,5
3,-,,八番手,1901,5
4,-,,∬purposefire∬,1890,5
5,-,,武神゜,1890,5
6,-,,ﾏｰｺﾞｯﾄ,1890,5
7,-,,五十嵐由貴,1887,5
8,-,,syouitirou,1884,5
9,-,,嶋野の狂犬,1873,5
10,-,,らぶのーと♪,1873,5
11,-,,だるま親方♪,1870,5
12,-,,きゃぴ☆,1868,5
13,-,,AllRangeClear☆,1861,5
14,-,,つよみん,1860,5
15,-,,ゆめごん,1859,5
16,-,,∬Veloce∬,1856,5
17,-,,WildCandy♪,1852,5
18,-,,平岡智世,1849,5
19,-,,ににお,1846,5
20,-,,pikashu,1844,5
21,-,,amagon,1844,5
22,-,,Mｉnelva,1841,5
23,-,,ShineLight,1840,5
24,-,,millay,1834,5
25,-,,neon43,1833,5
26,-,,bitaminn,1831,5
27,-,,れっどしーふ,1830,5
28,-,,レミニセンス,1830,5
29,-,,Lionel・MessiⅡ,1828,5
30,-,,岡島タエ子,1828,5
31,-,,gingingin,1827,5
32,-,,魔女の使いジジ,1827,5
33,-,,HIMAMA,1826,5
34,-,,クレモル,1823,5
35,-,,AiryKuroe,1822,5
36,-,,高天原ゆとり,1819,5
37,-,,δsnowδ,1819,5
38,-,,Daifuku,1817,5
39,-,,bsk団,1817,5
40,-,,ビッグマシーン,1812,5
41,-,,ぽこっさん,1812,5
42,-,,啓士郎,1810,5
43,-,,☆セントレア☆,1809,5
44,-,,腰痛の爺,1809,5
45,-,,醤油取って,1808,5
46,-,,らんさー・ｗ・,1806,5
47,-,,Woｌｌim,1806,5
48,-,,Mysh,1806,5
49,-,,ブレイブスカイ,1805,5
50,-,,お試しください♪,1804,5
