,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1850,5
2,-,,ﾏｰｺﾞｯﾄ,1844,5
3,-,,八番手,1842,5
4,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1842,5
5,-,,五十嵐由貴,1839,5
6,-,,∬purposefire∬,1831,5
7,-,,neon43,1831,5
8,-,,つよみん,1830,5
9,-,,岡島タエ子,1828,5
10,-,,武神゜,1827,5
11,-,,レミニセンス,1827,5
12,-,,きゃぴ☆,1826,5
13,-,,らぶのーと♪,1826,5
14,-,,だるま親方♪,1826,5
15,-,,amagon,1821,5
16,-,,高天原ゆとり,1817,5
17,-,,syouitirou,1814,5
18,-,,嶋野の狂犬,1813,5
19,-,,pikashu,1812,5
20,-,,クレモル,1810,5
21,-,,δsnowδ,1810,5
22,-,,腰痛の爺,1809,5
23,-,,Mｉnelva,1808,5
24,-,,☆セントレア☆,1806,5
25,-,,Mysh,1806,5
26,-,,Lionel・MessiⅡ,1805,5
27,-,,れっどしーふ,1805,5
28,-,,ShineLight,1805,5
29,-,,Woｌｌim,1805,5
30,-,,AllRangeClear☆,1804,5
31,-,,ブレイブスカイ,1803,5
32,-,,WildCandy♪,1803,5
33,-,,ゆめごん,1803,5
34,-,,∬Veloce∬,1803,5
35,-,,gingingin,1802,5
36,-,,砂の果実,1802,5
37,-,,millay,1802,5
38,-,,ビッグマシーン,1801,5
39,-,,bsk団,1801,5
40,-,,おばさんULT,1801,5
41,-,,トリクシー,1801,5
42,-,,♪レナ♪,1800,5
43,-,,∬vergeofdeath∬,1800,5
44,-,,平岡智世,1800,5
45,-,,ミフラ,1800,5
46,-,,星にねがいを,1800,5
47,-,,ぽこっさん,1800,5
48,-,,お試しください♪,1800,5
49,-,,Daifuku,1800,5
50,-,,DarkGradation,1800,5
