,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2000,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1996,5
3,-,,八番手,1986,5
4,-,,∬purposefire∬,1980,5
5,-,,武神゜,1980,5
6,-,,syouitirou,1979,5
7,-,,らぶのーと♪,1973,5
8,-,,五十嵐由貴,1956,5
9,-,,らんさー・ｗ・,1956,5
10,-,,ﾏｰｺﾞｯﾄ,1953,5
11,-,,つよみん,1951,5
12,-,,嶋野の狂犬,1945,5
13,-,,だるま親方♪,1940,5
14,-,,pikashu,1924,5
15,-,,ゆめごん,1919,5
16,-,,WildCandy♪,1914,5
17,-,,AllRangeClear☆,1913,5
18,-,,平岡智世,1910,5
19,-,,amagon,1906,5
20,-,,∬Veloce∬,1904,5
21,-,,ににお,1896,5
22,-,,きゃぴ☆,1890,5
23,-,,Mｉnelva,1887,5
24,-,,millay,1880,5
25,-,,ShineLight,1876,5
26,-,,bitaminn,1871,5
27,-,,gingingin,1863,5
28,-,,れっどしーふ,1857,5
29,-,,ぽこっさん,1850,5
30,-,,AiryKuroe,1850,5
31,-,,Daifuku,1848,5
32,-,,魔女の使いジジ,1846,5
33,-,,☆セントレア☆,1839,5
34,-,,クレモル,1839,5
35,-,,Lionel・MessiⅡ,1838,5
36,-,,ビッグマ万太郎,1837,5
37,-,,HIMAMA,1834,5
38,-,,neon43,1833,5
39,-,,啓士郎,1832,5
40,-,,星にねがいを,1832,5
41,-,,bsk団,1832,5
42,-,,レミニセンス,1830,5
43,-,,岡島タエ子,1828,5
44,-,,Faluna,1828,5
45,-,,高天原ゆとり,1828,5
46,-,,２２３２,1827,5
47,-,,赤エンピツ,1827,5
48,-,,δsnowδ,1821,5
49,-,,†金獅子姫†,1819,5
50,-,,醤油取って,1818,5
