,-,職業,キャラクター,レベル,転生回数
1,-,,syouitirou,2000,5
2,-,,∬purposefire∬,2000,5
3,-,,ミルリ,2000,5
4,-,,武神゜,2000,5
5,-,,らぶのーと♪,2000,5
6,-,,らんさー・ｗ・,2000,5
7,-,,八番手,2000,5
8,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,5
9,-,,嶋野の狂犬,1992,5
10,-,,五十嵐由貴,1990,5
11,-,,ﾏｰｺﾞｯﾄ,1988,5
12,-,,pikashu,1986,5
13,-,,つよみん,1981,5
14,-,,だるま親方♪,1976,5
15,-,,WildCandy♪,1944,5
16,-,,AllRangeClear☆,1930,5
17,-,,平岡智世,1928,5
18,-,,amagon,1928,5
19,-,,ゆめごん,1927,5
20,-,,∬Veloce∬,1923,5
21,-,,ににお,1918,5
22,-,,ShineLight,1909,5
23,-,,Mｉnelva,1906,5
24,-,,きゃぴ☆,1903,5
25,-,,millay,1901,5
26,-,,gingingin,1873,5
27,-,,クレモル,1873,5
28,-,,AiryKuroe,1873,5
29,-,,bitaminn,1872,5
30,-,,ビッグマ万太郎,1869,5
31,-,,☆セントレア☆,1868,5
32,-,,ぽこっさん,1868,5
33,-,,れっどしーふ,1864,5
34,-,,Daifuku,1863,5
35,-,,高天原ゆとり,1863,5
36,-,,neon43,1860,5
37,-,,魔女の使いジジ,1858,5
38,-,,２２３２,1853,5
39,-,,bsk団,1852,5
40,-,,啓士郎,1851,5
41,-,,Faluna,1850,5
42,-,,ティダ射手,1848,5
43,-,,点灯,1846,5
44,-,,Lionel・MessiⅡ,1838,5
45,-,,運命を呪う死神,1835,5
46,-,,醤油取って,1834,5
47,-,,HIMAMA,1834,5
48,-,,星にねがいを,1832,5
49,-,,レミニセンス,1831,5
50,-,,ダーシュ！,1830,5
