,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1833,5
2,-,,ﾏｰｺﾞｯﾄ,1825,5
3,-,,五十嵐由貴,1823,5
4,-,,∬purposefire∬,1819,5
5,-,,つよみん,1819,5
6,-,,八番手,1819,5
7,-,,武神゜,1818,5
8,-,,neon43,1813,5
9,-,,らぶのーと♪,1812,5
10,-,,だるま親方♪,1806,5
11,-,,腰痛の爺,1804,5
12,-,,Mysh,1802,5
13,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1802,5
14,-,,ブレイブスカイ,1800,5
15,-,,砂の果実,1800,5
16,-,,pikashu,1800,5
17,-,,δsnowδ,1800,5
18,-,,ゆめごん,1798,5
19,-,,amagon,1798,5
20,-,,HIMAMA,1794,5
21,-,,Lionel・MessiⅡ,1793,5
22,-,,高天原ゆとり,1793,5
23,-,,syouitirou,1790,5
24,-,,トリクシー,1783,5
25,-,,きゃぴ☆,1781,5
26,-,,戦慄のおっさん,1780,5
27,-,,bsk団,1776,5
28,-,,平岡智世,1775,5
29,-,,∬Veloce∬,1774,5
30,-,,AllRangeClear☆,1773,5
31,-,,Mｉnelva,1770,5
32,-,,筋肉もり男,1766,5
33,-,,醤油取って,1765,5
34,-,,♪レナ♪,1764,5
35,-,,クレモル,1763,5
36,-,,bitaminn,1761,5
37,-,,れっどしーふ,1760,5
38,-,,おばさんULT,1760,5
39,-,,コールドプレイ,1759,5
40,-,,魔女の使いジジ,1755,5
41,-,,gingingin,1754,5
42,-,,☆セントレア☆,1754,5
43,-,,nero＋α,1754,5
44,-,,星にねがいを,1753,5
45,-,,DarkGradation,1751,5
46,-,,dokuringo,1750,5
47,-,,リンチェンコ,1744,5
48,-,,Lightperformer,1743,5
49,-,,錨輝く鮎,1743,5
50,-,,WildCandy♪,1741,5
