,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1836,5
2,-,,ﾏｰｺﾞｯﾄ,1828,5
3,-,,五十嵐由貴,1826,5
4,-,,∬purposefire∬,1825,5
5,-,,つよみん,1825,5
6,-,,八番手,1825,5
7,-,,武神゜,1821,5
8,-,,neon43,1820,5
9,-,,らぶのーと♪,1815,5
10,-,,だるま親方♪,1815,5
11,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1815,5
12,-,,amagon,1808,5
13,-,,腰痛の爺,1805,5
14,-,,高天原ゆとり,1805,5
15,-,,δsnowδ,1803,5
16,-,,Lionel・MessiⅡ,1802,5
17,-,,Mysh,1802,5
18,-,,ブレイブスカイ,1801,5
19,-,,ゆめごん,1801,5
20,-,,pikashu,1801,5
21,-,,砂の果実,1800,5
22,-,,∬Veloce∬,1798,5
23,-,,平岡智世,1796,5
24,-,,syouitirou,1794,5
25,-,,HIMAMA,1794,5
26,-,,トリクシー,1791,5
27,-,,bsk団,1790,5
28,-,,クレモル,1785,5
29,-,,星にねがいを,1783,5
30,-,,Mｉnelva,1782,5
31,-,,きゃぴ☆,1781,5
32,-,,戦慄のおっさん,1781,5
33,-,,醤油取って,1777,5
34,-,,AllRangeClear☆,1775,5
35,-,,WildCandy♪,1773,5
36,-,,ビッグマシーン,1771,5
37,-,,れっどしーふ,1767,5
38,-,,筋肉もり男,1766,5
39,-,,おばさんULT,1766,5
40,-,,コールドプレイ,1764,5
41,-,,♪レナ♪,1764,5
42,-,,bitaminn,1762,5
43,-,,dokuringo,1755,5
44,-,,gingingin,1755,5
45,-,,魔女の使いジジ,1755,5
46,-,,☆セントレア☆,1754,5
47,-,,nero＋α,1754,5
48,-,,millay,1753,5
49,-,,DarkGradation,1751,5
50,-,,凛沖,1749,5
