,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1843,
2,-,,ﾏｰｺﾞｯﾄ,1835,
3,-,,五十嵐由貴,1833,
4,-,,八番手,1833,
5,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1832,
6,-,,つよみん,1828,
7,-,,∬purposefire∬,1826,
8,-,,武神゜,1826,
9,-,,neon43,1826,
10,-,,だるま親方♪,1825,
11,-,,らぶのーと♪,1823,
12,-,,amagon,1816,
13,-,,高天原ゆとり,1814,
14,-,,pikashu,1810,
15,-,,きゃぴ☆,1809,
16,-,,δsnowδ,1809,
17,-,,腰痛の爺,1808,
18,-,,syouitirou,1806,
19,-,,クレモル,1806,
20,-,,Lionel・MessiⅡ,1804,
21,-,,ブレイブスカイ,1802,
22,-,,砂の果実,1802,
23,-,,ゆめごん,1802,
24,-,,Mysh,1802,
25,-,,AllRangeClear☆,1801,
26,-,,bsk団,1801,
27,-,,♪レナ♪,1800,
28,-,,∬vergeofdeath∬,1800,
29,-,,平岡智世,1800,
30,-,,Mｉnelva,1800,
31,-,,∬Veloce∬,1800,
32,-,,トリクシー,1800,
33,-,,岡島タエ子,1799,
34,-,,Woｌｌim,1796,
35,-,,HIMAMA,1794,
36,-,,おばさんULT,1793,
37,-,,WildCandy♪,1791,
38,-,,millay,1787,
39,-,,ビッグマシーン,1786,
40,-,,戦慄のおっさん,1786,
41,-,,星にねがいを,1784,
42,-,,れっどしーふ,1783,
43,-,,bitaminn,1779,
44,-,,コールドプレイ,1779,
45,-,,醤油取って,1778,
46,-,,魔女の使いジジ,1776,
47,-,,dokuringo,1775,
48,-,,gingingin,1769,
49,-,,ｿﾙ・ｽﾄﾗｲﾀﾞｰ,1769,
50,-,,筋肉もり男,1768,
