,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1822,5
2,-,,ﾏｰｺﾞｯﾄ,1815,5
3,-,,つよみん,1812,5
4,-,,∬purposefire∬,1811,5
5,-,,武神゜,1811,5
6,-,,五十嵐由貴,1811,5
7,-,,らぶのーと♪,1802,5
8,-,,neon43,1802,5
9,-,,八番手,1801,5
10,-,,Mysh,1801,5
11,-,,HIMAMA,1794,5
12,-,,ブレイブスカイ,1790,5
13,-,,腰痛の爺,1790,5
14,-,,砂の果実,1789,5
15,-,,Lionel・MessiⅡ,1784,5
16,-,,pikashu,1784,5
17,-,,syouitirou,1781,5
18,-,,amagon,1780,5
19,-,,ゆめごん,1778,5
20,-,,だるま親方♪,1777,5
21,-,,δsnowδ,1772,5
22,-,,きゃぴ☆,1769,5
23,-,,高天原ゆとり,1769,5
24,-,,戦慄のおっさん,1765,5
25,-,,筋肉もり男,1765,5
26,-,,♪レナ♪,1758,5
27,-,,トリクシー,1755,5
28,-,,AllRangeClear☆,1754,5
29,-,,☆セントレア☆,1752,5
30,-,,平岡智世,1751,5
31,-,,gingingin,1751,5
32,-,,DarkGradation,1751,5
33,-,,bitaminn,1750,5
34,-,,クレモル,1750,5
35,-,,醤油取って,1748,5
36,-,,れっどしーふ,1747,5
37,-,,∬Veloce∬,1745,5
38,-,,錨輝く鮎,1743,5
39,-,,Lightperformer,1742,5
40,-,,bsk団,1740,5
41,-,,Mｉnelva,1739,5
42,-,,nero＋α,1739,5
43,-,,小作人,1739,5
44,-,,ＬＡ：ＮＡ,1737,5
45,-,,魔女の使いジジ,1737,5
46,-,,WildCandy♪,1735,5
47,-,,お試しください♪,1735,5
48,-,,バロシャン,1734,5
49,-,,リンチェンコ,1734,5
50,-,,コールドプレイ,1733,5
