,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1977,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1943,5
3,-,,八番手,1939,5
4,-,,∬purposefire∬,1928,5
5,-,,ﾏｰｺﾞｯﾄ,1928,5
6,-,,五十嵐由貴,1926,5
7,-,,syouitirou,1921,5
8,-,,武神゜,1921,5
9,-,,嶋野の狂犬,1919,5
10,-,,だるま親方♪,1912,5
11,-,,らぶのーと♪,1909,5
12,-,,WildCandy♪,1900,5
13,-,,つよみん,1900,5
14,-,,らんさー・ｗ・,1890,5
15,-,,きゃぴ☆,1888,5
16,-,,ゆめごん,1888,5
17,-,,AllRangeClear☆,1887,5
18,-,,∬Veloce∬,1883,5
19,-,,amagon,1883,5
20,-,,平岡智世,1875,5
21,-,,ににお,1872,5
22,-,,pikashu,1863,5
23,-,,Mｉnelva,1855,5
24,-,,millay,1851,5
25,-,,bitaminn,1847,5
26,-,,ShineLight,1846,5
27,-,,gingingin,1840,5
28,-,,Lionel・MessiⅡ,1838,5
29,-,,魔女の使いジジ,1837,5
30,-,,れっどしーふ,1836,5
31,-,,HIMAMA,1834,5
32,-,,AiryKuroe,1834,5
33,-,,neon43,1833,5
34,-,,Daifuku,1832,5
35,-,,レミニセンス,1830,5
36,-,,クレモル,1830,5
37,-,,岡島タエ子,1828,5
38,-,,ぽこっさん,1827,5
39,-,,啓士郎,1825,5
40,-,,bsk団,1825,5
41,-,,☆セントレア☆,1820,5
42,-,,星にねがいを,1819,5
43,-,,高天原ゆとり,1819,5
44,-,,δsnowδ,1819,5
45,-,,醤油取って,1818,5
46,-,,２２３２,1816,5
47,-,,ビッグマシーン,1812,5
48,-,,腰痛の爺,1809,5
49,-,,Woｌｌim,1806,5
50,-,,Mysh,1806,5
