,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1947,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1913,5
3,-,,八番手,1912,5
4,-,,五十嵐由貴,1899,5
5,-,,ﾏｰｺﾞｯﾄ,1899,5
6,-,,∬purposefire∬,1897,5
7,-,,武神゜,1894,5
8,-,,syouitirou,1889,5
9,-,,嶋野の狂犬,1881,5
10,-,,らぶのーと♪,1881,5
11,-,,だるま親方♪,1877,5
12,-,,きゃぴ☆,1868,5
13,-,,AllRangeClear☆,1862,5
14,-,,ゆめごん,1862,5
15,-,,つよみん,1860,5
16,-,,WildCandy♪,1859,5
17,-,,∬Veloce∬,1857,5
18,-,,平岡智世,1853,5
19,-,,amagon,1851,5
20,-,,pikashu,1850,5
21,-,,ににお,1849,5
22,-,,Mｉnelva,1841,5
23,-,,ShineLight,1840,5
24,-,,millay,1834,5
25,-,,bitaminn,1833,5
26,-,,neon43,1833,5
27,-,,れっどしーふ,1831,5
28,-,,gingingin,1830,5
29,-,,レミニセンス,1830,5
30,-,,Lionel・MessiⅡ,1828,5
31,-,,岡島タエ子,1828,5
32,-,,魔女の使いジジ,1828,5
33,-,,HIMAMA,1826,5
34,-,,クレモル,1823,5
35,-,,AiryKuroe,1823,5
36,-,,高天原ゆとり,1819,5
37,-,,δsnowδ,1819,5
38,-,,Daifuku,1817,5
39,-,,bsk団,1817,5
40,-,,ぽこっさん,1814,5
41,-,,ビッグマシーン,1812,5
42,-,,啓士郎,1810,5
43,-,,☆セントレア☆,1809,5
44,-,,腰痛の爺,1809,5
45,-,,醤油取って,1808,5
46,-,,らんさー・ｗ・,1808,5
47,-,,Woｌｌim,1806,5
48,-,,Mysh,1806,5
49,-,,ブレイブスカイ,1805,5
50,-,,お試しください♪,1804,5
