,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1847,5
2,-,,ﾏｰｺﾞｯﾄ,1840,5
3,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1839,5
4,-,,八番手,1838,5
5,-,,五十嵐由貴,1836,5
6,-,,つよみん,1829,5
7,-,,neon43,1828,5
8,-,,∬purposefire∬,1826,5
9,-,,武神゜,1826,5
10,-,,らぶのーと♪,1825,5
11,-,,だるま親方♪,1825,5
12,-,,岡島タエ子,1823,5
13,-,,きゃぴ☆,1820,5
14,-,,レミニセンス,1819,5
15,-,,amagon,1819,5
16,-,,高天原ゆとり,1817,5
17,-,,syouitirou,1811,5
18,-,,pikashu,1811,5
19,-,,クレモル,1810,5
20,-,,δsnowδ,1810,5
21,-,,腰痛の爺,1809,5
22,-,,Mｉnelva,1805,5
23,-,,Woｌｌim,1805,5
24,-,,Lionel・MessiⅡ,1804,5
25,-,,WildCandy♪,1803,5
26,-,,∬Veloce∬,1803,5
27,-,,ブレイブスカイ,1802,5
28,-,,AllRangeClear☆,1802,5
29,-,,れっどしーふ,1802,5
30,-,,砂の果実,1802,5
31,-,,ゆめごん,1802,5
32,-,,Mysh,1802,5
33,-,,bsk団,1801,5
34,-,,♪レナ♪,1800,5
35,-,,∬vergeofdeath∬,1800,5
36,-,,平岡智世,1800,5
37,-,,星にねがいを,1800,5
38,-,,おばさんULT,1800,5
39,-,,お前もう船降りろ,1800,5
40,-,,トリクシー,1800,5
41,-,,gingingin,1795,5
42,-,,millay,1795,5
43,-,,HIMAMA,1794,5
44,-,,魔女の使いジジ,1793,5
45,-,,戦慄のおっさん,1790,5
46,-,,☆セントレア☆,1789,5
47,-,,ビッグマシーン,1787,5
48,-,,bitaminn,1784,5
49,-,,お試しください♪,1784,5
50,-,,コールドプレイ,1782,5
