,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1900,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1869,5
3,-,,ﾏｰｺﾞｯﾄ,1868,5
4,-,,五十嵐由貴,1863,5
5,-,,武神゜,1859,5
6,-,,らぶのーと♪,1855,5
7,-,,きゃぴ☆,1848,5
8,-,,syouitirou,1846,5
9,-,,∬purposefire∬,1846,5
10,-,,八番手,1843,5
11,-,,だるま親方♪,1841,5
12,-,,AllRangeClear☆,1840,5
13,-,,嶋野の狂犬,1840,5
14,-,,つよみん,1839,5
15,-,,ゆめごん,1837,5
16,-,,neon43,1833,5
17,-,,WildCandy♪,1832,5
18,-,,∬Veloce∬,1832,5
19,-,,レミニセンス,1830,5
20,-,,岡島タエ子,1828,5
21,-,,ShineLight,1828,5
22,-,,amagon,1826,5
23,-,,平岡智世,1825,5
24,-,,pikashu,1821,5
25,-,,Mｉnelva,1820,5
26,-,,高天原ゆとり,1819,5
27,-,,Lionel・MessiⅡ,1817,5
28,-,,れっどしーふ,1814,5
29,-,,魔女の使いジジ,1812,5
30,-,,δsnowδ,1812,5
31,-,,bsk団,1811,5
32,-,,クレモル,1811,5
33,-,,bitaminn,1810,5
34,-,,gingingin,1810,5
35,-,,ににお,1810,5
36,-,,millay,1810,5
37,-,,腰痛の爺,1809,5
38,-,,ビッグマシーン,1808,5
39,-,,ぽこっさん,1808,5
40,-,,☆セントレア☆,1807,5
41,-,,Woｌｌim,1806,5
42,-,,Mysh,1806,5
43,-,,ブレイブスカイ,1805,5
44,-,,お試しください♪,1804,5
45,-,,HIMAMA,1804,5
46,-,,AiryKuroe,1804,5
47,-,,砂の果実,1803,5
48,-,,Daifuku,1803,5
49,-,,おばさんULT,1803,5
50,-,,啓士郎,1801,5
