,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1824,5
2,-,,ﾏｰｺﾞｯﾄ,1817,5
3,-,,∬purposefire∬,1813,5
4,-,,つよみん,1813,5
5,-,,五十嵐由貴,1812,5
6,-,,武神゜,1811,5
7,-,,neon43,1806,5
8,-,,八番手,1805,5
9,-,,らぶのーと♪,1804,5
10,-,,Mysh,1802,5
11,-,,砂の果実,1794,5
12,-,,HIMAMA,1794,5
13,-,,ブレイブスカイ,1792,5
14,-,,腰痛の爺,1791,5
15,-,,pikashu,1787,5
16,-,,amagon,1787,5
17,-,,だるま親方♪,1786,5
18,-,,Lionel・MessiⅡ,1784,5
19,-,,syouitirou,1781,5
20,-,,ゆめごん,1781,5
21,-,,高天原ゆとり,1779,5
22,-,,δsnowδ,1776,5
23,-,,きゃぴ☆,1772,5
24,-,,戦慄のおっさん,1770,5
25,-,,筋肉もり男,1765,5
26,-,,トリクシー,1763,5
27,-,,♪レナ♪,1760,5
28,-,,平岡智世,1754,5
29,-,,AllRangeClear☆,1754,5
30,-,,bitaminn,1753,5
31,-,,gingingin,1753,5
32,-,,☆セントレア☆,1753,5
33,-,,クレモル,1752,5
34,-,,DarkGradation,1751,5
35,-,,醤油取って,1749,5
36,-,,れっどしーふ,1748,5
37,-,,∬Veloce∬,1748,5
38,-,,錨輝く鮎,1743,5
39,-,,Mｉnelva,1742,5
40,-,,Lightperformer,1742,5
41,-,,nero＋α,1741,5
42,-,,bsk団,1741,5
43,-,,小作人,1739,5
44,-,,魔女の使いジジ,1739,5
45,-,,ＬＡ：ＮＡ,1737,5
46,-,,コールドプレイ,1736,5
47,-,,WildCandy♪,1735,5
48,-,,お試しください♪,1735,5
49,-,,バロシャン,1734,5
50,-,,リンチェンコ,1734,5
