,-,職業,キャラクター,レベル,転生回数
1,-,,syouitirou,2000,5
2,-,,∬purposefire∬,2000,5
3,-,,嶋野の狂犬,2000,5
4,-,,ミルリ,2000,5
5,-,,武神゜,2000,5
6,-,,五十嵐由貴,2000,5
7,-,,らぶのーと♪,2000,5
8,-,,らんさー・ｗ・,2000,5
9,-,,八番手,2000,5
10,-,,pikashu,2000,5
11,-,,だるま親方♪,2000,5
12,-,,ﾏｰｺﾞｯﾄ,2000,5
13,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,5
14,-,,つよみん,1994,5
15,-,,WildCandy♪,1979,5
16,-,,amagon,1966,5
17,-,,ShineLight,1956,5
18,-,,ゆめごん,1943,5
19,-,,AllRangeClear☆,1942,5
20,-,,平岡智世,1938,5
21,-,,neon43,1935,5
22,-,,ににお,1934,5
23,-,,高天原ゆとり,1932,5
24,-,,∬Veloce∬,1923,5
25,-,,Mｉnelva,1920,5
26,-,,☆セントレア☆,1920,5
27,-,,ぽこっさん,1920,5
28,-,,きゃぴ☆,1918,5
29,-,,ビッグマ万太郎,1917,5
30,-,,gingingin,1913,5
31,-,,醤油取って,1909,5
32,-,,れっどしーふ,1903,5
33,-,,AiryKuroe,1897,5
34,-,,クレモル,1895,5
35,-,,ティダ射手,1884,5
36,-,,真衣ちゃん,1882,5
37,-,,魔女の使いジジ,1880,5
38,-,,啓士郎,1875,5
39,-,,Daifuku,1875,5
40,-,,bitaminn,1874,5
41,-,,ブレイブスカイ,1867,5
42,-,,２２３２,1867,5
43,-,,bsk団,1867,5
44,-,,Faluna,1861,5
45,-,,どんの助,1853,5
46,-,,コールドプレイ,1852,5
47,-,,運命を呪う死神,1852,5
48,-,,＄デビル＄,1850,5
49,-,,赤エンピツ,1850,5
50,-,,点灯,1846,5
