,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1814,5
2,-,,つよみん,1805,5
3,-,,ﾏｰｺﾞｯﾄ,1805,5
4,-,,∬purposefire∬,1803,5
5,-,,武神゜,1803,5
6,-,,五十嵐由貴,1801,5
7,-,,HIMAMA,1793,5
8,-,,らぶのーと♪,1792,5
9,-,,neon43,1792,5
10,-,,八番手,1783,5
11,-,,Mysh,1783,5
12,-,,pikashu,1781,5
13,-,,腰痛の爺,1779,5
14,-,,砂の果実,1775,5
15,-,,amagon,1775,5
16,-,,ブレイブスカイ,1770,5
17,-,,syouitirou,1769,5
18,-,,きゃぴ☆,1769,5
19,-,,Lionel・MessiⅡ,1768,5
20,-,,筋肉もり男,1764,5
21,-,,ゆめごん,1759,5
22,-,,戦慄のおっさん,1759,5
23,-,,高天原ゆとり,1759,5
24,-,,AllRangeClear☆,1753,5
25,-,,トリクシー,1752,5
26,-,,☆セントレア☆,1751,5
27,-,,DarkGradation,1751,5
28,-,,♪レナ♪,1750,5
29,-,,bitaminn,1749,5
30,-,,δsnowδ,1748,5
31,-,,クレモル,1746,5
32,-,,gingingin,1745,5
33,-,,錨輝く鮎,1743,5
34,-,,Lightperformer,1742,5
35,-,,れっどしーふ,1740,5
36,-,,醤油取って,1738,5
37,-,,ＬＡ：ＮＡ,1737,5
38,-,,小作人,1736,5
39,-,,お試しください♪,1735,5
40,-,,だるま親方♪,1735,5
41,-,,WildCandy♪,1734,5
42,-,,魔女の使いジジ,1734,5
43,-,,リンチェンコ,1734,5
44,-,,岡島タエ子,1732,5
45,-,,平岡智世,1730,5
46,-,,Mｉnelva,1729,5
47,-,,∬Veloce∬,1729,5
48,-,,お嫁においでよ〆,1728,5
49,-,,LOVEマシーン♪,1727,5
50,-,,点灯,1727,5
