,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1828,5
2,-,,ﾏｰｺﾞｯﾄ,1822,5
3,-,,五十嵐由貴,1818,5
4,-,,つよみん,1818,5
5,-,,∬purposefire∬,1816,5
6,-,,武神゜,1814,5
7,-,,八番手,1812,5
8,-,,neon43,1810,5
9,-,,らぶのーと♪,1806,5
10,-,,Mysh,1802,5
11,-,,ブレイブスカイ,1800,5
12,-,,砂の果実,1800,5
13,-,,だるま親方♪,1800,5
14,-,,腰痛の爺,1798,5
15,-,,HIMAMA,1794,5
16,-,,ゆめごん,1792,5
17,-,,pikashu,1792,5
18,-,,amagon,1792,5
19,-,,高天原ゆとり,1790,5
20,-,,Lionel・MessiⅡ,1789,5
21,-,,δsnowδ,1787,5
22,-,,syouitirou,1785,5
23,-,,きゃぴ☆,1777,5
24,-,,戦慄のおっさん,1775,5
25,-,,平岡智世,1774,5
26,-,,トリクシー,1770,5
27,-,,∬Veloce∬,1766,5
28,-,,筋肉もり男,1765,5
29,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1765,5
30,-,,醤油取って,1764,5
31,-,,♪レナ♪,1763,5
32,-,,AllRangeClear☆,1763,5
33,-,,bsk団,1759,5
34,-,,bitaminn,1757,5
35,-,,クレモル,1756,5
36,-,,れっどしーふ,1754,5
37,-,,Mｉnelva,1754,5
38,-,,nero＋α,1754,5
39,-,,gingingin,1753,5
40,-,,☆セントレア☆,1753,5
41,-,,DarkGradation,1751,5
42,-,,魔女の使いジジ,1751,5
43,-,,コールドプレイ,1748,5
44,-,,dokuringo,1747,5
45,-,,Lightperformer,1743,5
46,-,,錨輝く鮎,1743,5
47,-,,おばさんULT,1741,5
48,-,,小作人,1739,5
49,-,,ＬＡ：ＮＡ,1737,5
50,-,,WildCandy♪,1735,5
