,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1984,5
2,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1949,5
3,-,,八番手,1942,5
4,-,,∬purposefire∬,1932,5
5,-,,ﾏｰｺﾞｯﾄ,1930,5
6,-,,五十嵐由貴,1928,5
7,-,,syouitirou,1925,5
8,-,,武神゜,1924,5
9,-,,嶋野の狂犬,1921,5
10,-,,らぶのーと♪,1914,5
11,-,,だるま親方♪,1914,5
12,-,,らんさー・ｗ・,1905,5
13,-,,WildCandy♪,1902,5
14,-,,つよみん,1900,5
15,-,,きゃぴ☆,1888,5
16,-,,ゆめごん,1888,5
17,-,,AllRangeClear☆,1887,5
18,-,,amagon,1887,5
19,-,,∬Veloce∬,1883,5
20,-,,平岡智世,1876,5
21,-,,ににお,1873,5
22,-,,pikashu,1866,5
23,-,,Mｉnelva,1858,5
24,-,,millay,1853,5
25,-,,bitaminn,1849,5
26,-,,ShineLight,1846,5
27,-,,gingingin,1841,5
28,-,,Lionel・MessiⅡ,1838,5
29,-,,れっどしーふ,1838,5
30,-,,魔女の使いジジ,1838,5
31,-,,AiryKuroe,1835,5
32,-,,HIMAMA,1834,5
33,-,,neon43,1833,5
34,-,,Daifuku,1832,5
35,-,,レミニセンス,1830,5
36,-,,クレモル,1830,5
37,-,,ぽこっさん,1829,5
38,-,,岡島タエ子,1828,5
39,-,,啓士郎,1825,5
40,-,,bsk団,1825,5
41,-,,星にねがいを,1823,5
42,-,,☆セントレア☆,1820,5
43,-,,高天原ゆとり,1819,5
44,-,,δsnowδ,1819,5
45,-,,醤油取って,1818,5
46,-,,２２３２,1816,5
47,-,,ビッグマシーン,1812,5
48,-,,腰痛の爺,1809,5
49,-,,Woｌｌim,1806,5
50,-,,Mysh,1806,5
