,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1851,5
2,-,,ﾏｰｺﾞｯﾄ,1845,5
3,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1843,5
4,-,,八番手,1842,5
5,-,,五十嵐由貴,1839,5
6,-,,∬purposefire∬,1832,5
7,-,,neon43,1832,5
8,-,,つよみん,1830,5
9,-,,武神゜,1829,5
10,-,,岡島タエ子,1828,5
11,-,,レミニセンス,1828,5
12,-,,きゃぴ☆,1827,5
13,-,,らぶのーと♪,1827,5
14,-,,だるま親方♪,1826,5
15,-,,amagon,1822,5
16,-,,高天原ゆとり,1817,5
17,-,,syouitirou,1815,5
18,-,,嶋野の狂犬,1814,5
19,-,,pikashu,1813,5
20,-,,δsnowδ,1811,5
21,-,,クレモル,1810,5
22,-,,Mｉnelva,1809,5
23,-,,腰痛の爺,1809,5
24,-,,れっどしーふ,1806,5
25,-,,☆セントレア☆,1806,5
26,-,,Mysh,1806,5
27,-,,Lionel・MessiⅡ,1805,5
28,-,,ShineLight,1805,5
29,-,,Woｌｌim,1805,5
30,-,,AllRangeClear☆,1804,5
31,-,,WildCandy♪,1804,5
32,-,,ブレイブスカイ,1803,5
33,-,,gingingin,1803,5
34,-,,砂の果実,1803,5
35,-,,ゆめごん,1803,5
36,-,,∬Veloce∬,1803,5
37,-,,ビッグマシーン,1802,5
38,-,,おばさんULT,1802,5
39,-,,millay,1802,5
40,-,,お試しください♪,1801,5
41,-,,bsk団,1801,5
42,-,,トリクシー,1801,5
43,-,,♪レナ♪,1800,5
44,-,,∬vergeofdeath∬,1800,5
45,-,,平岡智世,1800,5
46,-,,ミフラ,1800,5
47,-,,星にねがいを,1800,5
48,-,,ぽこっさん,1800,5
49,-,,Daifuku,1800,5
50,-,,DarkGradation,1800,5
