,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1850,5
2,-,,ﾏｰｺﾞｯﾄ,1843,5
3,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1842,5
4,-,,八番手,1840,5
5,-,,五十嵐由貴,1839,5
6,-,,つよみん,1830,5
7,-,,neon43,1830,5
8,-,,岡島タエ子,1828,5
9,-,,∬purposefire∬,1827,5
10,-,,武神゜,1827,5
11,-,,レミニセンス,1827,5
12,-,,きゃぴ☆,1826,5
13,-,,らぶのーと♪,1826,5
14,-,,だるま親方♪,1826,5
15,-,,amagon,1820,5
16,-,,高天原ゆとり,1817,5
17,-,,syouitirou,1813,5
18,-,,pikashu,1812,5
19,-,,クレモル,1810,5
20,-,,δsnowδ,1810,5
21,-,,腰痛の爺,1809,5
22,-,,嶋野の狂犬,1806,5
23,-,,Mｉnelva,1806,5
24,-,,Mysh,1806,5
25,-,,Lionel・MessiⅡ,1805,5
26,-,,れっどしーふ,1805,5
27,-,,Woｌｌim,1805,5
28,-,,AllRangeClear☆,1804,5
29,-,,ブレイブスカイ,1803,5
30,-,,WildCandy♪,1803,5
31,-,,☆セントレア☆,1803,5
32,-,,ゆめごん,1803,5
33,-,,∬Veloce∬,1803,5
34,-,,gingingin,1802,5
35,-,,砂の果実,1802,5
36,-,,bsk団,1801,5
37,-,,おばさんULT,1801,5
38,-,,トリクシー,1801,5
39,-,,♪レナ♪,1800,5
40,-,,∬vergeofdeath∬,1800,5
41,-,,平岡智世,1800,5
42,-,,星にねがいを,1800,5
43,-,,お試しください♪,1800,5
44,-,,DarkGradation,1800,5
45,-,,お前もう船降りろ,1800,5
46,-,,ビッグマシーン,1799,5
47,-,,millay,1798,5
48,-,,魔女の使いジジ,1795,5
49,-,,HIMAMA,1794,5
50,-,,ShineLight,1793,5
