,サマナー,ぷーちゃん♪,1452,5
144位,,闘士,☆よなぐに☆,1204,5
145位,,剣士,DTゆうや,1204,5
146位,,黒魔術師,meden,1203,5
147位,,ランサー,ふぁみりった,1203,5
148位,,ビショップ,神聖桜,1203,5
149位,,霊術師,Gazelle_yui,1202,5
150位,,戦士,くびら,1202,5
151位,,ランサー,ｼﾞｪﾌﾃｨ,1201,5
152位,,武道家,Melttykiss☆,1201,5
153位,,武道家,ねこぱんつ,1201,3
154位,,ビーストテイマー,karu_g,1200,5
155位,,アーチャー,￡impulse￡,1200,5
156位,,シーフ,WELLBE,1200,5
157位,,追放天使,ダーグル,1200,5
158位,,ビショップ,†御殴裏隙打郎†,1200,5
159位,,霊術師,ふーにゃ,1198,5
160位,,戦士,カトリ。,1198,5
161位,,サマナー,∬ルシフェリア∬,1196,5
162位,,剣士,Graaazie,1196,5
163位,,ランサー,ちゃわ～ん＾＾,1194,5
164位,,プリンセス,狼妃,1190,5
165位,,シーフ,温泉ソムリエ,1189,5
166位,,リトルウィッチ,～ジェス～,1188,5
167位,,アーチャー,魚有,1187,5
168位,,ウィザード,Lenard,1187,5
169位,,霊術師,watta_gra,1186,5
170位,,シーフ,バイフリッツ,1186,5
171位,,ランサー,つば○,1185,5
172位,,光奏師,Nigelle,1184,5
173位,,ランサー,Ａ・シャリアール,1183,5
174位,,ランサー,ko_san,1183,5
175位,,シーフ,nanakusa,1182,5
176位,,ランサー,望みし永遠の混沌,1181,5
177位,,シーフ,backnumber大好き,1180,5
178位,,戦士,ポロさん,1180,5
179位,,ランサー,covid,1179,5
180位,,ウルフマン,忠義の狗爪ココ,1177,5
181位,,ウィザード,残兵首領,1175,5
182位,,黒魔術師,ひらぺん,1174,5
183位,,追放天使,Cens,1173,5
184位,,ランサー,小豆桔梗,1172,5
185位,,黒魔術師,FrouFrou,1171,5
186位,,霊術師,まえがちゃん,1171,5
187位,,霊術師,キッコーマソ,1170,5
188位,,ランサー,20％Over,1170,5
189位,,ウィザード,akimasaだよ。,1170,5
190位,,霊術師,bycm,1169,5
191位,,ウィザード,TAKUGON,1169,5
192位,,武道家,瑞雲改二,1167,5
193位,,剣士,ﾀﾞｰﾄﾃﾄﾗ,1167,5
194位,,武道家,比企谷はちまん,1166,5
195位,,悪魔,魔法の壁,1163,5
196位,,リトルウィッチ,Artesano,1162,5
197位,,獣人,ひひまま,1160,5
198位,,戦士,カナト,1160,5
199位,,武道家,鬼一家,1158,5
200位,,武道家,かみまみ,1156,5
201位,,ウルフマン,ﾓｼﾞｬﾓｼﾞｬおじさん,1154,5
202位,,戦士,Destron,1154,5
203位,,シーフ,漣鎖,1151,5
204位,,ウィザード,nayaata,1151,5
205位,,獣人,おーいえ,1149,5
206位,,リトルウィッチ,RelMayer,1149,5
207位,,アルケミスト,Crewd,1146,5
208位,,黒魔術師,みるきちん,1145,5
209位,,リトルウィッチ,花咲乙女達の影に,1144,5
210位,,ランサー,とっぽぎの踊り子,1144,5
211位,,剣士,くろしば,1142,5
212位,,黒魔術師,紫りのん,1138,5
213位,,武道家,宅見,1137,5
214位,,武道家,マンナンライフ３,1135,5
215位,,霊術師,ﾎﾟｶﾎﾝﾀｽ,1134,5
216位,,シーフ,じゅえちゃん,1134,5
217位,,黒魔術師,Lime。,1133,5
218位,,サマナー,帝愛会長,1133,5
219位,,武道家,いもむし♪,1133,5
220位,,獣人,わべ助,1132,5
221位,,ランサー,Tummy,1132,5
222位,,ウルフマン,ｂｏｗ‐ｗｏｗ,1132,5
223位,,戦士,MurderMan,1131,5
224位,,闘士,○○○○●,1130,5
225位,,闘士,アンヘル＿,1130,5
226位,,リトルウィッチ,魔凜,1130,5
227位,,ウィザード,hinaru,1129,5
228位,,獣人,towaco．β,1128,5
229位,,シーフ,シッフー,1128,5
230位,,霊術師,吉田沙保里のASMR,1126,5
231位,,アーチャー,イリス・エリス,1126,5
232位,,戦士,ここぷ,1126,5
233位,,光奏師,My☆Dear,1124,5
234位,,アーチャー,ぴちゃ,1124,5
235位,,ウィザード,フラウボー,1122,5
236位,,マスケッティア,ズックにロック,1121,5
237位,,黒魔術師,ψ芽亜ψ,1120,5
238位,,リトルウィッチ,かなぷる親父号,1120,5
239位,,アーチャー,ﾗﾐｰﾉｰｽﾞﾃﾄﾗ,1120,5
240位,,ランサー,ジンランサー,1120,5
241位,,戦士,５㍉,1120,5
242位,,剣士,ロビンフッド☆,1120,5
243位,,追放天使,Xenn,1119,5
244位,,ランサー,。ゆーにゃ。,1117,5
245位,,戦士,はるたそ,1117,5
246位,,武道家,BLAAKSHOUT,1116,5
247位,,プリンセス,麻梨亜,1115,5
248位,,プリンセス,早見,1114,5
249位,,ウィザード,t_e_i,1113,5
250位,,黒魔術師,黒蒼穹,1111,5
251位,,霊術師,‐MIYU‐,1111,5
252位,,ランサー,ことちゃん,1111,5
253位,,武道家,shinki3,1110,5
254位,,ウルフマン,琥炭,1110,5
255位,,戦士,オコノ,1108,5
256位,,光奏師,賀喜,1107,5
257位,,武道家,隠れ里,1107,5
258位,,獣人,ブルーなしゅり,1105,5
259位,,アーチャー,流星の猫,1105,5
260位,,ランサー,nonameさん,1104,5
261位,,ランサー,えいしぐ,1103,5
262位,,剣士,swordko,1103,5
263位,,ランサー,Spallow_Tail,1102,5
264位,,シーフ,September☆7th,1101,5
265位,,剣士,WEDGWOOD,1101,5
266位,,リトルウィッチ,pomm,1100,5
267位,,プリンセス,ファーナ。,1099,5
268位,,ビショップ,（＝ω＝安,1095,5
269位,,ウルフマン,ざぶとん☆,1093,5
270位,,プリンセス,七槻四季,1093,3
271位,,悪魔,よなくま,1091,5
272位,,剣士,魔じぇ,1091,5
273位,,剣士,rotarisl,1091,5
274位,,武道家,ココナッツン,1090,5
275位,,追放天使,無我夢中♪,1090,5
276位,,戦士,カミソン,1090,5
277位,,ランサー,ゆるふわ系,1089,5
278位,,剣士,monaka43,1088,5
279位,,リトルウィッチ,ネオロック,1087,5
280位,,ランサー,ニャ－さん,1087,5
281位,,シーフ,ふゆさんまん,1086,5
282位,,剣士,風小僧,1085,5
283位,,剣士,RORONOA＋ZORO,1085,5
284位,,ランサー,青なな,1083,5
285位,,霊術師,双七,1082,5
286位,,ランサー,アバハラキ,1082,5
287位,,シーフ,Pokerhero,1082,5
288位,,ランサー,パーニャ,1079,5
289位,,霊術師,Leccee,1077,5
290位,,追放天使,茶蕎麦,1076,5
291位,,ランサー,タウリエル,1075,5
292位,,獣人,EinherjarAlbedo,1074,5
293位,,追放天使,にゃんたきー,1074,5
294位,,プリンセス,らいみん,1073,5
295位,,武道家,モリタン♪,1073,5
296位,,リトルウィッチ,不安㍑,1072,5
297位,,ランサー,となてぃう,1072,5
298位,,ランサー,梅酒ソーダ,1071,5
299位,,獣人,∮シルク∮,1070,5
300位,,ビショップ,chinki,1070,5
301位,,獣人,ashely_keith,1068,5
302位,,追放天使,じぇにどん,1067,5
303位,,武道家,ノアだけはガチ,1066,5
304位,,ランサー,アゼルマ,1065,5
305位,,シーフ,てけぞー,1065,5
306位,,アーチャー,てんち♪,1064,5
307位,,獣人,間衣華,1064,3
308位,,闘士,＊stitch＊,1063,5
309位,,獣人,新しい世界への扉,1062,5
310位,,獣人,卍gotcha卍,1061,5
311位,,光奏師,Gazelle_tim,1060,5
312位,,悪魔,Almagest,1059,5
313位,,プリンセス,伊吹姫奈,1059,5
314位,,ランサー,眠神☆ヒュノプス,1058,5
315位,,シーフ,怪盗るぱんⅢ,1058,5
316位,,ランサー,くまもん♪,1057,5
317位,,ウィザード,Gazelle_sup,1057,5
318位,,獣人,ナオタ！！！！！,1056,5
319位,,リトルウィッチ,くりゅう,1055,5
320位,,獣人,白銀の威虎リオン,1054,5
321位,,武道家,地下室,1054,5
322位,,武道家,ろっきんぽ,1054,5
323位,,光奏師,へくまr,1053,5
324位,,サマナー,キャロりん,1053,5
325位,,アーチャー,くろまS,1052,5
326位,,ランサー,雷蓮,1052,5
327位,,闘士,ぷちゅあ,1051,5
328位,,シーフ,めぎぃ,1050,5
329位,,ウルフマン,ふろーる犬,1050,5
330位,,剣士,マイシャローナ,1050,5
331位,,ランサー,あいこすまるち,1049,5
332位,,シーフ,うりゅりん♂,1046,5
333位,,リトルウィッチ,Liaison,1046,4
334位,,追放天使,ごるでん,1046,3
335位,,アーチャー,梨莉子,1045,5
336位,,サマナー,ちくわまる,1044,5
337位,,ランサー,花鳥くん,1044,5
338位,,戦士,シュガ♪,1044,5
339位,,ランサー,カヤちゃん,1043,5
340位,,霊術師,メラメライド,1041,5
341位,,武道家,kabeちゃん,1041,5
342位,,ウィザード,夏の残り火,1041,5
343位,,アルケミスト,EquilibrioAlba,1040,5
344位,,霊術師,ナツメグ。,1040,5
345位,,サマナー,納豆かけ御飯,1040,5
346位,,ランサー,†微笑のテレサ†,1038,5
347位,,ランサー,Vendome,1038,5
348位,,霊術師,アミリア´,1037,5
349位,,プリンセス,未來♪,1037,5
350位,,ランサー,ranko_star,1037,5
351位,,ランサー,こまめちゃん☆,1037,5
352位,,悪魔,ｲｾﾘｱ・ｸｲｰﾝ,1036,5
353位,,ランサー,sherry,1036,5
354位,,霊術師,●●●●●●,1035,5
355位,,ウルフマン,J･Lal,1035,5
356位,,光奏師,HotLip,1034,5
357位,,悪魔,か～ら,1034,5
358位,,剣士,Kabunushiⅲ,1032,5
359位,,霊術師,レアミート,1031,5
360位,,サマナー,笛吹奏,1031,5
361位,,ランサー,ダンス山本,1031,5
362位,,サマナー,nerumo,1030,5
363位,,武道家,dorororo,1030,5
364位,,ウィザード,水縹,1030,5
365位,,獣人,化獣語,1029,5
366位,,霊術師,すとれるか,1028,5
367位,,追放天使,AirMan320,1028,5
368位,,ウルフマン,隻眼の魔術師,1028,5
369位,,武道家,ﾌﾗﾝｼｳﾑ,1027,5
370位,,ランサー,ツドイ,1027,4
371位,,ウィザード,♪復活レオン555,1026,5
372位,,悪魔,ﾋﾟｰｽ☆,1025,5
373位,,シーフ,スケベん,1025,5
374位,,戦士,Ghix,1025,5
375位,,霊術師,ブラック・モア,1024,5
376位,,追放天使,グッロチ,1024,5
377位,,ランサー,セレスティーナ,1023,5
378位,,ウィザード,のんた～ん,1023,5
379位,,剣士,ZODIAC6168,1023,5
380位,,アルケミスト,dellapeste,1022,5
381位,,獣人,肋木,1022,5
382位,,武道家,黒ﾚﾝ,1022,5
383位,,シーフ,Sinfulove,1022,5
384位,,シーフ,山佐花月,1022,5
385位,,戦士,赤むつ,1022,5
386位,,剣士,アイラル,1022,5
387位,,剣士,コッコロたん,1022,5
388位,,黒魔術師,麻李亜,1021,5
389位,,ランサー,Latuni,1021,5
390位,,武道家,yamada3000,1021,5
391位,,シーフ,ｺﾊﾞｹｿ,1021,5
392位,,マスケッティア,右手には約束を。,1020,5
393位,,闘士,鶯桜國愛,1020,5
394位,,武道家,わべ丸,1020,5
395位,,武道家,ふろーる,1020,5
396位,,黒魔術師,トケンカ_柘榴,1019,5
397位,,闘士,Ⅷ秋桜Ⅷ,1019,5
398位,,悪魔,幻魔狼士,1019,5
399位,,ビーストテイマー,LaLaLaLALALA,1019,5
400位,,追放天使,фButterーFlyф,1019,5
401位,,ウィザード,Lepperhoff,1019,5
402位,,ウィザード,さーやん♪,1019,5
403位,,獣人,こはく。,1018,5
404位,,リトルウィッチ,上下左右回転使い,1018,5
405位,,アーチャー,A・シャリアール,1018,5
406位,,ウィザード,かなWIZ,1018,5
407位,,武道家,ぺしゅん,1018,4
408位,,ランサー,モツ影,1017,5
409位,,シーフ,旗振りたぬき,1017,5
410位,,ウィザード,ひろぽんwiz,1017,5
411位,,メイド,あざといたぬき,1016,5
412位,,獣人,役満チャンス,1016,5
413位,,アーチャー,ジニー。ナイツ,1016,5
414位,,追放天使,☆志音☆,1016,5
415位,,獣人,双子マン,1015,5
416位,,ネクロマンサー,BlackBoss,1015,5
417位,,ウィザード,ちゃこたりあん,1015,5
418位,,ウィザード,靈猫,1015,5
419位,,霊術師,ばるるん,1014,5
420位,,ランサー,§美影意志§,1014,5
421位,,武道家,武田徹夜,1014,5
422位,,霊術師,FineWeather,1013,5
423位,,サマナー,ほっかほか,1013,5
424位,,アーチャー,Manaco,1013,5
425位,,ランサー,砕龍´,1013,5
426位,,武道家,Bーふ,1013,5
427位,,武道家,きしえる,1013,5
428位,,武道家,シンメ,1013,5
429位,,戦士,LilaNia,1012,5
430位,,剣士,kekeⅱ,1012,5
431位,,霊術師,ﾈｸﾛ。,1011,5
432位,,ウィザード,きめれんとん,1011,5
433位,,黒魔術師,asnon,1010,5
434位,,光奏師,RosaiDorfman,1010,5
435位,,武道家,あいこすぅ,1010,5
436位,,獣人,発達した筋肉,1010,4
437位,,霊術師,ｶﾄﾗｰ･ﾍﾞｹｯﾄ,1009,5
438位,,リトルウィッチ,京子たん,1009,5
439位,,プリンセス,上弦の陸【堕姫】,1009,5
440位,,ランサー,イリナ。,1009,5
441位,,ランサー,0nak4Su1ta,1009,5
442位,,アルケミスト,Vitamin3000,1008,5
443位,,黒魔術師,ねこじゅつし,1008,5
444位,,霊術師,○カマです。。,1008,5
445位,,武道家,1901,1007,5
446位,,ビショップ,圭一さん,1007,5
447位,,剣士,GrantKeeneth,1007,5
448位,,霊術師,雪奈。,1006,5
449位,,ビショップ,アタックチャンス,1006,5
450位,,ウィザード,Матрёшка,1006,5
451位,,ウィザード,け～む,1006,5
452位,,ランサー,凛さん,1005,5
453位,,武道家,FASIAL,1005,5
454位,,追放天使,Rasputin,1005,5
455位,,ウルフマン,毛玉ワンコ,1005,5
456位,,リトルウィッチ,VortexRing,1004,5
457位,,武道家,∮したっぱ∮,1004,5
458位,,サマナー,游々,1003,5
459位,,武道家,ice1,1003,5
460位,,武道家,影偲,1003,5
461位,,ウィザード,☆白魔導師☆,1003,5
462位,,アルケミスト,じーす,1002,5
463位,,霊術師,ロッソ・ネロ,1002,5
464位,,霊術師,なついち,1002,5
465位,,リトルウィッチ,電気社長,1002,5
466位,,サマナー,うーろんちゃ,1002,5
467位,,追放天使,DEEP☆BLUE_粋,1002,5
468位,,剣士,天城颯馬,1002,5
469位,,獣人,ちきんかれー,1001,5
470位,,霊術師,悪い子猫ちゃん,1001,5
471位,,霊術師,ワ・ッ・チ,1001,5
472位,,悪魔,ﾉﾝｶﾌｪｲﾝｺｰﾋｰ,1001,5
473位,,追放天使,コルして下さい！,1001,5
474位,,ウィザード,伊勢守,1001,5
475位,,戦士,らいおんキング,1001,5
476位,,戦士,リカルの遺志,1001,5
477位,,黒魔術師,しらたま団子ＬＬ,1000,5
478位,,霊術師,Maximoff,1000,5
479位,,ネクロマンサー,ゆーあい蜜柑,1000,5
480位,,ビーストテイマー,ShootingStar☆彡,1000,5
481位,,ビーストテイマー,ｼｬﾙﾛｯﾄ・ﾍﾞｲｶｰ,1000,5
482位,,武道家,風呂屋の闘争,1000,5
483位,,ウィザード,あじゃみ,1000,5
484位,,ウィザード,ミ～ティア,1000,5
485位,,戦士,捨ノ型・生生流転,1000,5
486位,,戦士,ヘビー,1000,5
487位,,剣士,花ピアス☆,1000,5
488位,,武道家,Ⅹアイルトンセナ,999,5
489位,,ウィザード,Ⅹ愛Ⅹ,999,5
490位,,悪魔,白南天,998,5
491位,,ランサー,杏猫♪,998,5
492位,,武道家,軍隊長,998,5
493位,,シーフ,ガンバードⅡ,998,5
494位,,獣人,Leffe,997,5
495位,,シーフ,ζKleinζ,997,5
496位,,ウィザード,まこっつ,997,5
497位,,霊術師,どうもありがとう,996,5
498位,,リトルウィッチ,はなみよう,996,5
499位,,戦士,§yosshie§,995,5
500位,,黒魔術師,アマランテ,994,5
501位,,ランサー,さなっしーJr,994,5
502位,,ランサー,minas,994,5
503位,,ビショップ,ぐおんさん,994,5
504位,,獣人,ドブネズミ,993,5
505位,,戦士,じょなす,993,5
506位,,メイド,べホイミ,992,5
507位,,戦士,ローザパークス,992,5
508位,,アーチャー,熱風☆,991,5
509位,,剣士,Starman,990,5
510位,,メイド,マッドストーム,989,5
511位,,リトルウィッチ,いなっぴー,989,5
512位,,シーフ,ShakeShack,989,5
513位,,シーフ,ねこくろ,988,5
514位,,剣士,ｷｰｽ･ｶｲ,988,5
515位,,剣士,ﾛｰﾗﾝ,988,5
516位,,黒魔術師,おこの姫,987,5
517位,,黒魔術師,まろしば,987,5
518位,,戦士,鼻毛特攻隊,987,5
519位,,戦士,καЯμγα,987,5
520位,,プリンセス,ともぴ～☆☆,986,5
521位,,プリンセス,びびぷりん,985,5
522位,,ビーストテイマー,真華,985,5
523位,,アーチャー,ピィーポ,985,5
524位,,獣人,uwiclo,984,5
525位,,光奏師,そとわくJ,983,5
526位,,戦士,アダマンティン,982,5
527位,,獣人,Raphtalia,981,5
528位,,シーフ,パパケット,981,5
529位,,ウィザード,ｖウィザード,981,5
530位,,獣人,xiviler,980,5
531位,,リトルウィッチ,ゆかるり,980,5
532位,,プリンセス,ぅっっ,980,5
533位,,ビショップ,正面衝突,980,5
534位,,光奏師,小年,979,5
535位,,悪魔,レキオウL,979,5
536位,,ネクロマンサー,くろちゃん♪,978,5
537位,,プリンセス,アプリコッテ,978,5
538位,,武道家,魯粛子敬。,978,5
539位,,ウィザード,フィガレット,978,5
540位,,戦士,RED_ORCA,978,5
541位,,獣人,けもぉ,977,5
542位,,シーフ,すべるバー,977,5
543位,,ウィザード,丱ARF丱,977,5
544位,,戦士,MmuzKnight,977,5
545位,,霊術師,むぅ～たん♪,976,5
546位,,ランサー,ググれカス,976,5
547位,,武道家,ぢょんさん,976,5
548位,,追放天使,Code：001,976,5
549位,,ビショップ,なるほどさん。,976,5
550位,,ウィザード,氷紳士,976,5
551位,,戦士,日軍,976,5
552位,,サマナー,melonpanda,975,5
553位,,ランサー,竜槍ｽﾏｳｸﾞ,975,5
554位,,武道家,Ｓｔａｒｍａｎ,975,5
555位,,シーフ,☆ヒョク☆,975,5
556位,,獣人,アンジョルラス,974,5
557位,,プリンセス,ももか姫,974,5
558位,,ランサー,レネシス,974,5
559位,,武道家,安田理容店,974,5
560位,,ウィザード,ルースター,974,5
561位,,霊術師,みあ！,973,5
562位,,ビーストテイマー,スフレ♪,973,5
563位,,シーフ,飛ばねぇブタ,973,5
564位,,霊術師,MurderQueenЯR,972,5
565位,,アーチャー,飛鳥の鬼姫,972,5
566位,,ランサー,こるるちゃん,972,5
567位,,武道家,葡萄家ぷーちゃん,972,5
568位,,ビショップ,gerber,972,5
569位,,ウィザード,近ちゃん,972,5
570位,,戦士,ﾌﾞﾗｯｸﾅｲﾄ,972,5
571位,,霊術師,堕胎された胎児,971,5
572位,,悪魔,地獄花,971,5
573位,,プリンセス,かな姫,971,5
574位,,シーフ,しゃんでぃ,971,5
575位,,ウィザード,メルクリウスﾆｰﾄ,971,5
576位,,戦士,オソマ,971,5
577位,,戦士,ツムりん,971,5
578位,,黒魔術師,雪野凜檎,970,5
579位,,霊術師,水禺刀,970,5
580位,,シーフ,アウトサイド,970,5
581位,,戦士,ジョン・ウィック,970,5
582位,,アーチャー,Judymaria,969,5
583位,,ランサー,ｼｪｷﾅｰ･聖鎖･ﾗﾌｧｴﾙ,969,5
584位,,マスケッティア,akubo,968,5
585位,,黒魔術師,ふらりん,968,5
586位,,霊術師,うぇぶぉ,968,5
587位,,悪魔,ターメリック。,968,5
588位,,ランサー,ξ塁ξ,968,5
589位,,武道家,冥界王レイリー,968,5
590位,,追放天使,ぺんぎんそるじゃ,968,5
591位,,追放天使,羽ボウキ,968,5
592位,,ウィザード,☆チェ・ジウ☆,968,5
593位,,ウィザード,♪ゆうちゃん,968,5
594位,,ウィザード,ユリアちゃん,968,5
595位,,戦士,レッド（白鯖）,968,5
596位,,獣人,バーフェン,967,5
597位,,悪魔,でびぃ夫人,967,5
598位,,ランサー,とこよ,967,5
599位,,ランサー,MBMMの使者,967,5
600位,,ビショップ,ノーテンキ,967,5
601位,,ビショップ,ヘヴンリイージス,967,5
602位,,ウィザード,えぼせぶん,967,5
603位,,ウィザード,Ｓｈａｆｔ☆,967,5
604位,,戦士,DSKO156,967,5
605位,,戦士,ミルク_tea,967,5
606位,,黒魔術師,exiatence4,966,5
607位,,プリンセス,てん子,966,5
608位,,ランサー,シャイえんまねこ,966,5
609位,,リトルウィッチ,ICouldDieForYou,966,3
610位,,リトルウィッチ,追跡なう,965,5
611位,,ランサー,ice3,965,5
612位,,ランサー,マリジェンヌ,965,5
613位,,武道家,だるまさん,965,5
614位,,黒魔術師,そっきん,964,5
615位,,黒魔術師,♪BEVEL♪,964,5
616位,,プリンセス,餃子姫,964,5
617位,,サマナー,はなおとめ,964,5
618位,,アーチャー,TomoCruise4,964,5
619位,,ランサー,＄槍兵＄,964,5
620位,,シーフ,葦嵩,964,5
621位,,剣士,白丸狼,964,5
622位,,霊術師,♪ズックにロック,963,5
623位,,ランサー,☆渡月橋☆,963,5
624位,,ランサー,ﾆｬｧﾆｬ,963,5
625位,,ビショップ,ホボ・ブラジル,963,5
626位,,戦士,龍漸,963,5
627位,,剣士,§棗,963,5
628位,,ウィザード,ジェルア,963,4
629位,,黒魔術師,れい嬢,962,5
630位,,光奏師,Sanremo,962,5
631位,,ランサー,※Ading※,962,5
632位,,ビショップ,馬之助,962,5
633位,,ウルフマン,旋の爪術士,962,5
634位,,戦士,槭凛海,962,5
635位,,アルケミスト,月城よた,961,5
636位,,メイド,☆ﾏﾐﾑﾒｲﾄﾞ☆,961,5
637位,,霊術師,しんくれあ,961,5
