,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1850,5
2,-,,ﾏｰｺﾞｯﾄ,1843,5
3,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1841,5
4,-,,八番手,1840,5
5,-,,五十嵐由貴,1838,5
6,-,,neon43,1830,5
7,-,,つよみん,1829,5
8,-,,岡島タエ子,1828,5
9,-,,武神゜,1827,5
10,-,,レミニセンス,1827,5
11,-,,∬purposefire∬,1826,5
12,-,,きゃぴ☆,1825,5
13,-,,らぶのーと♪,1825,5
14,-,,だるま親方♪,1825,5
15,-,,amagon,1819,5
16,-,,高天原ゆとり,1817,5
17,-,,syouitirou,1812,5
18,-,,pikashu,1811,5
19,-,,クレモル,1810,5
20,-,,δsnowδ,1810,5
21,-,,腰痛の爺,1809,5
22,-,,嶋野の狂犬,1806,5
23,-,,Mｉnelva,1806,5
24,-,,れっどしーふ,1805,5
25,-,,Woｌｌim,1805,5
26,-,,Mysh,1805,5
27,-,,Lionel・MessiⅡ,1804,5
28,-,,ブレイブスカイ,1803,5
29,-,,AllRangeClear☆,1803,5
30,-,,WildCandy♪,1803,5
31,-,,∬Veloce∬,1803,5
32,-,,☆セントレア☆,1802,5
33,-,,砂の果実,1802,5
34,-,,ゆめごん,1802,5
35,-,,gingingin,1801,5
36,-,,bsk団,1801,5
37,-,,おばさんULT,1801,5
38,-,,トリクシー,1801,5
39,-,,♪レナ♪,1800,5
40,-,,∬vergeofdeath∬,1800,5
41,-,,平岡智世,1800,5
42,-,,星にねがいを,1800,5
43,-,,お試しください♪,1800,5
44,-,,DarkGradation,1800,5
45,-,,お前もう船降りろ,1800,5
46,-,,ビッグマシーン,1798,5
47,-,,millay,1798,5
48,-,,魔女の使いジジ,1795,5
49,-,,HIMAMA,1794,5
50,-,,戦慄のおっさん,1791,5
