,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1843,5
2,-,,ﾏｰｺﾞｯﾄ,1835,5
3,-,,五十嵐由貴,1833,5
4,-,,八番手,1833,5
5,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1831,5
6,-,,つよみん,1828,5
7,-,,∬purposefire∬,1826,5
8,-,,武神゜,1826,5
9,-,,neon43,1826,5
10,-,,だるま親方♪,1825,5
11,-,,らぶのーと♪,1823,5
12,-,,amagon,1816,5
13,-,,高天原ゆとり,1814,5
14,-,,pikashu,1810,5
15,-,,きゃぴ☆,1809,5
16,-,,δsnowδ,1809,5
17,-,,腰痛の爺,1808,5
18,-,,syouitirou,1806,5
19,-,,クレモル,1806,5
20,-,,Lionel・MessiⅡ,1804,5
21,-,,ブレイブスカイ,1802,5
22,-,,ゆめごん,1802,5
23,-,,Mysh,1802,5
24,-,,砂の果実,1801,5
25,-,,bsk団,1801,5
26,-,,♪レナ♪,1800,5
27,-,,∬vergeofdeath∬,1800,5
28,-,,平岡智世,1800,5
29,-,,AllRangeClear☆,1800,5
30,-,,Mｉnelva,1800,5
31,-,,∬Veloce∬,1800,5
32,-,,トリクシー,1800,5
33,-,,岡島タエ子,1797,5
34,-,,Woｌｌim,1796,5
35,-,,HIMAMA,1794,5
36,-,,おばさんULT,1792,5
37,-,,WildCandy♪,1791,5
38,-,,millay,1787,5
39,-,,ビッグマシーン,1786,5
40,-,,戦慄のおっさん,1786,5
41,-,,星にねがいを,1784,5
42,-,,れっどしーふ,1783,5
43,-,,コールドプレイ,1778,5
44,-,,醤油取って,1778,5
45,-,,bitaminn,1777,5
46,-,,魔女の使いジジ,1776,5
47,-,,dokuringo,1775,5
48,-,,ｿﾙ・ｽﾄﾗｲﾀﾞｰ,1769,5
49,-,,gingingin,1768,5
50,-,,筋肉もり男,1768,5
