,-,職業,キャラクター,レベル,転生回数
1,-,,syouitirou,2000,5
2,-,,∬purposefire∬,2000,5
3,-,,ミルリ,2000,5
4,-,,嶋野の狂犬,2000,5
5,-,,武神゜,2000,5
6,-,,五十嵐由貴,2000,5
7,-,,らぶのーと♪,2000,5
8,-,,らんさー・ｗ・,2000,5
9,-,,八番手,2000,5
10,-,,pikashu,2000,5
11,-,,ﾏｰｺﾞｯﾄ,2000,5
12,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,5
13,-,,だるま親方♪,1993,5
14,-,,つよみん,1981,5
15,-,,WildCandy♪,1955,5
16,-,,amagon,1937,5
17,-,,AllRangeClear☆,1931,5
18,-,,平岡智世,1930,5
19,-,,ゆめごん,1928,5
20,-,,∬Veloce∬,1923,5
21,-,,ににお,1919,5
22,-,,ShineLight,1913,5
23,-,,Mｉnelva,1911,5
24,-,,millay,1906,5
25,-,,きゃぴ☆,1903,5
26,-,,高天原ゆとり,1890,5
27,-,,ビッグマ万太郎,1888,5
28,-,,neon43,1885,5
29,-,,ぽこっさん,1883,5
30,-,,gingingin,1881,5
31,-,,☆セントレア☆,1880,5
32,-,,クレモル,1875,5
33,-,,bitaminn,1874,5
34,-,,AiryKuroe,1874,5
35,-,,れっどしーふ,1870,5
36,-,,Daifuku,1863,5
37,-,,魔女の使いジジ,1862,5
38,-,,ティダ射手,1858,5
39,-,,bsk団,1856,5
40,-,,醤油取って,1854,5
41,-,,２２３２,1853,5
42,-,,啓士郎,1851,5
43,-,,Faluna,1850,5
44,-,,点灯,1846,5
45,-,,真衣ちゃん,1845,5
46,-,,Lionel・MessiⅡ,1838,5
47,-,,運命を呪う死神,1835,5
48,-,,ダーシュ！,1834,5
49,-,,HIMAMA,1834,5
50,-,,星にねがいを,1833,5
