,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2030,5
2,-,,つよみん,2026,5
3,-,,ﾏｰｺﾞｯﾄ,2026,5
4,-,,武神゜,2014,5
5,-,,ブレイブスカイ,2011,5
6,-,,amagon,2010,5
7,-,,neon43,2010,5
8,-,,お試しください♪,2009,5
9,-,,れっどしーふ,2004,5
10,-,,魔女の使いジジ,2003,5
11,-,,平岡智世,2001,5
12,-,,きゃぴ☆,2001,5
13,-,,嶋野の狂犬,2001,5
14,-,,pikashu,2001,5
15,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,5
16,-,,syouitirou,2000,5
17,-,,啓士郎,2000,5
18,-,,コールドプレイ,2000,5
19,-,,∬purposefire∬,2000,5
20,-,,ビッグマ万太郎,2000,5
21,-,,AllRangeClear☆,2000,5
22,-,,WildCandy♪,2000,5
23,-,,dokuringo,2000,5
24,-,,Mｙｓｔic,2000,5
25,-,,Mｉnelva,2000,5
26,-,,☆セントレア☆,2000,5
27,-,,五十嵐由貴,2000,5
28,-,,ゆめごん,2000,5
29,-,,ぽこっさん,2000,5
30,-,,ShineLight,2000,5
31,-,,ティダ射手,2000,5
32,-,,らぶのーと♪,2000,5
33,-,,醤油取って,2000,5
34,-,,レミニセンス,2000,5
35,-,,ゆきゅ,2000,5
36,-,,らんさー・ｗ・,2000,5
37,-,,どんの助,2000,5
38,-,,八番手,2000,5
39,-,,だるま親方♪,2000,5
40,-,,高天原ゆとり,2000,5
41,-,,δsnowδ,2000,5
42,-,,リンチェンコ,2000,5
43,-,,グランエース,2000,5
44,-,,ちむどんどん助,2000,5
45,-,,AiryKuroe,2000,5
46,-,,のえるたいむず,2000,5
47,-,,おもぐり,2000,5
48,-,,戦慄のおっさん,1996,5
49,-,,gingingin,1992,5
50,-,,†金獅子姫†,1990,5
