,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,2059,5
2,-,,ﾏｰｺﾞｯﾄ,2051,5
3,-,,つよみん,2039,5
4,-,,ブレイブスカイ,2038,5
5,-,,お試しください♪,2033,5
6,-,,魔女の使いジジ,2032,5
7,-,,じゃむおじき,2032,5
8,-,,ひろ１００１,2031,5
9,-,,れっどしーふ,2031,5
10,-,,武神゜,2031,5
11,-,,戦慄のおっさん,2030,5
12,-,,２２３２,2024,5
13,-,,どんの助,2017,5
14,-,,啓士郎,2014,5
15,-,,アリアリＱ,2013,5
16,-,,浅研,2011,5
17,-,,AiryKuroe,2011,5
18,-,,おもぐり,2011,5
19,-,,amagon,2010,5
20,-,,neon43,2010,5
21,-,,gingingin,2008,5
22,-,,お嫁においでよ〆,2007,5
23,-,,まーち。,2005,5
24,-,,◇妖精◇,2005,5
25,-,,∬保湿ペーパー∬,2004,5
26,-,,毒おじや,2004,5
27,-,,dokuringo,2004,5
28,-,,ミトゥナ,2004,5
29,-,,みがわりCT砲台,2004,5
30,-,,コールドプレイ,2003,5
31,-,,遊眞,2003,5
32,-,,Goldilocks,2003,5
33,-,,syouitirou,2002,5
34,-,,ｸﾛﾉｽﾀｼｽ,2002,5
35,-,,ちむどんどん助,2002,5
36,-,,マニカ６センス,2002,5
37,-,,BreveSlash,2002,5
38,-,,平岡智世,2001,5
39,-,,きゃぴ☆,2001,5
40,-,,みぅ＊,2001,5
41,-,,嶋野の狂犬,2001,5
42,-,,†金獅子姫†,2001,5
43,-,,T’ORIS,2001,5
44,-,,星のつよみん,2001,5
45,-,,pikashu,2001,5
46,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,5
47,-,,迷える妖精,2001,5
48,-,,空と君との間に,2001,5
49,-,,みがわり移動砲台,2001,5
50,-,,れっどきゃのん,2001,5
