,-,職業,キャラクター,レベル,転生回数
1,-,,ミルリ,1833,5
2,-,,ﾏｰｺﾞｯﾄ,1826,5
3,-,,五十嵐由貴,1823,5
4,-,,∬purposefire∬,1820,5
5,-,,武神゜,1819,5
6,-,,つよみん,1819,5
7,-,,八番手,1819,5
8,-,,らぶのーと♪,1813,5
9,-,,neon43,1813,5
10,-,,だるま親方♪,1806,5
11,-,,腰痛の爺,1804,5
12,-,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1803,5
13,-,,Mysh,1802,5
14,-,,pikashu,1801,5
15,-,,ブレイブスカイ,1800,5
16,-,,砂の果実,1800,5
17,-,,δsnowδ,1800,5
18,-,,ゆめごん,1798,5
19,-,,amagon,1798,5
20,-,,高天原ゆとり,1794,5
21,-,,HIMAMA,1794,5
22,-,,Lionel・MessiⅡ,1793,5
23,-,,syouitirou,1790,5
24,-,,トリクシー,1785,5
25,-,,きゃぴ☆,1781,5
26,-,,戦慄のおっさん,1780,5
27,-,,bsk団,1777,5
28,-,,平岡智世,1775,5
29,-,,AllRangeClear☆,1775,5
30,-,,∬Veloce∬,1775,5
31,-,,Mｉnelva,1771,5
32,-,,筋肉もり男,1766,5
33,-,,醤油取って,1765,5
34,-,,クレモル,1765,5
35,-,,♪レナ♪,1764,5
36,-,,bitaminn,1762,5
37,-,,おばさんULT,1761,5
38,-,,コールドプレイ,1760,5
39,-,,れっどしーふ,1760,5
40,-,,魔女の使いジジ,1755,5
41,-,,gingingin,1754,5
42,-,,星にねがいを,1754,5
43,-,,nero＋α,1754,5
44,-,,☆セントレア☆,1754,5
45,-,,DarkGradation,1751,5
46,-,,dokuringo,1750,5
47,-,,リンチェンコ,1744,5
48,-,,Lightperformer,1743,5
49,-,,錨輝く鮎,1743,5
50,-,,WildCandy♪,1741,5
