,職業,キャラクター,レベル,ポイント
1,,ZODIAC6168,1426,20350
2,,はなおとめ,1313,10891
3,,9rpm,1724,5297
4,,おーいえ,1802,4717
5,,ｲﾝﾀｰﾈｯﾄ撲殺ﾏﾝ,1365,4411
6,,さなっしー,1754,4400
7,,アル・シェリ,965,4161
8,,ScarletRuby,929,3988
9,,らっきーよだすけ,1718,3472
10,,sevencraw,1033,3338
11,,残兵首領,1462,3140
12,,捨ノ型・生生流転,1777,2782
13,,ハスラム,1066,2693
14,,愛犬サクラ,1787,2631
15,,Diamant,986,2629
16,,岡部誠∵,1551,2461
17,,ｷｰｽ･ｶｲ,1263,2414
18,,誇り無き教主,1324,2403
19,,ぷーちゃん♪,1829,2342
20,,＋カイト＋,1761,2341
21,,ヘビー,1217,2328
22,,katsuxxx,1758,2284
23,,シル星,1814,2199
24,,らいみん,1259,2147
25,,RelMayer,1737,2141
26,,風の歌,1703,2130
27,,じみ～,1748,2102
28,,ループド,1739,2019
29,,ゅぅぁ,1728,2017
30,,【ポッセ】,1687,2013
31,,戦士ちゃま,1420,1998
32,,カラー、,1051,1971
33,,間衣華,1743,1960
34,,covid,1739,1871
35,,ooよーだoo,1256,1869
36,,アネット姫,716,1823
37,,↑ウラチャ↑,1249,1812
38,,狛狗,1760,1800
39,,CV種田梨沙,1707,1764
40,,Spallow_Tail,1534,1722
41,,趣味は・・・矢,1815,1685
42,,おいえ天使,1400,1678
43,,☆ショップ☆,1742,1675
44,,シュガ♪,1588,1658
45,,ナイア君,875,1637
46,,マイシャローナ,1406,1609
47,,皇虎,1027,1571
48,,カマキリ令嬢,1802,1560
49,,みゅうごろう,1553,1528
50,,おじろくん,1756,1527
51,,Crewd,1429,1501
52,,狼煌,1458,1493
53,,アンヘル＿,1322,1490
54,,神風の隼,1703,1486
55,,イチゴ大福姫,1341,1478
56,,マリジェンヌ,1131,1464
57,,さなっしーJr,1214,1444
58,,二代目おいえ,1273,1434
59,,BILL・PEACE,1145,1434
60,,ピレッソ,1705,1431
61,,heet,961,1423
62,,RAD大好き,1716,1399
63,,トラウトサーモン,1750,1396
64,,狼輝,1775,1395
65,,最強姫あ,1600,1382
66,,§エス§,1537,1381
67,,NIFCO,559,1366
68,,￡Gazelle,1458,1335
69,,ぷいきゅあ～,1617,1332
70,,もちゃ王,1431,1327
71,,ｂｏｗ‐ｗｏｗ,1759,1319
72,,Vergiftung,1005,1313
73,,CV水瀬いのり,1676,1312
74,,アーリア。,1732,1305
75,,城咲ロミオ,1665,1300
76,,ねこぱんつ,1202,1294
77,,つんで･れい,1715,1279
78,,新撰組近藤,976,1278
79,,peace。,1568,1272
80,,イフリィート,1405,1263
81,,ranko_star,1733,1261
82,,☆ぷりんちゃん,778,1254
83,,めぎぃ,1467,1253
84,,UltimateRAD,1719,1245
85,,未來♪,1258,1242
86,,笛吹奏,1487,1240
87,,Tummy,1321,1238
88,,えいしぐ,1513,1227
89,,ワユ,1592,1213
90,,Lacris,1501,1213
91,,Gazelle_tim,1257,1199
92,,るーしぇ。,995,1199
93,,swordko,1711,1197
94,,たこち,1741,1193
95,,お～い恋茶,1756,1186
96,,yamada3000,1695,1186
97,,弓兵頭,1732,1183
98,,リヤン,1423,1178
99,,＊鷹＊,1153,1172
100,,花鳥くん,1257,1169
