,職業,キャラクター,レベル,ポイント
1,,syouitirou,1806,
2,,ニャンニャンマン,906,
3,,ＤＭＺ,1479,
4,,ＬＡ：ＮＡ,1739,
5,,ミルリ,1843,
6,,嶋太郎,1528,
7,,きぃちゃ,666,
8,,叢雲のジュウザ,1189,
9,,DarkGradation,1751,
10,,☆もいちゃん☆,1456,
11,,おばさんULT,1794,
12,,新羅三郎,1713,
13,,死神のJ,1390,
14,,Mｉnelva,1800,
15,,エルスト,1066,
16,,†Einzbern,1191,
17,,DancingBravo,1757,
18,,毒おじや,1637,
19,,☆夢露くん☆,1253,
20,,Rosenritter2,1256,
21,,shnzi,1403,
22,,八番手,1833,
23,,pikashu,1810,
24,,大木陸,1516,
25,,ブレイブスカイ,1802,
26,,ピアッサ,968,
27,,らぶのーと♪,1823,
28,,武神゜,1826,
29,,段四郎,1445,
30,,ペったー,1552,
31,,チャットとろい,1045,
32,,_Jun_,1729,
33,,ゆめごん,1802,
34,,jun53,920,
35,,雷神の弓,1712,
36,,†金獅子姫†,1742,
37,,チャット入力苦手,1023,
38,,私は返事出来ん,1084,
39,,ティダ射手,1518,
40,,gingingin,1769,
41,,２２３２,1731,
42,,腰痛の爺,1808,
43,,ソルディエンヌ,1732,
44,,AllRangeClear☆,1801,
45,,δsnowδ,1809,
46,,超越ゆめんごⅤ,1713,
47,,neon43,1826,
48,,ナットウキナーゼ,1405,
49,,パラヌス,1736,
50,,☆セントレア☆,1755,
51,,マーキψ,1588,
52,,啓士郎,1733,
53,,PersephoneP,1648,
54,,ブルーマンジェロ,1029,
55,,LOVEマシーン♪,1756,
56,,愛知のトッシー,1225,
57,,ﾏｰｺﾞｯﾄ,1835,
58,,６９５,900,
59,,れっどしーふ,1783,
60,,kino2,916,
61,,Lionel・MessiⅡ,1804,
62,,スガサワ,1711,
63,,millay,1787,
64,,苺桜三玖,1701,
65,,醤油取って,1778,
66,,北国ウルフ,1531,
67,,楼麗莱,951,
68,,パリバリ,1717,
69,,クレモル,1807,
70,,＋ゆい＋,1712,
71,,dokuringo,1775,
72,,TS020,1300,
73,,きゃぴ☆,1809,
74,,∬purposefire∬,1826,
75,,HIMAMA,1794,
76,,∬Veloce∬,1800,
77,,浅研,1710,
78,,（とち）,1182,
79,,バク天,962,
80,,ダイワ☆,1125,
81,,バイマン先生,1179,
82,,レミニセンス,1727,
83,,tururu,1019,
84,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,1832,
85,,Leila。,1510,
86,,newkoara,1408,
87,,Invisible元老,908,
88,,モルディブ。,1716,
89,,エクアカイザー,1144,
90,,いみそ～れ,1385,
91,,高嶋彩,670,
92,,銀九朗,1667,
93,,megumi♪,1713,
94,,・まゆしぃ・,1600,
95,,バッジオ,1405,
96,,移動する点Ｐ,1727,
97,,奇襲,1300,
98,,高天原ゆとり,1814,
99,,チャットがおそい,1038,
100,,＄reef＄,1651,
