,職業,キャラクター,レベル,ポイント
1,n2,syouitirou,2000,33558
2,n1,ひろ１００１,1575,9755
3,n2,ニャンニャンマン,908,9522
4,n5,ＤＭＺ,1664,7426
5,n10,ミルリ,2006,6870
6,n19,つらあじ,1408,6461
7,n6,ＬＡ：ＮＡ,1772,6400
8,n23,嶋太郎,1687,6299
9,n8,Mｉnelva,1977,5184
10,n2,きぃちゃ,666,4736
11,n9,おばさんULT,1920,4417
12,n0,叢雲のジュウザ,1214,4224
13,n20,DarkGradation,1801,4062
14,n1,☆もいちゃん☆,1500,3869
15,n1,新羅三郎,1812,3386
16,n10,pikashu,2001,3261
17,n1,毒おじや,1859,3218
18,n1,死神のJ,1492,3216
19,n9,☆セントレア☆,2000,3075
20,n9,らぶのーと♪,2000,3001
21,n9,ティダ射手,1934,3000
22,n9,武神゜,2002,2996
23,n20,八番手,2000,2987
24,n6,エルスト,1097,2934
25,n1,ブレイブスカイ,2001,2842
26,n0,†Einzbern,1191,2839
27,n1,DancingBravo,1784,2768
28,n9,†金獅子姫†,1925,2748
29,n0,shnzi,1553,2730
30,n7,れっどしーふ,1985,2722
31,n13,ゆめごん,2000,2605
32,n2,☆夢露くん☆,1287,2559
33,n24,ﾏｰｺﾞｯﾄ,2004,2549
34,n7,gingingin,1954,2547
35,n0,醤油取って,2000,2533
36,n16,neon43,2005,2532
37,n9,Rosenritter2,1281,2516
38,n10,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,2442
39,n9,大木陸,1582,2440
40,n6,パラヌス,1860,2434
41,n19,AllRangeClear☆,2000,2371
42,n20,PersephoneP,1891,2344
43,n10,ぽこっさん,2000,2320
44,n16,きゃぴ☆,2000,2261
45,n8,_Jun_,1850,2243
46,n22,レミニセンス,2000,2229
47,n10,ピアッサ,970,2223
48,n22,δsnowδ,1969,2165
49,n8,ペったー,1577,2162
50,n8,∬purposefire∬,2000,2152
51,n2,２２３２,1910,2145
52,n1,啓士郎,1942,2143
53,n1,段四郎,1445,2138
54,n9,LOVEマシーン♪,1867,2122
55,n6,コールドプレイ,1981,2108
56,n9,チャットとろい,1062,2101
57,n9,クレモル,1933,2069
58,n8,雷神の弓,1763,2046
59,n4,高天原ゆとり,2000,2032
60,n24,お前もう船降りろ,1985,2007
61,n10,チャット入力苦手,1044,1973
62,n2,jun53,920,1972
63,n9,超越ゆめんごⅤ,1822,1965
64,n9,マーキψ,1701,1964
65,n4,私は返事出来ん,1103,1960
66,n8,ソルディエンヌ,1812,1955
67,n1,潜伏期間,1805,1935
68,n20,ShineLight,2000,1917
69,n19,dokuringo,1950,1912
70,n7,腰痛の爺,1809,1897
71,n16,お試しください♪,2000,1894
72,n20,∬Veloce∬,1957,1891
73,n20,苺桜三玖,1859,1878
74,n10,＋ゆい＋,1787,1877
75,n0,RSQ_RAY,1748,1869
76,n9,Lionel・MessiⅡ,1882,1842
77,n2,ナットウキナーゼ,1420,1823
78,n0,amagon,2002,1811
79,n8,浅研,1858,1806
80,n2,＄デビル＄,1922,1798
81,n16,◇妖精◇,1855,1797
82,n19,リンチェンコ,1963,1782
83,n10,つよみん,2006,1780
84,n2,kino2,957,1777
85,n10,Ψmo☆moΨ,1590,1754
86,n1,スガサワ,1787,1748
87,n1,＄reef＄,1909,1744
88,n6,ブルーマンジェロ,1042,1744
89,n1,愛知のトッシー,1249,1734
90,n10,６９５,900,1716
91,n10,AiryKuroe,1970,1702
92,n12,パリバリ,1785,1687
93,n10,北国ウルフ,1575,1684
94,n0,ダーシュ！,1873,1670
95,n5,ビッグマ万太郎,1990,1659
96,n11,bsk団,1928,1659
97,n6,HIMAMA,1843,1658
98,n12,WildCandy♪,2000,1657
99,n10,楼麗莱,951,1654
100,n1,TS020,1358,1649
