,職業,キャラクター,レベル,ポイント
1,n2,syouitirou,2000,33558
2,n1,ひろ１００１,1551,9634
3,n2,ニャンニャンマン,908,9522
4,n5,ＤＭＺ,1661,7411
5,n10,ミルリ,2002,6806
6,n19,つらあじ,1408,6461
7,n6,ＬＡ：ＮＡ,1772,6400
8,n23,嶋太郎,1687,6299
9,n8,Mｉnelva,1959,4905
10,n2,きぃちゃ,666,4736
11,n9,おばさんULT,1882,4256
12,n0,叢雲のジュウザ,1212,4224
13,n20,DarkGradation,1801,4062
14,n1,☆もいちゃん☆,1457,3838
15,n1,新羅三郎,1811,3385
16,n10,pikashu,2001,3251
17,n1,死神のJ,1472,3197
18,n1,毒おじや,1849,3171
19,n9,☆セントレア☆,2000,3075
20,n9,らぶのーと♪,2000,3000
21,n20,八番手,2000,2987
22,n9,ティダ射手,1925,2964
23,n9,武神゜,2001,2957
24,n6,エルスト,1096,2934
25,n0,†Einzbern,1191,2839
26,n1,ブレイブスカイ,1990,2779
27,n1,DancingBravo,1784,2768
28,n0,shnzi,1540,2703
29,n9,†金獅子姫†,1910,2626
30,n7,れっどしーふ,1956,2610
31,n13,ゆめごん,1996,2601
32,n2,☆夢露くん☆,1285,2559
33,n7,gingingin,1934,2525
34,n9,Rosenritter2,1281,2516
35,n1,醤油取って,1986,2504
36,n24,ﾏｰｺﾞｯﾄ,2002,2499
37,n16,neon43,2001,2450
38,n8,大木陸,1574,2422
39,n10,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,2408
40,n6,パラヌス,1850,2390
41,n10,ぽこっさん,2000,2320
42,n20,PersephoneP,1882,2301
43,n19,AllRangeClear☆,1976,2297
44,n16,きゃぴ☆,1986,2236
45,n10,ピアッサ,970,2223
46,n8,_Jun_,1819,2203
47,n8,ペったー,1576,2162
48,n8,∬purposefire∬,2000,2152
49,n22,レミニセンス,1959,2150
50,n1,段四郎,1445,2138
51,n2,２２３２,1898,2127
52,n1,啓士郎,1925,2107
53,n9,チャットとろい,1061,2099
54,n22,δsnowδ,1924,2097
55,n9,LOVEマシーン♪,1856,2087
56,n8,雷神の弓,1763,2046
57,n9,クレモル,1922,2035
58,n4,高天原ゆとり,2000,2031
59,n6,コールドプレイ,1938,1982
60,n2,jun53,920,1972
61,n10,チャット入力苦手,1044,1971
62,n4,私は返事出来ん,1102,1957
63,n8,ソルディエンヌ,1812,1955
64,n9,超越ゆめんごⅤ,1792,1946
65,n9,マーキψ,1673,1938
66,n20,ShineLight,2000,1917
67,n7,腰痛の爺,1809,1897
68,n24,お前もう船降りろ,1952,1896
69,n20,∬Veloce∬,1957,1891
70,n1,潜伏期間,1784,1887
71,n10,＋ゆい＋,1787,1877
72,n19,dokuringo,1914,1846
73,n20,苺桜三玖,1829,1842
74,n2,ナットウキナーゼ,1420,1823
75,n16,お試しください♪,1972,1822
76,n0,RSQ_RAY,1673,1804
77,n8,Lionel・MessiⅡ,1856,1803
78,n8,浅研,1846,1789
79,n2,kino2,956,1774
80,n0,amagon,2001,1770
81,n6,ブルーマンジェロ,1042,1744
82,n16,◇妖精◇,1838,1743
83,n1,愛知のトッシー,1247,1734
84,n1,スガサワ,1768,1732
85,n10,Ψmo☆moΨ,1561,1724
86,n10,つよみん,2002,1716
87,n10,６９５,900,1716
88,n2,＄デビル＄,1904,1711
89,n19,リンチェンコ,1917,1708
90,n1,＄reef＄,1883,1705
91,n10,北国ウルフ,1574,1684
92,n12,パリバリ,1732,1661
93,n6,HIMAMA,1843,1658
94,n12,WildCandy♪,2000,1657
95,n1,ダーシュ！,1866,1654
96,n10,楼麗莱,951,1654
97,n10,AiryKuroe,1945,1640
98,n1,TS020,1352,1640
99,n5,ビッグマ万太郎,1984,1632
100,n5,（とち）,1253,1603
