,職業,キャラクター,レベル,ポイント
1,n2,syouitirou,2000,33616
2,n1,ひろ１００１,1709,10559
3,n2,ニャンニャンマン,910,9555
4,n4,ＤＭＺ,1745,7573
5,n10,ミルリ,2029,7567
6,n19,つらあじ,1408,6461
7,n23,嶋太郎,1746,6429
8,n6,ＬＡ：ＮＡ,1772,6405
9,n8,Mｉnelva,2000,5928
10,n2,きぃちゃ,666,4736
11,n9,おばさんULT,1922,4437
12,n0,叢雲のジュウザ,1225,4224
13,n20,DarkGradation,1801,4062
14,n1,☆もいちゃん☆,1501,3869
15,n1,毒おじや,1891,3398
16,n1,新羅三郎,1812,3386
17,n9,武神゜,2014,3339
18,n9,ティダ射手,1993,3328
19,n1,死神のJ,1529,3281
20,n10,pikashu,2001,3270
21,n9,†金獅子姫†,1981,3218
22,n1,ブレイブスカイ,2011,3121
23,n9,☆セントレア☆,2000,3075
24,n9,らぶのーと♪,2000,3001
25,n7,れっどしーふ,2004,3000
26,n20,八番手,2000,2987
27,n24,ﾏｰｺﾞｯﾄ,2025,2954
28,n6,エルスト,1101,2936
29,n0,shnzi,1581,2848
30,n0,†Einzbern,1191,2839
31,n1,DancingBravo,1784,2768
32,n7,gingingin,1985,2751
33,n16,neon43,2010,2617
34,n13,ゆめごん,2000,2606
35,n20,PersephoneP,1929,2583
36,n2,☆夢露くん☆,1301,2559
37,n0,醤油取って,2000,2533
38,n9,大木陸,1614,2522
39,n9,Rosenritter2,1281,2516
40,n10,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,2449
41,n6,パラヌス,1862,2446
42,n1,啓士郎,1998,2397
43,n13,schｉller,1802,2388
44,n19,AllRangeClear☆,2000,2375
45,n22,δsnowδ,2000,2350
46,n10,ぽこっさん,2000,2320
47,n8,_Jun_,1868,2306
48,n1,段四郎,1542,2301
49,n16,きゃぴ☆,2001,2278
50,n6,コールドプレイ,2000,2267
51,n22,レミニセンス,2000,2229
52,n10,ピアッサ,971,2223
53,n9,LOVEマシーン♪,1904,2207
54,n1,潜伏期間,1866,2181
55,n2,＄デビル＄,1963,2173
56,n8,雷神の弓,1848,2168
57,n2,２２３２,1924,2166
58,n8,ペったー,1579,2162
59,n8,∬purposefire∬,2000,2152
60,n9,クレモル,1941,2125
61,n10,つよみん,2026,2114
62,n9,チャットとろい,1068,2109
63,n0,RSQ_RAY,1833,2082
64,n10,迷える妖精,1848,2072
65,n19,dokuringo,2000,2044
66,n4,高天原ゆとり,2000,2042
67,n16,お試しください♪,2007,2023
68,n24,お前もう船降りろ,1985,2007
69,n9,マーキψ,1734,2007
70,n10,チャット入力苦手,1052,1985
71,n8,浅研,1900,1980
72,n10,北国ウルフ,1865,1980
73,n0,amagon,2010,1979
74,n4,私は返事出来ん,1112,1979
75,n2,jun53,920,1972
76,n9,超越ゆめんごⅤ,1823,1968
77,n20,苺桜三玖,1896,1966
78,n19,リンチェンコ,2000,1964
79,n16,◇妖精◇,1891,1961
80,n9,Lionel・MessiⅡ,1917,1960
81,n8,ソルディエンヌ,1812,1955
82,n10,AiryKuroe,2000,1932
83,n20,ShineLight,2000,1917
84,n7,腰痛の爺,1809,1897
85,n10,Ψmo☆moΨ,1646,1894
86,n20,∬Veloce∬,1957,1892
87,n10,＋ゆい＋,1787,1877
88,n8,コマ足,1854,1867
89,n11,bsk団,1966,1838
90,n2,ナットウキナーゼ,1434,1832
91,n1,＄reef＄,1934,1831
92,n2,kino2,960,1809
93,n5,ビッグマ万太郎,2000,1753
94,n1,スガサワ,1787,1750
95,n6,ブルーマンジェロ,1050,1744
96,n1,ダーシュ！,1897,1738
97,n1,愛知のトッシー,1268,1734
98,n9,Mｙｓｔic,2000,1718
99,n10,６９５,900,1716
100,n12,パリバリ,1785,1687
