,職業,キャラクター,レベル,ポイント
1,,krisu,1811,13475
2,,Tengallon,1522,9669
3,,キュウチャン,1167,7597
4,,ミツリン,1732,6211
5,,♪D－cyan♪,1429,6191
6,,ロザリナ☆,1698,5382
7,,jeil,978,5134
8,,mttt,1826,5053
9,,七色インコ,615,4860
10,,♪もも,1450,4346
11,,∴ジャヌψ,1293,4266
12,,槍まーりも,1461,4228
13,,takakazuma,975,4158
14,,ﾌｪﾘｯｸｽ,1253,3785
15,,たいやきあんこ,1829,3307
16,,りるどーぷ,1643,3267
17,,不協和音♪,1257,3246
18,,トト・レイニス,1597,3185
19,,レジェンド石橋,1823,3087
20,,夜刃神,1561,2851
21,,筋肉♂パイセン,1657,2793
22,,桃牙,1286,2762
23,,ﾌｪﾘｱ,1786,2728
24,,ルベーグ2世,1801,2725
25,,ζhaluluζ,1811,2674
26,,Liliel,1729,2649
27,,ちゃらめる,1745,2628
28,,ﾄﾛﾄﾛｵﾖﾖ,528,2561
29,,セヴィ・ティセス,1418,2546
30,,‐鏡月‐,1573,2499
31,,shogi,1787,2485
32,,ザンゾウ,922,2466
33,,二階堂パンパース,1821,2437
34,,＄ＨＩＤＥ＄,1744,2432
35,,しーふ君,888,2280
36,,超炒飯,1012,2201
37,,Inocent,1740,2195
38,,アバブ,1800,2179
39,,ｋａｚｕｋｕｎ剣,1692,2179
40,,２式改,1598,2157
41,,天日槍,1315,2150
42,,サイバーナイト,1723,2117
43,,てのひら,1574,2111
44,,misya☆,1243,2105
45,,弐華威堂,1738,2102
46,,anderson,1286,2070
47,,小茉里,1105,2066
48,,【愛】チェルシー,1469,2055
49,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1120,2011
50,,RhymeDealer,1298,2010
51,,アリス☆☆,1296,1977
52,,夜廻まるか,1744,1976
53,,ｱﾆﾘｿ,1817,1915
54,,∬ましゅまろ∬,1655,1914
55,,黄金卿の案内人,1008,1908
56,,†盗掘者†,989,1894
57,,FalkeNaze,1708,1881
58,,～マハルコ～，,1226,1880
59,,RockAce,1647,1849
60,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
61,,むぎちゃ。,1726,1820
62,,†LightSide†,1748,1809
63,,元団長さん,1776,1804
64,,永遠の暗闇,1710,1803
65,,アリス・ワンダー,1818,1788
66,,アルス君,1630,1784
67,,otasam,1372,1764
68,,ｍｅｒｙ,1435,1763
69,,陽奈♪,1589,1759
70,,＠みゆ＠,1259,1747
71,,ラクサスドレアン,1792,1740
72,,子供部屋おばさん,1720,1728
73,,エルロン5,1738,1718
74,,しらすたっぷ。,1775,1717
75,,豹弦,1733,1717
76,,ψXENOψ,1827,1680
77,,筋弛緩剤,1171,1679
78,,更級？,1085,1665
79,,Jamii,1591,1662
80,,ひるの,1695,1661
81,,べルカンプ,1732,1638
82,,ＣＯＯＬ－ＪＯＥ,1343,1635
83,,やわら,1008,1627
84,,グライムズ01,1754,1619
85,,emg4159,1500,1611
86,,ネコ・ジャラシ,1714,1607
87,,思いやりGDX,1810,1602
88,,エルネスティ,1507,1601
89,,Ameron,927,1593
90,,870＠支援,1061,1590
91,,CROSSJUSTICE,1492,1588
92,,サクラサケ,1762,1587
93,,†大和なでし子,1493,1586
94,,近代的なsouei,1557,1581
95,,☆キノ♪,1727,1579
96,,ボイスブリザード,1495,1577
97,,48号,1680,1565
98,,watarium,1672,1545
99,,かなで。,1587,1534
100,,＊鬼鮫＊,1808,1530
