,職業,キャラクター,レベル,ポイント
1,,syouitirou,2000,33558
2,,ニャンニャンマン,907,9522
3,,ひろ１００１,1526,9295
4,,ＤＭＺ,1648,7353
5,,ミルリ,2000,6753
6,,つらあじ,1408,6461
7,,ＬＡ：ＮＡ,1767,6348
8,,嶋太郎,1680,6219
9,,きぃちゃ,666,4736
10,,叢雲のジュウザ,1207,4224
11,,DarkGradation,1801,4062
12,,おばさんULT,1813,3969
13,,Mｉnelva,1919,3946
14,,☆もいちゃん☆,1456,3838
15,,新羅三郎,1798,3346
16,,pikashu,2000,3215
17,,死神のJ,1390,3111
18,,毒おじや,1814,3039
19,,らぶのーと♪,2000,3000
20,,八番手,2000,2987
21,,武神゜,2000,2924
22,,エルスト,1086,2914
23,,†Einzbern,1191,2839
24,,ティダ射手,1883,2821
25,,DancingBravo,1784,2768
26,,shnzi,1506,2600
27,,☆夢露くん☆,1279,2559
28,,Rosenritter2,1281,2516
29,,☆セントレア☆,1913,2512
30,,ﾏｰｺﾞｯﾄ,2000,2445
31,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2000,2403
32,,大木陸,1560,2388
33,,gingingin,1907,2374
34,,ゆめごん,1943,2352
35,,ブレイブスカイ,1865,2351
36,,れっどしーふ,1901,2313
37,,ピアッサ,970,2223
38,,†金獅子姫†,1830,2216
39,,neon43,1926,2189
40,,AllRangeClear☆,1942,2174
41,,ペったー,1572,2162
42,,_Jun_,1782,2161
43,,∬purposefire∬,2000,2152
44,,パラヌス,1803,2138
45,,段四郎,1445,2138
46,,チャットとろい,1056,2097
47,,PersephoneP,1803,2091
48,,２２３２,1867,2077
49,,きゃぴ☆,1918,2011
50,,雷神の弓,1741,2009
51,,醤油取って,1906,2003
52,,啓士郎,1875,2003
53,,LOVEマシーン♪,1833,1979
54,,jun53,920,1972
55,,チャット入力苦手,1040,1969
56,,ソルディエンヌ,1812,1955
57,,私は返事出来ん,1098,1951
58,,超越ゆめんごⅤ,1792,1946
59,,クレモル,1895,1939
60,,δsnowδ,1843,1937
61,,腰痛の爺,1809,1897
62,,＋ゆい＋,1787,1877
63,,マーキψ,1628,1859
64,,ぽこっさん,1915,1834
65,,ナットウキナーゼ,1418,1823
66,,∬Veloce∬,1923,1800
67,,レミニセンス,1831,1791
68,,苺桜三玖,1772,1788
69,,高天原ゆとり,1928,1782
70,,Lionel・MessiⅡ,1838,1761
71,,kino2,947,1757
72,,ブルーマンジェロ,1042,1744
73,,愛知のトッシー,1240,1734
74,,６９５,900,1716
75,,潜伏期間,1719,1692
76,,ShineLight,1951,1691
77,,スガサワ,1714,1686
78,,北国ウルフ,1569,1683
79,,dokuringo,1821,1681
80,,つよみん,1994,1665
81,,浅研,1776,1659
82,,パリバリ,1724,1654
83,,楼麗莱,951,1654
84,,HIMAMA,1839,1651
85,,Ψmo☆moΨ,1521,1638
86,,＄reef＄,1828,1617
87,,◇妖精◇,1803,1613
88,,TS020,1334,1594
89,,bitaminn,1874,1590
90,,RSQ_RAY,1568,1583
91,,コールドプレイ,1850,1578
92,,五十嵐由貴,2000,1577
93,,ダーシュ！,1843,1577
94,,（とち）,1212,1572
95,,amagon,1961,1563
96,,バク天,969,1556
97,,megumi♪,1788,1554
98,,ダイワ☆,1125,1551
99,,バイマン先生,1180,1547
100,,ハイシェン姫,1706,1538
