,職業,キャラクター,レベル,ポイント
1,n9,krisu,2023,15773
2,n4,Tengallon,1866,13680
3,n18,GameMaster1,1,9057
4,n7,ミツリン,2001,7864
5,n5,キュウチャン,1365,7709
6,n9,Magic1an,2004,7685
7,n7,♪D－cyan♪,1595,6382
8,n7,ザンゾウ,934,6206
9,n5,ψXENOψ,2013,5877
10,n16,mttt,2032,5859
11,n8,ロザリナ☆,1698,5382
12,n8,jeil,1034,5270
13,n6,七色インコ,617,4860
14,n12,たいやきあんこ,2013,4589
15,n8,∴ジャヌψ,1414,4489
16,n8,夜刃神,1904,4446
17,n2,ちゃらめる,2009,4386
18,n8,♪もも,1505,4347
19,n2,不協和音♪,1572,4291
20,n19,骨ラーメン☆,2031,4270
21,n8,槍まーりも,1500,4253
22,n1,takakazuma,1033,4216
23,n9,ボイスブリザード,2002,4200
24,n9,レジェンド石橋,2000,4146
25,n7,あすみす,1283,4093
26,n8,azusachan,2000,4034
27,n22,近代的なsouei,1961,3966
28,n10,永遠の暗闇,2036,3941
29,n5,ﾌｪﾘｯｸｽ,1446,3873
30,n9,りるどーぷ,2002,3870
31,n25,アリス・ワンダー,2004,3803
32,n20,Liliel,2001,3791
33,n1,†LightSide†,2023,3634
34,n9,陽奈♪,2000,3618
35,n19,6shou,2000,3617
36,n19,ﾌｪﾘｱ,2014,3587
37,n18,†フィル†,2000,3555
38,n1,アルネホーク,2000,3527
39,n16,ΨtinariΨ,2030,3523
40,n1,ルベーグ2世,2000,3382
41,n1,サイバーナイト,2026,3316
42,n21,∬ましゅまろ∬,1932,3308
43,n1,セヴィ・ティセス,1635,3280
44,n1,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
45,n0,ｋａｚｕｋｕｎ剣,1905,3249
46,n2,桃牙,1533,3237
47,n2,トト・レイニス,1607,3185
48,n4,黄金卿の案内人,1044,3118
49,n7,ずっさん,2018,3117
50,n0,むぎちゃ。,2000,3114
51,n8,思いやりGDX,2010,3088
52,n4,emg4159,2000,3073
53,n9,‐鏡月‐,2000,3062
54,n0,あるせん,1936,3054
55,n15,＄ＨＩＤＥ＄,2001,3039
56,n7,アバブ,2002,2999
57,n9,アルス君,2000,2990
58,n2,shogi,1867,2933
59,n19,♪☆神崎葵☆♪,2000,2893
60,n9,濁心,2000,2843
61,n12,ぽいんこ,1602,2842
62,n4,筋肉♂パイセン,1657,2793
63,n1,ウリ☆,2010,2773
64,n9,由利奈,2000,2764
65,n19,ζhaluluζ,1823,2755
66,n8,れもんψ,1915,2723
67,n1,ｱﾆﾘｿ,2004,2722
68,n16,VVVV0VVV,1855,2718
69,n8,とかいっぺ大将,1939,2621
70,n9,QQBX,1605,2597
71,n8,二階堂パンパース,1910,2577
72,n10,ﾄﾛﾄﾛｵﾖﾖ,568,2561
73,n24,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,2545
74,n10,CherryShuffle,997,2516
75,n19,マハーデーヴィー,2006,2481
76,n20,夜廻まるか,2000,2456
77,n7,ﾃﾞｨｰﾝ･ｳｨﾝﾁｪｽﾀｰ,2000,2454
78,n1,RockAce,1876,2454
79,n10,あぷりこ,2010,2400
80,n8,緋色＄,2000,2400
81,n9,レリュム,2000,2399
82,n6,hanacyan,2011,2398
83,n5,ラクサスドレアン,2000,2394
84,n9,＊鬼鮫＊,2004,2393
85,n8,もぐらⅲ,2008,2386
86,n9,魔法姫ひかり,2000,2375
87,n9,φAimerφ,1988,2368
88,n20,純燼,2017,2345
89,n2,§ＮＥＸＵＳ§,1024,2342
90,n9,晴和,2000,2330
91,n2,豹弦,2000,2329
92,n2,ひるの,1910,2328
93,n13,kininaru姫,1986,2325
94,n0,超炒飯,1269,2310
95,n6,しーふ君,888,2280
96,n0,Jamii,1877,2265
97,n8,ホロックス,1960,2256
98,n7,２式改,1650,2240
99,n21,対立ちゃん,2030,2227
100,n19,Inocent,1781,2222
