,職業,キャラクター,レベル,ポイント
1,,syouitirou,2000,33582
2,,ひろ１００１,1620,10374
3,,ニャンニャンマン,910,9554
4,,ＤＭＺ,1727,7534
5,,ミルリ,2023,7324
6,,つらあじ,1408,6461
7,,ＬＡ：ＮＡ,1772,6400
8,,嶋太郎,1730,6377
9,,Mｉnelva,2000,5928
10,,きぃちゃ,666,4736
11,,おばさんULT,1922,4437
12,,叢雲のジュウザ,1222,4224
13,,DarkGradation,1801,4062
14,,☆もいちゃん☆,1501,3869
15,,新羅三郎,1812,3386
16,,毒おじや,1877,3343
17,,死神のJ,1527,3279
18,,pikashu,2001,3270
19,,武神゜,2011,3248
20,,ティダ射手,1972,3193
21,,☆セントレア☆,2000,3075
22,,†金獅子姫†,1958,3068
23,,ブレイブスカイ,2007,3038
24,,らぶのーと♪,2000,3001
25,,八番手,2000,2987
26,,れっどしーふ,2002,2950
27,,エルスト,1100,2936
28,,ﾏｰｺﾞｯﾄ,2020,2870
29,,†Einzbern,1191,2839
30,,shnzi,1572,2818
31,,DancingBravo,1784,2768
32,,gingingin,1975,2701
33,,neon43,2010,2614
34,,ゆめごん,2000,2605
35,,☆夢露くん☆,1298,2559
36,,醤油取って,2000,2533
37,,Rosenritter2,1281,2516
38,,PersephoneP,1915,2502
39,,大木陸,1597,2491
40,,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,2449
41,,パラヌス,1861,2445
42,,AllRangeClear☆,2000,2375
43,,δsnowδ,2000,2337
44,,schｉller,1792,2324
45,,ぽこっさん,2000,2320
46,,啓士郎,1977,2303
47,,_Jun_,1860,2289
48,,コールドプレイ,2000,2266
49,,きゃぴ☆,2000,2263
50,,段四郎,1510,2240
51,,レミニセンス,2000,2229
52,,ピアッサ,971,2223
53,,LOVEマシーン♪,1872,2165
54,,ペったー,1579,2162
55,,∬purposefire∬,2000,2152
56,,２２３２,1911,2145
57,,クレモル,1941,2125
58,,雷神の弓,1802,2115
59,,チャットとろい,1066,2107
60,,潜伏期間,1851,2093
61,,＄デビル＄,1950,2087
62,,つよみん,2023,2060
63,,高天原ゆとり,2000,2041
64,,お前もう船降りろ,1985,2007
65,,RSQ_RAY,1799,1998
66,,マーキψ,1712,1983
67,,dokuringo,1970,1981
68,,チャット入力苦手,1050,1979
69,,amagon,2010,1977
70,,私は返事出来ん,1110,1975
71,,jun53,920,1972
72,,超越ゆめんごⅤ,1823,1968
73,,リンチェンコ,2000,1964
74,,ソルディエンヌ,1812,1955
75,,浅研,1892,1954
76,,お試しください♪,2002,1941
77,,◇妖精◇,1882,1938
78,,AiryKuroe,2000,1918
79,,ShineLight,2000,1917
80,,苺桜三玖,1865,1902
81,,北国ウルフ,1803,1902
82,,Lionel・MessiⅡ,1897,1901
83,,腰痛の爺,1809,1897
84,,∬Veloce∬,1957,1892
85,,＋ゆい＋,1787,1877
86,,Ψmo☆moΨ,1623,1855
87,,＄reef＄,1934,1831
88,,ナットウキナーゼ,1431,1829
89,,迷える妖精,1740,1825
90,,kino2,960,1806
91,,コマ足,1836,1802
92,,bsk団,1947,1769
93,,ビッグマ万太郎,2000,1753
94,,スガサワ,1787,1748
95,,ブルーマンジェロ,1046,1744
96,,愛知のトッシー,1263,1734
97,,６９５,900,1716
98,,ダーシュ！,1885,1707
99,,パリバリ,1785,1687
100,,TS020,1382,1679
