,職業,キャラクター,レベル,ポイント
1,n2,syouitirou,2000,33613
2,n1,ひろ１００１,1671,10522
3,n2,ニャンニャンマン,910,9554
4,n5,ＤＭＺ,1744,7566
5,n10,ミルリ,2028,7549
6,n19,つらあじ,1408,6461
7,n23,嶋太郎,1746,6429
8,n6,ＬＡ：ＮＡ,1772,6400
9,n8,Mｉnelva,2000,5928
10,n2,きぃちゃ,666,4736
11,n9,おばさんULT,1922,4437
12,n0,叢雲のジュウザ,1225,4224
13,n20,DarkGradation,1801,4062
14,n1,☆もいちゃん☆,1501,3869
15,n1,新羅三郎,1812,3386
16,n1,毒おじや,1885,3376
17,n9,武神゜,2013,3326
18,n9,ティダ射手,1987,3291
19,n1,死神のJ,1528,3281
20,n10,pikashu,2001,3270
21,n9,†金獅子姫†,1976,3195
22,n1,ブレイブスカイ,2010,3110
23,n9,☆セントレア☆,2000,3075
24,n9,らぶのーと♪,2000,3001
25,n20,八番手,2000,2987
26,n7,れっどしーふ,2003,2986
27,n24,ﾏｰｺﾞｯﾄ,2024,2938
28,n6,エルスト,1101,2936
29,n0,shnzi,1576,2839
30,n0,†Einzbern,1191,2839
31,n1,DancingBravo,1784,2768
32,n7,gingingin,1981,2727
33,n16,neon43,2010,2617
34,n13,ゆめごん,2000,2606
35,n2,☆夢露くん☆,1300,2559
36,n20,PersephoneP,1926,2556
37,n0,醤油取って,2000,2533
38,n9,Rosenritter2,1281,2516
39,n9,大木陸,1607,2510
40,n10,ﾏｲｹﾙ・ﾏｲﾔﾝｽﾞ,2001,2449
41,n6,パラヌス,1861,2445
42,n13,schｉller,1802,2388
43,n19,AllRangeClear☆,2000,2375
44,n1,啓士郎,1993,2374
45,n22,δsnowδ,2000,2349
46,n10,ぽこっさん,2000,2320
47,n8,_Jun_,1865,2301
48,n1,段四郎,1531,2287
49,n16,きゃぴ☆,2000,2274
50,n6,コールドプレイ,2000,2267
51,n23,レミニセンス,2000,2229
52,n10,ピアッサ,971,2223
53,n9,LOVEマシーン♪,1900,2199
54,n1,潜伏期間,1862,2163
55,n8,ペったー,1579,2162
56,n2,＄デビル＄,1961,2160
57,n2,２２３２,1914,2153
58,n8,∬purposefire∬,2000,2152
59,n8,雷神の弓,1837,2151
60,n9,クレモル,1941,2125
61,n10,つよみん,2026,2112
62,n9,チャットとろい,1068,2109
63,n0,RSQ_RAY,1826,2065
64,n19,dokuringo,2000,2044
65,n5,高天原ゆとり,2000,2042
66,n10,迷える妖精,1831,2016
67,n16,お試しください♪,2006,2011
68,n24,お前もう船降りろ,1985,2007
69,n9,マーキψ,1734,2007
70,n10,チャット入力苦手,1051,1984
71,n8,浅研,1900,1980
72,n0,amagon,2010,1979
73,n5,私は返事出来ん,1111,1979
74,n2,jun53,920,1972
75,n9,超越ゆめんごⅤ,1823,1968
76,n10,北国ウルフ,1852,1965
77,n19,リンチェンコ,2000,1964
78,n8,ソルディエンヌ,1812,1955
79,n16,◇妖精◇,1886,1954
80,n20,苺桜三玖,1886,1949
81,n9,Lionel・MessiⅡ,1906,1938
82,n10,AiryKuroe,2000,1927
83,n20,ShineLight,2000,1917
84,n7,腰痛の爺,1809,1897
85,n20,∬Veloce∬,1957,1892
86,n10,Ψmo☆moΨ,1639,1888
87,n10,＋ゆい＋,1787,1877
88,n8,コマ足,1846,1847
89,n2,ナットウキナーゼ,1434,1832
90,n1,＄reef＄,1934,1831
91,n11,bsk団,1960,1815
92,n2,kino2,960,1809
93,n5,ビッグマ万太郎,2000,1753
94,n1,スガサワ,1787,1748
95,n6,ブルーマンジェロ,1050,1744
96,n1,ダーシュ！,1896,1736
97,n1,愛知のトッシー,1267,1734
98,n9,Mｙｓｔic,2000,1718
99,n10,６９５,900,1716
100,n12,パリバリ,1785,1687
