,職業,キャラクター,レベル,ポイント
1,,krisu,1853,14200
2,,Tengallon,1579,10413
3,,キュウチャン,1205,7620
4,,ミツリン,1804,6508
5,,♪D－cyan♪,1453,6228
6,,ロザリナ☆,1698,5382
7,,mttt,1926,5203
8,,jeil,989,5185
9,,七色インコ,615,4860
10,,♪もも,1456,4346
11,,∴ジャヌψ,1342,4346
12,,槍まーりも,1466,4231
13,,takakazuma,985,4166
14,,たいやきあんこ,1931,4152
15,,あすみす,1283,4093
16,,ﾌｪﾘｯｸｽ,1272,3799
17,,不協和音♪,1414,3769
18,,レジェンド石橋,1881,3687
19,,りるどーぷ,1697,3402
20,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
21,,トト・レイニス,1597,3185
22,,夜刃神,1616,3131
23,,ザンゾウ,926,3099
24,,ちゃらめる,1807,2967
25,,ﾌｪﾘｱ,1841,2925
26,,アリス・ワンダー,1905,2911
27,,桃牙,1346,2910
28,,ルベーグ2世,1816,2856
29,,ぽいんこ,1602,2842
30,,筋肉♂パイセン,1657,2793
31,,セヴィ・ティセス,1459,2763
32,,shogi,1820,2757
33,,ζhaluluζ,1823,2755
34,,Liliel,1742,2691
35,,れもんψ,1876,2616
36,,ｋａｚｕｋｕｎ剣,1781,2596
37,,ﾄﾛﾄﾛｵﾖﾖ,534,2561
38,,ψXENOψ,1923,2537
39,,二階堂パンパース,1850,2516
40,,CherryShuffle,997,2516
41,,＄ＨＩＤＥ＄,1797,2513
42,,‐鏡月‐,1573,2499
43,,§ＮＥＸＵＳ§,1024,2342
44,,∬ましゅまろ∬,1731,2290
45,,サイバーナイト,1828,2284
46,,思いやりGDX,1876,2283
47,,しーふ君,888,2280
48,,アルス君,1803,2277
49,,陽奈♪,1776,2252
50,,２式改,1650,2240
51,,超炒飯,1028,2204
52,,アバブ,1811,2195
53,,Inocent,1741,2195
54,,ボイスブリザード,1736,2181
55,,天日槍,1337,2150
56,,むぎちゃ。,1806,2130
57,,黄金卿の案内人,1014,2126
58,,てのひら,1575,2111
59,,misya☆,1267,2110
60,,弐華威堂,1740,2102
61,,RockAce,1741,2100
62,,小茉里,1123,2090
63,,【愛】チェルシー,1479,2073
64,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1873,2070
65,,anderson,1309,2070
66,,†LightSide†,1807,2037
67,,アリス☆☆,1339,2034
68,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
69,,RhymeDealer,1299,2010
70,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
71,,夜廻まるか,1745,1976
72,,ｱﾆﾘｿ,1844,1971
73,,近代的なsouei,1662,1964
74,,～マハルコ～，,1256,1921
75,,†盗掘者†,1004,1908
76,,ｍｅｒｙ,1515,1902
77,,ラクサスドレアン,1869,1899
78,,ひるの,1768,1896
79,,FalkeNaze,1708,1881
80,,永遠の暗闇,1769,1870
81,,emg4159,1568,1849
82,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
83,,Jamii,1652,1841
84,,元団長さん,1780,1817
85,,しらすたっぷ。,1837,1816
86,,真夏の雨§,1801,1812
87,,子供部屋おばさん,1737,1776
88,,＊鬼鮫＊,1839,1769
89,,otasam,1394,1764
90,,豹弦,1761,1759
91,,＠みゆ＠,1260,1747
92,,ずっさん,1811,1721
93,,†フィル†,1820,1718
94,,エルロン5,1740,1718
95,,元てつ,939,1684
96,,筋弛緩剤,1171,1679
97,,☆キノ♪,1827,1678
98,,ＣＯＯＬ－ＪＯＥ,1379,1676
99,,緋色＄,1781,1675
100,,ホロックス,1735,1665
