,職業,キャラクター,レベル,ポイント
1,,krisu,1867,14243
2,,Tengallon,1580,10432
3,,キュウチャン,1206,7620
4,,ミツリン,1808,6518
5,,♪D－cyan♪,1456,6232
6,,ロザリナ☆,1698,5382
7,,mttt,1968,5280
8,,jeil,990,5185
9,,七色インコ,615,4860
10,,∴ジャヌψ,1344,4353
11,,♪もも,1457,4346
12,,たいやきあんこ,1974,4240
13,,槍まーりも,1482,4239
14,,takakazuma,985,4166
15,,あすみす,1283,4093
16,,ﾌｪﾘｯｸｽ,1272,3799
17,,不協和音♪,1419,3782
18,,レジェンド石橋,1902,3720
19,,りるどーぷ,1697,3402
20,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
21,,トト・レイニス,1597,3185
22,,夜刃神,1616,3131
23,,ザンゾウ,926,3116
24,,アリス・ワンダー,1927,2989
25,,ちゃらめる,1814,2979
26,,ﾌｪﾘｱ,1850,2936
27,,桃牙,1349,2919
28,,ルベーグ2世,1835,2878
29,,ぽいんこ,1602,2842
30,,筋肉♂パイセン,1657,2793
31,,shogi,1831,2779
32,,セヴィ・ティセス,1462,2772
33,,ζhaluluζ,1823,2755
34,,Liliel,1742,2691
35,,れもんψ,1896,2650
36,,ψXENOψ,1965,2632
37,,ｋａｚｕｋｕｎ剣,1785,2603
38,,ﾄﾛﾄﾛｵﾖﾖ,534,2561
39,,二階堂パンパース,1875,2546
40,,＄ＨＩＤＥ＄,1807,2519
41,,CherryShuffle,997,2516
42,,‐鏡月‐,1573,2499
43,,§ＮＥＸＵＳ§,1024,2342
44,,思いやりGDX,1903,2325
45,,サイバーナイト,1844,2304
46,,∬ましゅまろ∬,1732,2292
47,,しーふ君,888,2280
48,,アルス君,1804,2277
49,,陽奈♪,1777,2260
50,,２式改,1650,2240
51,,ボイスブリザード,1762,2207
52,,超炒飯,1028,2204
53,,アバブ,1811,2195
54,,Inocent,1741,2195
55,,むぎちゃ。,1831,2171
56,,天日槍,1338,2150
57,,黄金卿の案内人,1014,2126
58,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1901,2122
59,,てのひら,1575,2111
60,,misya☆,1267,2110
61,,RockAce,1745,2107
62,,弐華威堂,1740,2102
63,,小茉里,1123,2090
64,,【愛】チェルシー,1480,2073
65,,anderson,1310,2070
66,,†LightSide†,1807,2037
67,,アリス☆☆,1339,2034
68,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
69,,RhymeDealer,1299,2010
70,,近代的なsouei,1672,1988
71,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
72,,夜廻まるか,1745,1976
73,,ｱﾆﾘｿ,1844,1971
74,,ラクサスドレアン,1902,1938
75,,～マハルコ～，,1256,1921
76,,ひるの,1780,1917
77,,永遠の暗闇,1809,1909
78,,†盗掘者†,1004,1908
79,,ｍｅｒｙ,1515,1902
80,,FalkeNaze,1708,1881
81,,Jamii,1665,1858
82,,emg4159,1572,1858
83,,しらすたっぷ。,1872,1852
84,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
85,,元団長さん,1780,1817
86,,真夏の雨§,1801,1812
87,,＊鬼鮫＊,1859,1791
88,,子供部屋おばさん,1737,1776
89,,otasam,1394,1764
90,,豹弦,1761,1759
91,,＠みゆ＠,1260,1747
92,,†フィル†,1828,1742
93,,エルロン5,1755,1728
94,,ずっさん,1812,1721
95,,☆キノ♪,1848,1711
96,,愛泉,1865,1693
97,,ホロックス,1765,1689
98,,元てつ,939,1684
99,,筋弛緩剤,1171,1679
100,,ＣＯＯＬ－ＪＯＥ,1380,1676
