,職業,キャラクター,レベル,ポイント
1,,krisu,2007,15318
2,,Tengallon,1672,11371
3,,キュウチャン,1267,7677
4,,ミツリン,1911,6974
5,,♪D－cyan♪,1534,6323
6,,mttt,2025,5739
7,,ロザリナ☆,1698,5382
8,,jeil,1002,5207
9,,七色インコ,616,4860
10,,たいやきあんこ,2013,4589
11,,∴ジャヌψ,1403,4464
12,,♪もも,1500,4347
13,,槍まーりも,1500,4253
14,,takakazuma,1013,4185
15,,不協和音♪,1533,4168
16,,レジェンド石橋,2000,4139
17,,あすみす,1283,4093
18,,ザンゾウ,929,4015
19,,夜刃神,1830,3837
20,,ﾌｪﾘｯｸｽ,1308,3815
21,n25,アリス・ワンダー,2004,3793
22,,ちゃらめる,1974,3755
23,,Liliel,2000,3465
24,,ﾌｪﾘｱ,2009,3464
25,,りるどーぷ,1712,3411
26,,ψXENOψ,2001,3330
27,,ボイスブリザード,1972,3328
28,,ルベーグ2世,1973,3305
29,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
30,,トト・レイニス,1599,3185
31,,桃牙,1432,3153
32,,セヴィ・ティセス,1569,3100
33,,ｋａｚｕｋｕｎ剣,1874,3062
34,,思いやりGDX,2005,2951
35,,アルス君,2000,2951
36,,shogi,1867,2933
37,,近代的なsouei,1876,2901
38,,∬ましゅまろ∬,1885,2889
39,,‐鏡月‐,1851,2855
40,,ぽいんこ,1602,2842
41,,陽奈♪,1894,2816
42,,アバブ,2001,2806
43,,筋肉♂パイセン,1657,2793
44,,サイバーナイト,2003,2776
45,,ζhaluluζ,1823,2755
46,,†LightSide†,1945,2735
47,,むぎちゃ。,1964,2729
48,,れもんψ,1915,2723
49,,＄ＨＩＤＥ＄,1884,2695
50,,二階堂パンパース,1910,2577
51,,azusachan,1871,2576
52,,ﾄﾛﾄﾛｵﾖﾖ,545,2561
53,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,2545
54,,†フィル†,1928,2517
55,,CherryShuffle,997,2516
56,,マハーデーヴィー,2006,2481
57,,黄金卿の案内人,1038,2462
58,,夜廻まるか,2000,2456
59,,ラクサスドレアン,2000,2386
60,,永遠の暗闇,1992,2375
61,,§ＮＥＸＵＳ§,1024,2342
62,,魔法姫ひかり,2000,2339
63,,緋色＄,1989,2290
64,,ずっさん,1956,2283
65,,RockAce,1822,2281
66,,しーふ君,888,2280
67,,Jamii,1877,2265
68,,超炒飯,1084,2253
69,,アルネホーク,1601,2247
70,,２式改,1650,2240
71,,＊鬼鮫＊,2000,2232
72,,最前線の開拓者,1305,2202
73,,Inocent,1745,2201
74,,emg4159,1756,2199
75,,あぷりこ,2000,2196
76,,余貴真優,1814,2192
77,,もぐらⅲ,2005,2174
78,,ｱﾆﾘｿ,1940,2170
79,,天日槍,1387,2150
80,,骨ラーメン☆,1914,2146
81,,ひるの,1852,2128
82,,てのひら,1581,2111
83,,misya☆,1306,2110
84,,弐華威堂,1740,2102
85,,豹弦,1919,2096
86,,【愛】チェルシー,1506,2096
87,,小茉里,1123,2090
88,,あるせん,1756,2086
89,,アリス☆☆,1388,2081
90,,anderson,1344,2070
91,,♪☆神崎葵☆♪,1943,2068
92,,愛泉,2000,2067
93,,カジュアル,2000,2048
94,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
95,,ｍｅｒｙ,1606,2013
96,,RhymeDealer,1299,2010
97,,φAimerφ,1927,2006
98,,☆キノ♪,2000,1995
99,,戦略破壊魔術兵器,2000,1995
100,,ウリ☆,2005,1992
