,職業,キャラクター,レベル,ポイント
1,n9,krisu,2000,15118
2,n4,Tengallon,1646,11068
3,n5,キュウチャン,1253,7672
4,n7,ミツリン,1893,6797
5,n7,♪D－cyan♪,1518,6301
6,n16,mttt,2012,5529
7,n8,ロザリナ☆,1698,5382
8,n8,jeil,996,5192
9,n6,七色インコ,616,4860
10,n8,∴ジャヌψ,1399,4456
11,n12,たいやきあんこ,2002,4350
12,n8,♪もも,1486,4347
13,n9,槍まーりも,1500,4253
14,n1,takakazuma,1009,4177
15,n9,レジェンド石橋,2000,4139
16,n2,不協和音♪,1524,4119
17,n7,あすみす,1283,4093
18,n5,ﾌｪﾘｯｸｽ,1305,3813
19,n7,ザンゾウ,928,3735
20,n24,アリス・ワンダー,2002,3653
21,n8,夜刃神,1775,3562
22,n3,ちゃらめる,1936,3532
23,n9,りるどーぷ,1712,3411
24,n20,Liliel,2000,3336
25,n19,ﾌｪﾘｱ,2001,3305
26,n1,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
27,n1,ルベーグ2世,1962,3265
28,n2,トト・レイニス,1598,3185
29,n2,桃牙,1410,3121
30,n1,セヴィ・ティセス,1553,3032
31,n9,ボイスブリザード,1939,3004
32,n1,ｋａｚｕｋｕｎ剣,1860,2937
33,n2,shogi,1867,2933
34,n4,ψXENOψ,2000,2924
35,n9,‐鏡月‐,1851,2855
36,n12,ぽいんこ,1602,2842
37,n8,思いやりGDX,2000,2822
38,n20,∬ましゅまろ∬,1873,2801
39,n4,筋肉♂パイセン,1657,2793
40,n7,アバブ,2000,2769
41,n19,ζhaluluζ,1823,2755
42,n9,れもんψ,1915,2723
43,n9,アルス君,1981,2711
44,n1,サイバーナイト,2000,2675
45,n15,＄ＨＩＤＥ＄,1880,2672
46,n9,陽奈♪,1876,2643
47,n22,近代的なsouei,1846,2598
48,n8,二階堂パンパース,1910,2577
49,n10,ﾄﾛﾄﾛｵﾖﾖ,541,2561
50,n24,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,2001,2545
51,n10,CherryShuffle,997,2516
52,n1,むぎちゃ。,1921,2509
53,n1,†LightSide†,1913,2506
54,n20,夜廻まるか,2000,2456
55,n5,ラクサスドレアン,2000,2386
56,n4,黄金卿の案内人,1037,2344
57,n2,§ＮＥＸＵＳ§,1024,2342
58,n19,†フィル†,1916,2293
59,n6,しーふ君,888,2280
60,n9,魔法姫ひかり,2000,2274
61,n10,永遠の暗闇,1952,2273
62,n0,超炒飯,1075,2253
63,n7,２式改,1650,2240
64,n9,＊鬼鮫＊,2000,2224
65,n19,マハーデーヴィー,1995,2221
66,n4,最前線の開拓者,1305,2202
67,n19,Inocent,1745,2201
68,n1,Jamii,1861,2200
69,n11,あぷりこ,2000,2196
70,n9,緋色＄,1972,2168
71,n1,RockAce,1791,2168
72,n1,ｱﾆﾘｿ,1938,2159
73,n8,天日槍,1371,2150
74,n8,azusachan,1801,2125
75,n2,ひるの,1851,2124
76,n1,アルネホーク,1576,2124
77,n10,てのひら,1581,2111
78,n8,misya☆,1293,2110
79,n9,余貴真優,1808,2108
80,n19,弐華威堂,1740,2102
81,n8,【愛】チェルシー,1506,2096
82,n10,小茉里,1123,2090
83,n13,アリス☆☆,1377,2077
84,n2,anderson,1338,2070
85,n7,ずっさん,1920,2068
86,n9,愛泉,2000,2067
87,n4,emg4159,1673,2066
88,n1,カジュアル,2000,2048
89,n1,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
90,n5,RhymeDealer,1299,2010
91,n2,豹弦,1900,2002
92,n4,エルロン5,2000,1990
93,n9,☆キノ♪,2000,1986
94,n9,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
95,n9,φAimerφ,1922,1972
96,n8,もぐらⅲ,1995,1955
97,n9,～マハルコ～，,1279,1952
98,n9,ｍｅｒｙ,1569,1951
99,n8,ホロックス,1860,1926
100,n9,marui11111,2003,1925
