,職業,キャラクター,レベル,ポイント
1,,ZODIAC6168,1521,20691
2,,はなおとめ,1313,10891
3,,おーいえ,1896,5648
4,,9rpm,1807,5605
5,,ｲﾝﾀｰﾈｯﾄ撲殺ﾏﾝ,1367,5058
6,,さなっしー,1817,4641
7,,アル・シェリ,967,4161
8,,ScarletRuby,929,3988
9,,創造神皇ダニエル,1272,3611
10,,らっきーよだすけ,1785,3505
11,,sevencraw,1045,3339
12,,ぷーちゃん♪,1934,3297
13,,残兵首領,1468,3142
14,,誇り無き教主,1337,2991
15,,katsuxxx,1850,2986
16,,捨ノ型・生生流転,1840,2932
17,,ボイン姉ちゃん,1825,2810
18,,ループド,1854,2790
19,,愛犬サクラ,1862,2780
20,,ハスラム,1084,2773
21,,Diamant,1261,2722
22,,リタリン,951,2670
23,,＋カイト＋,1835,2492
24,,岡部誠∵,1555,2465
25,,ｷｰｽ･ｶｲ,1277,2418
26,,風の歌,1799,2396
27,,RORONOA＋ZORO,1255,2379
28,,【ポッセ】,1831,2373
29,,ヘビー,1242,2329
30,,戦士ちゃま,1542,2289
31,,RelMayer,1762,2257
32,,シル星,1824,2227
33,,つばきひめ,1655,2169
34,,らいみん,1266,2147
35,,ゅぅぁ,1775,2124
36,,じみ～,1749,2102
37,,メロメロイド,1418,2083
38,,J・T・Sサム,1670,2068
39,,間衣華,1782,2020
40,,covid,1801,2007
41,,狛狗,1817,1983
42,,カラー、,1052,1971
43,,Spallow_Tail,1596,1953
44,,daRinki,1605,1908
45,,とろっとろ牛すじ,1724,1907
46,,趣味は・・・矢,1830,1893
47,,ooよーだoo,1256,1869
48,,☆ショップ☆,1774,1856
49,,カマキリ令嬢,1870,1834
50,,おいえ天使,1500,1834
51,,アネット姫,717,1823
52,,シュガ♪,1631,1819
53,,↑ウラチャ↑,1265,1812
54,,§エス§,1794,1808
55,,CV種田梨沙,1707,1764
56,,ｱﾝﾄﾞﾚｻﾞｼﾞｬｲｱﾝﾄ,1470,1726
57,,みゅうごろう,1695,1702
58,,狼輝,1868,1673
59,,マイシャローナ,1439,1667
60,,ナイア君,875,1637
61,,神風の隼,1781,1632
62,,ぷいきゅあ～,1746,1602
63,,皇虎,1044,1577
64,,魔法の壁,1552,1557
65,,もんもんだよ,918,1548
66,,狼煌,1501,1547
67,,アンヘル＿,1352,1545
68,,みどり先輩,1534,1529
69,,おじろくん,1756,1527
70,,アーリア。,1881,1519
71,,Crewd,1430,1502
72,,BILL・PEACE,1186,1499
73,,トラウトサーモン,1790,1498
74,,ピレッソ,1724,1494
75,,イチゴ大福姫,1373,1491
76,,マリジェンヌ,1131,1464
77,,☆アミュレット☆,903,1463
78,,くりゅ,1459,1457
79,,ｂｏｗ‐ｗｏｗ,1807,1454
80,,さなっしーJr,1233,1444
81,,RAD大好き,1760,1440
82,,二代目おいえ,1276,1438
83,,笛吹奏,1556,1432
84,,heet,962,1423
85,,最強姫あ,1620,1411
86,,￡Gazelle,1500,1376
87,,NIFCO,559,1366
88,,＊hayato＊,1658,1365
89,,yamada3000,1834,1340
90,,たこち,1811,1340
91,,えいしぐ,1556,1338
92,,ranko_star,1802,1331
93,,お～い恋茶,1852,1328
94,,もちゃ王,1431,1327
95,,Vergiftung,1010,1313
96,,CV水瀬いのり,1676,1312
97,,城咲ロミオ,1681,1310
98,,くりゅう,1301,1305
99,,メルティアーノ♪,1156,1295
100,,ねこぱんつ,1202,1294
