,職業,キャラクター,レベル,ポイント
1,,krisu,1897,14385
2,,Tengallon,1588,10527
3,,キュウチャン,1211,7620
4,,ミツリン,1822,6553
5,,♪D－cyan♪,1470,6250
6,,mttt,2000,5387
7,,ロザリナ☆,1698,5382
8,,jeil,991,5189
9,,七色インコ,615,4860
10,,∴ジャヌψ,1360,4385
11,,♪もも,1463,4346
12,,たいやきあんこ,2000,4309
13,,槍まーりも,1483,4239
14,,takakazuma,987,4168
15,,あすみす,1283,4093
16,,レジェンド石橋,1975,3942
17,,不協和音♪,1474,3897
18,,ﾌｪﾘｯｸｽ,1272,3799
19,,アリス・ワンダー,1994,3427
20,,りるどーぷ,1697,3402
21,,ｸﾗｯｼｬｰ☆ｼﾞｮｰ,1718,3266
22,,ザンゾウ,926,3221
23,,トト・レイニス,1598,3185
24,,夜刃神,1618,3133
25,,ちゃらめる,1839,3075
26,,ﾌｪﾘｱ,1883,2995
27,,桃牙,1363,2962
28,,ルベーグ2世,1847,2915
29,,セヴィ・ティセス,1497,2849
30,,ぽいんこ,1602,2842
31,,shogi,1844,2833
32,,Liliel,1776,2793
33,,筋肉♂パイセン,1657,2793
34,,ζhaluluζ,1823,2755
35,,ψXENOψ,2000,2751
36,,れもんψ,1911,2691
37,,ｋａｚｕｋｕｎ剣,1823,2682
38,,二階堂パンパース,1910,2577
39,,ﾄﾛﾄﾛｵﾖﾖ,536,2561
40,,＄ＨＩＤＥ＄,1816,2539
41,,CherryShuffle,997,2516
42,,‐鏡月‐,1573,2499
43,,思いやりGDX,1958,2476
44,,∬ましゅまろ∬,1777,2440
45,,サイバーナイト,1875,2367
46,,§ＮＥＸＵＳ§,1024,2342
47,,アルス君,1832,2341
48,,むぎちゃ。,1863,2331
49,,ボイスブリザード,1806,2327
50,,しーふ君,888,2280
51,,ラクサスドレアン,1988,2269
52,,陽奈♪,1777,2260
53,,ｷｬﾌﾟﾃﾝ・ﾌｧﾙ君,1942,2250
54,,２式改,1650,2240
55,,超炒飯,1036,2220
56,,アバブ,1811,2195
57,,Inocent,1741,2195
58,,黄金卿の案内人,1016,2162
59,,天日槍,1344,2150
60,,†LightSide†,1829,2112
61,,RockAce,1749,2112
62,,てのひら,1577,2111
63,,misya☆,1272,2110
64,,弐華威堂,1740,2102
65,,近代的なsouei,1716,2101
66,,小茉里,1123,2090
67,,【愛】チェルシー,1490,2081
68,,anderson,1315,2070
69,,永遠の暗闇,1864,2050
70,,アリス☆☆,1345,2035
71,,虐殺ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ,1125,2017
72,,RhymeDealer,1299,2010
73,,カジュアル,1995,1999
74,,ひるの,1803,1981
75,,ﾄｰﾀﾙﾃﾝﾎﾞｽ,1717,1978
76,,夜廻まるか,1745,1976
77,,＊鬼鮫＊,1914,1972
78,,ｱﾆﾘｿ,1844,1971
79,,～マハルコ～，,1260,1924
80,,しらすたっぷ。,1915,1909
81,,†盗掘者†,1006,1909
82,,ｍｅｒｙ,1515,1902
83,,emg4159,1584,1891
84,,FalkeNaze,1708,1881
85,,Jamii,1683,1877
86,,†フィル†,1847,1864
87,,ﾀｲｶﾞｰﾀﾅｶ,1277,1848
88,,ホロックス,1830,1823
89,,真夏の雨§,1804,1819
90,,元団長さん,1780,1817
91,,エルロン5,1806,1784
92,,あぷりこ,1920,1780
93,,愛泉,1903,1777
94,,子供部屋おばさん,1737,1776
95,,豹弦,1767,1775
96,,otasam,1399,1764
97,,＠みゆ＠,1260,1747
98,,緋色＄,1820,1746
99,,☆キノ♪,1864,1743
100,,ずっさん,1814,1723
